pair_id,ESP_original,SHIWILU_original,ESP_normalizado,SHIWILU_normalizado
P00988,¿Estás lleno?,¿MER'SU' ÑAPALA?,¿estás lleno?,¿mer'su' ñapala?
P00989,¿Estás herida?,¿CHACHA'WANPALA?,¿estás herida?,¿chacha'wanpala?
P00990,¿Estás perdido?,¿WER'SU' ÑAPALA?,¿estás perdido?,¿wer'su' ñapala?
P00991,¿Estás enfermo?,¿KALUWIPALA?,¿estás enfermo?,¿kaluwipala?
P00992,¿Está segura?,¿TEKINCHI'CHA' ÑAPALA?,¿está segura?,¿tekinchi'cha' ñapala?
P00993,¿Está seguro?,¿TEKINCHI'CHA' ÑAPALA?,¿está seguro?,¿tekinchi'cha' ñapala?
P00994,¿Están seguros?,¿TEKINCHI'CHA' ÑAPALAMA?,¿están seguros?,¿tekinchi'cha' ñapalama?
P00995,Estar atento.,INSEKDIPERSU' ÑAPAKER',estar atento.,insekdipersu' ñapaker'
P00996,Sé confiado.,LU'UKTUTEK'KEN ÑIKER,sé confiado.,lu'uktutek'ken ñiker
P00997,Ten seguridad.,LATEK'U,ten seguridad.,latek'u
P00998,Sé despiadado.,LUTANTENINPU'KER',sé despiadado.,lutanteninpu'ker'
P00999,Hazle pasar.,A'NAKUKER',hazle pasar.,a'nakuker'
P01000,¿Puedo intentar?,¿YENNITULEK INPALERIAK?,¿puedo intentar?,¿yennitulek inpaleriak?
P01001,¿Puede hacerlo?,¿YENNITULEK NU'TAK?,¿puede hacerlo?,¿yennitulek nu'tak?
P01002,¿Puedes venir?,¿YENNITULA UK'A'MAK?,¿puedes venir?,¿yennitula uk'a'mak?
P01003,¿Puedes ayudar?,¿YENNITULA KATU'PA'TA'MAK?,¿puedes ayudar?,¿yennitula katu'pa'ta'mak?
P01004,¿Puedes leer?,¿YENNITULA LUNTA'MAK?,¿puedes leer?,¿yennitula lunta'mak?
P01005,¿Sabes nadar?,¿ÑINCHITAPALA IDUN'AK?,¿sabes nadar?,¿ñinchitapala idun'ak?
P01006,¿Puedes andar?,¿YENNITAPALA DEKKUNTA'MAK?,¿puedes andar?,¿yennitapala dekkunta'mak?
P01007,¿Pueden andar?,¿YENNITULAMA' DEKKUNTA'MAMAK?,¿pueden andar?,¿yennitulama' dekkunta'mamak?
P01008,¡Míralo!,¡LLI'KER'!,¡míralo!,¡lli'ker'!
P01009,¡Compruébalo!,¡LLI'KER' MUPALLINPA'!,¡compruébalo!,¡lli'ker' mupallinpa'!
P01010,Ven enseguida.,WEK'KER' IPIA'LA,ven enseguida.,wek'ker' ipia'la
P01011,Acércate.,KAWITER',acércate.,kawiter'
P01012,Regresa.,ADENCHER',regresa.,adencher'
P01013,Baja.,NU'WANKER',baja.,nu'wanker'
P01014,Baje.,NU'WANKER',baje.,nu'wanker'
P01015,Sal fuera.,YUNSUER' ADIPI,sal fuera.,yunsuer' adipi
P01016,Venga conmigo.,WEK'KER' KUALEK,venga conmigo.,wek'ker' kualek
P01017,Enfríalo.,A'SANEK'KER',enfríalo.,a'sanek'ker'
P01018,¿Vino Tom?,¿TOM WEK'LLI?,¿vino tom?,¿tom wek'lli?
P01019,¿Tom ayudó?,¿TOM KATU'PA'TULLI?,¿tom ayudó?,¿tom katu'pa'tulli?
P01020,¿Ayudaste?,¿KATU'PA'TULA?,¿ayudaste?,¿katu'pa'tula?
P01021,¿Firmaste?,¿LLILLINPEN NU'TULA?,¿firmaste?,¿llillinpen nu'tula?
P01022,¿Firmaron?,¿LLILLINPENMA' NU'TULAMA'?,¿firmaron?,¿llillinpenma' nu'tulama'?
P01023,¿Luzco bien?,¿LLITAPALEK MUSU'?,¿luzco bien?,¿llitapalek musu'?
P01024,¿Usted fuma?,¿KENMA U'WA'TAPALA?,¿usted fuma?,¿kenma u'wa'tapala?
P01025,¿Fumas?,¿U'WA'TAPALA?,¿fumas?,¿u'wa'tapala?
P01026,¿Usted ronca?,¿KENMA TUKULU'PALA?,¿usted ronca?,¿kenma tukulu'pala?
P01027,¿Tú roncas?,¿KENMA TUKULU'PALA?,¿tú roncas?,¿kenma tukulu'pala?
P01028,¿Duele?,¿IKERLLI?,¿duele?,¿ikerlli?
P01029,No divagues.,CHEKSU' ÑIKER',no divagues.,cheksu' ñiker'
P01030,Conduce lentamente.,EKPA'KER' UTILA',conduce lentamente.,ekpa'ker' utila'
P01031,Examine esto.,LLI'KER' ASU',examine esto.,lli'ker' asu'
P01032,Examinen esto.,LLI'KU' ASU',examinen esto.,lli'ku' asu'
P01033,Dame eso.,ENKA'U NANA,dame eso.,enka'u nana
P01034,Deme tiempo.,WA'TEN'U,deme tiempo.,wa'ten'u
P01035,Ve adentro.,PAKER' KINEKLA,ve adentro.,paker' kinekla
P01036,Buenos días.,MUUKLLI,buenos días.,muuklli
P01037,"Espera, Tom.",WA'TENKER' TOM,"espera, tom.",wa'tenker' tom
P01038,Feliz Pascua.,MUSU' PASKUA',feliz pascua.,musu' paskua'
P01039,¡Feliz Pascua!,¡MUSU' PASKUA'!,¡feliz pascua!,¡musu' paskua'!
P01040,Tómate algo.,UKER' MA'PINTA',tómate algo.,uker' ma'pinta'
P01041,Come algo.,KAKER' MA'PINTA',come algo.,kaker' ma'pinta'
P01042,Toma otro. (beber),UKER' ALI'LA',toma otro. (beber),uker' ali'la'
P01043,Toma otro. (sostener),MA'ATASU' ALI'LA',toma otro. (sostener),ma'atasu' ali'la'
P01044,Sé valiente.,NANTAPITEK ÑIKER',sé valiente.,nantapitek ñiker'
P01045,Él gritó.,NANA LAMAPU'LLI,él gritó.,nana lamapu'lli
P01046,La ayuda.,KATU'PA',la ayuda.,katu'pa'
P01047,Es francés.,FRANCÉS NUKA'A,es francés.,francés nuka'a
P01048,Está comiendo.,WERANPALLI,está comiendo.,weranpalli
P01049,Corre rápido.,TEK'KER' WIUK'SU',corre rápido.,tek'ker' wiuk'su'
P01050,Esperará.,WA'TENTECHU,esperará.,wa'tentechu
P01051,Está sufriendo.,INSEK'LUTENAPALLI,está sufriendo.,insek'lutenapalli
P01052,"¡Oye, aguarda!","¡LAU'KER', WA'TENTER'!","¡oye, aguarda!","¡lau'ker', wa'tenter'!"
P01053,¡Qué pesado!,¡ENPU'NI SAKA'DEK'IPA'!,¡qué pesado!,¡enpu'ni saka'dek'ipa'!
P01054,¡Qué horrible!,¡ENPU'NI APERPIPA'!,¡qué horrible!,¡enpu'ni aperpipa'!
P01055,¡Qué romántico!,¡ENPU'NI MUPENCHIPA'!,¡qué romántico!,¡enpu'ni mupenchipa'!
P01056,Te admiro.,KENMAPU'SU' ÑIINA'KA,te admiro.,kenmapu'su' ñiina'ka
P01057,Soy chino.,CHINU NUKA'KA,soy chino.,chinu nuka'ka
P01058,Quiero saberlo.,YAÑINCHITULEK,quiero saberlo.,yañinchitulek
P01059,Estoy lesionado.,ÑAPALEK DA'PEKSU',estoy lesionado.,ñapalek da'peksu'
P01060,Estoy rezando.,MALLIA'PALEK,estoy rezando.,mallia'palek
P01061,Comí manzanas.,KA'LEK MANZANAS,comí manzanas.,ka'lek manzanas
P01062,Comí caviar.,KA'LEK CAVIAR,comí caviar.,ka'lek caviar
P01063,Podría caminar.,YENNITUWINASKU DEKKUNTA',podría caminar.,yennituwinasku dekkunta'
P01064,Me corto.,INDEI'TECHEK,me corto.,indei'techek
P01065,Me corté.,INDEI'TULEK,me corté.,indei'tulek
P01066,No mentí.,TUMUI'NEK,no mentí.,tumui'nek
P01067,No pagué.,PANWILEKCHI'NEK,no pagué.,panwilekchi'nek
P01068,No sé.,ÑINCHICHI'NEK,no sé.,ñinchichi'nek
P01069,Lo desconozco.,LUVER'CHI'NEK ,lo desconozco.,luver'chi'nek
P01070,Tomé leche.,MUDIDEK ULEK,tomé leche.,mudidek ulek
P01071,Los encontré.,KANANDEKLEK,los encontré.,kanandeklek
P01072,Tengo dinero.,KULLIKER'WANPALEK,tengo dinero.,kulliker'wanpalek
P01073,La abracé.,WIPERI'LEK,la abracé.,wiperi'lek
P01074,Te extrañé.,LU'WAÑEN,te extrañé.,lu'wañen
P01075,Necesito pintura.,LUWANTULEK LLINSERCHUNAN,necesito pintura.,luwantulek llinserchunan
P01076,Necesito dormir.,LUWANTULEK WICHI'AK,necesito dormir.,luwantulek wichi'ak
P01077,Necesito agua.,LUWANTULEK DEK',necesito agua.,luwantulek dek'
P01078,Te necesitaba.,LUWANTUWIÑEN,te necesitaba.,luwantuwiñen
P01079,Leo frecuentemente.,LUNPA'LEK UTALINPU'SA',leo frecuentemente.,lunpa'lek utalinpu'sa'
P01080,Lo llamé.,PEKKLU'LEK,lo llamé.,pekklu'lek
P01081,Leo libros.,LUNTULEK KERKA'LUSA',leo libros.,luntulek kerka'lusa'
P01082,Hablo rápido.,WIUKSU' LUNPALEK,hablo rápido.,wiuksu' lunpalek
P01083,Simpatizo.,MUSU' LLI'APALEK,simpatizo.,musu' lli'apalek
P01084,Entiendo.,LACHEKAPALEK,entiendo.,lachekapalek
P01085,Quiero dinero.,LUWANTULEK KULLIKER',quiero dinero.,luwantulek kulliker'
P01086,Quiero ir.,YAPA'LEK,quiero ir.,yapa'lek
P01087,Tenía miedo.,TEKUAWINEK,tenía miedo.,tekuawinek
P01088,Fui enmarcado.,A'APITULLINER'KU,fui enmarcado.,a'apitulliner'ku
P01089,Tenía hambre.,UKI'LA A'ÑIWINEK,tenía hambre.,uki'la a'ñiwinek
P01090,Estaba solo.,KUASHASA' ÑAPAWINEK,estaba solo.,kuashasa' ñapawinek
P01091,Tenía sueño.,YAWICHI'WINEK,tenía sueño.,yawichi'winek
P01092,Volveré.,ADENCHE'CHEK,volveré.,adenche'chek
P01093,Estaré bien.,MUSU' ÑAPECHEK,estaré bien.,musu' ñapechek
P01094,Seré libre.,INAPI ÑECHEK,seré libre.,inapi ñechek
P01095,Me arriesgaré.,INPALERICHEK,me arriesgaré.,inpalerichek
P01096,Te demandaré.,WINLAPICHEN,te demandaré.,winlapichen
P01097,Soy médico.,LULENTUTEK' NUKA'KA,soy médico.,lulentutek' nuka'ka
P01098,Soy doctor.,DOKTOR NUKA'KA,soy doctor.,doktor nuka'ka
P01099,Soy escritor.,LLINSERCHUTEK' NUKA'KA,soy escritor.,llinserchutek' nuka'ka
P01100,Soy adulta.,TASERLUNKU NUKA'KA,soy adulta.,taserlunku nuka'ka
P01101,Estoy descalzo.,INAPILANTE'ÑAPALEK,estoy descalzo.,inapilante'ñapalek
P01102,Estoy confuso.,LACHEK'KI'NEK,estoy confuso.,lachek'ki'nek
P01103,Estoy confundido.,LACHEK'KI'NEK,estoy confundido.,lachek'ki'nek
P01104,Estoy divorciada.,APU'PI NUKA'KA,estoy divorciada.,apu'pi nuka'ka
P01105,Estoy congelado.,NAKUSU' SANEKWANTULEK,estoy congelado.,nakusu' sanekwantulek
P01106,Estoy helado.,NAKUSU' SANEKWANTULEK,estoy helado.,nakusu' sanekwantulek
P01107,Estoy dudando.,KU'LA LATEKTAPI'NEK,estoy dudando.,ku'la latektapi'nek
P01108,Soy inocente.,MA'NEN NU'CHI'NEK,soy inocente.,ma'nen nu'chi'nek
P01109,Estoy indignado.,YUSU' ÑAPALEK,estoy indignado.,yusu' ñapalek
P01110,Estoy pintando.,LLINSERCHAPALEK,estoy pintando.,llinserchapalek
P01111,Estoy embarazada.,KADULUNSU' ÑAPALEK,estoy embarazada.,kadulunsu' ñapalek
P01112,Estoy preparado.,ÑAPALEK INSEKDIPERSU',estoy preparado.,ñapalek insekdipersu'
P01113,Soy inquieto.,WA'DANPINTEK NUKA'KA,soy inquieto.,wa'danpintek nuka'ka
P01114,Soy intranquilo.,WA'DANPINTEK NUKA'KA,soy intranquilo.,wa'danpintek nuka'ka
P01115,Estoy estudiando.,KERKA' ÑINCHITAPALEK,estoy estudiando.,kerka' ñinchitapalek
P01116,Estoy exhausto.,ÑAPALEK SAKA'TUSU',estoy exhausto.,ñapalek saka'tusu'
P01117,Estoy reventado.,ÑAPALEK SAKA'TUSU',estoy reventado.,ñapalek saka'tusu'
P01118,¿Está roto?,¿NUSHA'TUSU' ÑAPALLI?,¿está roto?,¿nusha'tusu' ñapalli?
P01119,¿Es suficiente?,¿NANASA'CHA IÑER'?,¿es suficiente?,¿nanasa'cha iñer'?
P01120,Ha empezado.,TENMIANSU'LLI,ha empezado.,tenmiansu'lli
P01121,Empezó.,TENMIANSU'LLI,empezó.,tenmiansu'lli
P01122,Comenzó.,TENMIANSU'LLI,comenzó.,tenmiansu'lli
P01123,Era negro.,KERPI'A'CHA',era negro.,kerpi'a'cha'
P01124,Fue repugnante.,NUDU'PI ÑIWIÑI,fue repugnante.,nudu'pi ñiwiñi
P01125,Se quemará.,UKER'ECHU,se quemará.,uker'echu
P01126,Me toca. (tocar),PATA'LLIU,me toca. (tocar),pata'lliu
P01127,Está perfecto.,MUPALLI,está perfecto.,mupalli
P01128,Está nevando.,PULUNKER'WANPALLI,está nevando.,pulunker'wanpalli
P01129,Está funcionando.,SAKA'TAPALLI,está funcionando.,saka'tapalli
P01130,Sólo espera.,WA'TENKER'LA,sólo espera.,wa'tenker'la
P01131,Sigue bailando.,LANSA'PER'I'LA,sigue bailando.,lansa'per'i'la
P01132,Sigue cavando.,IWA'TAPER'I'LA,sigue cavando.,iwa'taper'i'la
P01133,Sigue conduciendo.,EKPA'APER'I'LA,sigue conduciendo.,ekpa'aper'i'la
P01134,Sigue mirando.,LLI'TAPER'I'LA,sigue mirando.,lli'taper'i'la
P01135,Siga leyendo.,LUNTAPER'I'LA,siga leyendo.,luntaper'i'la
P01136,Sigue corriendo.,TEKA'PER'I'LA,sigue corriendo.,teka'per'i'la
P01137,Sigan corriendo.,TEKA'PA'KU'I'LA,sigan corriendo.,teka'pa'ku'i'la
P01138,Sigue cantando.,TULUNER'APER'I'LA,sigue cantando.,tuluner'aper'i'la
P01139,Continuá hablando.,LUN'APER'I'LA,continuá hablando.,lun'aper'i'la
P01140,Continúe hablando.,LUN'APER'PI'LA,continúe hablando.,lun'aper'pi'la
P01141,Sigue caminando.,DEK'KUNTAPER'PI'LA,sigue caminando.,dek'kuntaper'pi'la
P01142,Sigue escribiendo.,LLINSECHER'PI'LA,sigue escribiendo.,llinsecher'pi'la
P01143,Déjalo ir.,TA'ITULER' PA'I,déjalo ir.,ta'ituler' pa'i
P01144,Déjame ir.,TA'ITULA'U PA'AK,déjame ir.,ta'itula'u pa'ak
P01145,¡Déjame irme!,¡TA'ITULA'U PA'AK!,¡déjame irme!,¡ta'itula'u pa'ak!
P01146,Dejame hablar.,TA'ITULA'U LUN'ECHEK,dejame hablar.,ta'itula'u lun'echek
P01147,Déjame pensar.,TA'ITULA'U INLLI'INUTECHEK,déjame pensar.,ta'itula'u inlli'inutechek
P01148,Salgamos.,YUNSU'WA',salgamos.,yunsu'wa'
P01149,Escuchemos.,LAUK'TAWA',escuchemos.,lauk'tawa'
P01150,No vayamos.,PA'INPU'WA',no vayamos.,pa'inpu'wa'
P01151,Adivina.,TEKLERIER' NINCHITA'MAK,adivina.,teklerier' ninchita'mak
P01152,Entró Mary.,DA'KERLLI MARI,entró mary.,da'kerlli mari
P01153,"Continúa, Tom.","TUPITER', TOM","continúa, tom.","tupiter', tom"
P01154,"Prosigue, Tom.","TUPITER', TOM","prosigue, tom.","tupiter', tom"
P01155,Nadie sabe.,ÑIDEN ÑINCHICHI'ÑI,nadie sabe.,ñiden ñinchichi'ñi
P01156,Nadie preguntó.,ÑIDEN LEKCHI'ÑI,nadie preguntó.,ñiden lekchi'ñi
P01157,Ahora déjanos.,IPA'LA TA'ITULA'U'KUDEK,ahora déjanos.,ipa'la ta'itula'u'kudek
P01158,Ahora sientate.,IPA'LA DU'KER',ahora sientate.,ipa'la du'ker'
P01159,"Ah, entiendo.","AH, LACHEK'APALEK","ah, entiendo.","ah, lachek'apalek"
P01160,Sonrian.,YAMERLADAKU',sonrian.,yamerladaku'
P01161,Señálalo.,TAÑITUKER',señálalo.,tañituker'
P01162,Ábrela.,EK'KER'CHER',ábrela.,ek'ker'cher'
P01163,Ponlo allí.,AKU'KER' NANEK ,ponlo allí.,aku'ker' nanek
P01164,Pónganlo allí.,AKU'KU' NANEK,pónganlo allí.,aku'ku' nanek
P01165,Ponlo ahí.,AKU'KER' NANEK ,ponlo ahí.,aku'ker' nanek
P01166,Repítelo.,TUNUNTER',repítelo.,tununter'
P01167,¡Hasta pronto!,¡PANTE'CHEK!,¡hasta pronto!,¡pante'chek!
P01168,Hasta entonces.,¡PANTE'CHEK!,hasta entonces.,¡pante'chek!
P01169,¡Qué vergüenza!,¡DAKUTA'LEK!,¡qué vergüenza!,¡dakuta'lek!
P01170,¡Avergüénzate!,¡DAKUTA'KER'!,¡avergüénzate!,¡dakuta'ker'!
P01171,Le gustó.,IYATULLI,le gustó.,iyatulli
P01172,Le disparó.,ILANÑI,le disparó.,ilanñi
P01173,Ella salió.,NANA YUNSU'LLI,ella salió.,nana yunsu'lli
P01174,Muéstrame eso.,A'LLI'U NANA,muéstrame eso.,a'lli'u nana
P01175,Alguien llegó.,ALA'SA' YALLI' EKTUKERLLI,alguien llegó.,ala'sa' yalli' ektukerlli
P01176,Concéntrate.,LLI'KER' MUSU',concéntrate.,lli'ker' musu'
P01177,Quedate conmigo.,LLIA'KER' KUALEK,quedate conmigo.,llia'ker' kualek
P01178,No discutas.,YAINYUTUTA,no discutas.,yainyututa
P01179,Cállate.,TA'TULER',cállate.,ta'tuler'
P01180,¡Felices sueños!,¡U'CHIMUSHA WICHI'KER'!,¡felices sueños!,¡u'chimusha wichi'ker'!
P01181,¡Dulces sueños!,¡U'CHIMUSHA WICHI'KER'!,¡dulces sueños!,¡u'chimusha wichi'ker'!
P01182,¡Relajate!,¡LATADA'KER'!,¡relajate!,¡latada'ker'!
P01183,Cuéntame más.,WINTU'U A'PINTA',cuéntame más.,wintu'u a'pinta'
P01184,Dime más.,WINTU'U A'PINTA',dime más.,wintu'u a'pinta'
P01185,Dígame más.,WINTU'U A'PINTA',dígame más.,wintu'u a'pinta'
P01186,Dinos más.,WINTU'UDEK A'PINTA',dinos más.,wintu'udek a'pinta'
P01187,Dígannos más.,WINTU'UDEK A'PINTA',dígannos más.,wintu'udek a'pinta'
P01188,Cuéntanos más.,WINTU'UDEK A'PINTA',cuéntanos más.,wintu'udek a'pinta'
P01189,¡Gracias nuevamente!,¡YUSPEINET'ECHUN NANAPU'SI'LA!,¡gracias nuevamente!,¡yuspeinet'echun nanapu'si'la!
P01190,Eso ayudará.,NANA KATU'PA'TECHU,eso ayudará.,nana katu'pa'techu
P01191,Así es.,NU'SU' NUKA'A,así es.,nu'su' nuka'a
P01192,Es raro.,NERPI'LA NUKA'A,es raro.,nerpi'la nuka'a
P01193,Son grandes.,A'LLUPI NUKER'KA,son grandes.,a'llupi nuker'ka
P01194,Se chocaron.,DA'PAÑINA',se chocaron.,da'pañina'
P01195,Se estrellaron.,DA'PAÑINA',se estrellaron.,da'pañina'
P01196,Se escaparon.,CHI'YEK LLINA',se escaparon.,chi'yek llina'
P01197,Me conocían.,LUWER'CHUWIÑINER'KU,me conocían.,luwer'chuwiñiner'ku
P01198,Rieron.,LUMER'LLINA',rieron.,lumer'llina'
P01199,Se negaron.,LUWANCHI'ÑINA',se negaron.,luwanchi'ñina'
P01200,Pararon.,TA'ITULA'LLINA,pararon.,ta'itula'llina
P01201,Sudaron.,ELLI'LLINA',sudaron.,elli'llina'
P01202,Llamarán.,PEKLU'TECHUNA',llamarán.,peklu'techuna'
P01203,Ellos llamarán.,NAWA' PEKLU'TECHUNA',ellos llamarán.,nawa' peklu'techuna'
P01204,Ellos vendrán.,NAWA' WENCHE'CHUNA',ellos vendrán.,nawa' wenche'chuna'
P01205,Vendrán.,WENCHE'CHUNA',vendrán.,wenche'chuna'
P01206,Son huevos.,KADU'LUSA' NUKER'KA,son huevos.,kadu'lusa' nuker'ka
P01207,Son rápidos.,WIUKSU'LUSA' NUKER'KA,son rápidos.,wiuksu'lusa' nuker'ka
P01208,Se fueron.,PA'LLINA',se fueron.,pa'llina'
P01209,Son buenos.,U'CHIMULUSA' NUKER'KA,son buenos.,u'chimulusa' nuker'ka
P01210,Son ricas.,IYASU'LUSA' NUKER'KA,son ricas.,iyasu'lusa' nuker'ka
P01211,Son feos.,APER'PILUSA' NUKER'KA,son feos.,aper'pilusa' nuker'ka
P01212,Son débiles.,SAPUTEK'LUSA' NUKER'KA,son débiles.,saputek'lusa' nuker'ka
P01213,Esto ayudará.,ASU' KATU'PA'TECHU,esto ayudará.,asu' katu'pa'techu
P01214,Tom respondió.,TOM NA'PITULLI,tom respondió.,tom na'pitulli
P01215,Tom canceló.,TOM A'TA'WANTULLI,tom canceló.,tom a'ta'wantulli
P01216,Tom terminó.,TOM A'TA'WANTULLI,tom terminó.,tom a'ta'wantulli
P01217,Tom insistió.,TOM A'PERCHULLI,tom insistió.,tom a'perchulli
P01218,Tom escuchó.,TOM LAUK'TULLI,tom escuchó.,tom lauk'tulli
P01219,Tom prometió.,TOM TEKINCHI'WALEK TULLI,tom prometió.,tom tekinchi'walek tulli
P01220,Tom huyó.,TOM TEKA'LLI,tom huyó.,tom teka'lli
P01221,Tom creció.,TOM SUSU'LLI,tom creció.,tom susu'lli
P01222,Tomás renunció.,CHUMA YUNSU'LLI,tomás renunció.,chuma yunsu'lli
P01223,Tom tartamudea.,TOM MUSU' LUNPI'ÑI,tom tartamudea.,tom musu' lunpi'ñi
P01224,Tom balbucea.,TOM MUSU' LUNPI'ÑI,tom balbucea.,tom musu' lunpi'ñi
P01225,Tom sobrevivió.,TOM CHIMILLINKEKLA NAMPILLI,tom sobrevivió.,tom chimillinkekla nampilli
P01226,Tomás desapareció.,CHUMA WER'LLI,tomás desapareció.,chuma wer'lli
P01227,Tom hablará.,TOM LUN'ECHU,tom hablará.,tom lun'echu
P01228,"Tom, despierta.","TOM, NANPILADALLI","tom, despierta.","tom, nanpiladalli"
P01229,Pruébate estos.,TEKLE'RIER ASU'LUSA,pruébate estos.,tekle'rier asu'lusa
P01230,Espera fuera.,ADIPI WANTENTER',espera fuera.,adipi wantenter'
P01231,Despiertalos.,UCHINANDE'KER,despiertalos.,uchinande'ker
P01232,"Despiértate, Tom.","NANPILADAKER', TOM","despiértate, tom.","nanpiladaker', tom"
P01233,Camina conmigo.,DEK'KUNTER' KUALEK,camina conmigo.,dek'kunter' kualek
P01234,Podemos hacerlo.,YENNITULEKWA' NU'TAK,podemos hacerlo.,yennitulekwa' nu'tak
P01235,Nos preparamos.,INSEK'DIPERLEKWA',nos preparamos.,insek'diperlekwa'
P01236,Estábamos listos.,INSEK'DIPERPI ÑAPAWIÑIDEK,estábamos listos.,insek'diperpi ñapawiñidek
P01237,Almorzamos.,IKINEK'UKLLI WERAÑIDEK ,almorzamos.,ikinek'uklli werañidek
P01238,Tenemos vino.,A'ÑAPALLIDEK VINU',tenemos vino.,a'ñapallidek vinu'
P01239,Los amamos.,TANTEN'ÑIDEK,los amamos.,tanten'ñidek
P01240,Necesitamos ayuda.,LUWANTULLIDEK KATU'PA',necesitamos ayuda.,luwantullidek katu'pa'
P01241,Necesitamos más.,LUWANTULLIDEK A'PINTA',necesitamos más.,luwantullidek a'pinta'
P01242,Lo necesitamos.,LUWANTULLIDEK,lo necesitamos.,luwantullidek
P01243,Dormimos demasiado.,NAKUSU' WICHI'LLIDEK,dormimos demasiado.,nakusu' wichi'llidek
P01244,Deberíamos irnos.,PA'A'KAWA'SU' ÑAPALLI,deberíamos irnos.,pa'a'kawa'su' ñapalli
P01245,¡Lo conseguimos!,¡KANANEKWA'!,¡lo conseguimos!,¡kananekwa'!
P01246,¡Lo logramos!,¡KANANEKWA'!,¡lo logramos!,¡kananekwa'!
P01247,Nos rendimos.,YENNICHI'NEK'WA',nos rendimos.,yennichi'nek'wa'
P01248,Estábamos heridos.,LLIPU'PI ÑAPAWIÑIDEK,estábamos heridos.,llipu'pi ñapawiñidek
P01249,Estábamos lastimados.,LLIPU'PI ÑAPAWIÑIDEK,estábamos lastimados.,llipu'pi ñapawiñidek
P01250,Somos adultos.,NUKA'KAWA TASERPILUSA',somos adultos.,nuka'kawa taserpilusa'
P01251,Estamos asustados.,IMANTUSU' ÑAPALLIDEK,estamos asustados.,imantusu' ñapallidek
P01252,Estamos encerrados.,UNKU'PI ÑAPALLIDEK,estamos encerrados.,unku'pi ñapallidek
P01253,Estamos hambrientos.,UKI'LATEK ÑAPALLIDEK,estamos hambrientos.,uki'latek ñapallidek
P01254,Estamos bromeando.,SI'LENTAPALLIDEK,estamos bromeando.,si'lentapallidek
P01255,Estamos perdiendo.,WER'APALLIDEK,estamos perdiendo.,wer'apallidek
P01256,Lo tenemos.,A'ÑAPALLIDEK,lo tenemos.,a'ñapallidek
P01257,¿Quiénes son?,¿DENLUSA'CHA?,¿quiénes son?,¿denlusa'cha?
P01258,¿Quién canceló?,¿DEN ATA'WANTULLI?,¿quién canceló?,¿den ata'wantulli?
P01259,¿Quién escuchó?,¿DEN LAUK'TULLI?,¿quién escuchó?,¿den lauk'tulli?
P01260,¿Quién renunció?,¿DEN YUNSU'LLI?,¿quién renunció?,¿den yunsu'lli?
P01261,¿Quién desapareció?,¿DEN WER'LLI?,¿quién desapareció?,¿den wer'lli?
P01262,¿Quién empieza?,¿DEN TENMIAN'SU'LLI?,¿quién empieza?,¿den tenmian'su'lli?
P01263,¿Quién parte?,¿DEN TENMIAN'SU'LLI?,¿quién parte?,¿den tenmian'su'lli?
P01264,¿Acaso vivirá?,¿NANPICHUA'CHA?,¿acaso vivirá?,¿nanpichua'cha?
P01265,Eres bueno.,U'CHIMU NUKA'MA,eres bueno.,u'chimu nuka'ma
P01266,Estás bien.,MU'SU' ÑAPALA,estás bien.,mu'su' ñapala
P01267,Eres rico.,KULLIKER'WANPALA,eres rico.,kulliker'wanpala
P01268,Puedes venir.,YENNITULA' UK'A'MAK,puedes venir.,yennitula' uk'a'mak
P01269,Puedes quedarte.,YENNITULA' LLIA'A'MAK,puedes quedarte.,yennitula' llia'a'mak
P01270,Tú primera.,NANENTUPEN,tú primera.,nanentupen
P01271,Ustedes primero.,NANENTU KENMAMA',ustedes primero.,nanentu kenmama'
P01272,Lo heriste.,LLIPU'TULA,lo heriste.,llipu'tula
P01273,Le conoces.,LUWER'CHAPALA,le conoces.,luwer'chapala
P01274,Puedes nadar.,YENNITULA' IDUN'A'MAK,puedes nadar.,yennitula' idun'a'mak
P01275,Prometiste.,NU'TECHUN TUWINA,prometiste.,nu'techun tuwina
P01276,Tú prometiste.,KENMA NU'TECHUN TUWINA,tú prometiste.,kenma nu'techun tuwina
P01277,Prometió.,NANA TUWIÑI NU'TECHU,prometió.,nana tuwiñi nu'techu
P01278,Usted prometió.,KENMA TUWINA NU'TECHU,usted prometió.,kenma tuwina nu'techu
P01279,Ustedes prometisteis.,KENMAMA' TUWINAMA' NU'TECHUMA,ustedes prometisteis.,kenmama' tuwinama' nu'techuma
P01280,Prometieron.,TUWIÑINA' NU'TECHUNA,prometieron.,tuwiñina' nu'techuna
P01281,Ustedes prometieron.,KENMAMA' TUWINAMA' NU'TECHUMA,ustedes prometieron.,kenmama' tuwinama' nu'techuma
P01282,Lo prometiste.,NU'TECHUN TUWINA,lo prometiste.,nu'techun tuwina
P01283,Lo prometió.,TUWIÑI NU'TECHU,lo prometió.,tuwiñi nu'techu
P01284,Lo prometieron.,TUWIÑINA' NU'TECHUNA,lo prometieron.,tuwiñina' nu'techuna
P01285,Me asustas.,A'IMANANTULUN,me asustas.,a'imanantulun
P01286,Sobreviviste.,CHIMINLLINKEKLA NAMPILA,sobreviviste.,chiminllinkekla nampila
P01287,Tú sobreviviste.,KENMA CHIMINLLINKEKLA NAMPILA,tú sobreviviste.,kenma chiminllinkekla nampila
