pair_id,group_id,ESP_original,SHIWILU_original,ESP_normalizado,SHIWILU_normalizado,source,source_pair_id,has_audit_flags
U03147,G02922,Ahora les voy a contar cómo quizás los nombres shiwilu11 han sido.,Enta' winterkenma' ma'pu'si'pa' kineklada’ llillin ñilli.,ahora les voy a contar cómo quizás los nombres shiwilu11 han sido.,enta' winterkenma' ma'pu'si'pa' kineklada' llillin ñilli.,pdf_textos,T013_N001,True
U00855,G00731,¡Hagámoslo!,¡NU'TAWA'!,¡hagámoslo!,¡nu'tawa'!,flashcards,P00855,False
U00243,G00632,Siéntate.,DU'KER',siéntate.,du'ker',flashcards,P00243,True
U00753,G00632,Tome asiento.,DU'KER',tome asiento.,du'ker',flashcards,P00753,True
U01890,G01684,Lo pintaremos.,LLINSERLLIDEK,lo pintaremos.,llinserllidek,flashcards,P01890,False
U02109,G01890,¡Feliz Navidad!,¡U'CHIMU ÑIÑUDUKER!,¡feliz navidad!,¡u'chimu ñiñuduker!,flashcards,P02109,False
U00006,G00004,¡Fuego!,¡PEN!,¡fuego!,¡pen!,flashcards,P00006,False
U01851,G01646,Está claro.,LATEK'LA NAÑI,está claro.,latek'la nañi,flashcards,P01851,True
U01852,G01646,Es obvio.,LATEK'LA NAÑI,es obvio.,latek'la nañi,flashcards,P01852,True
U00538,G00444,Lo extraño.,LU'WANEK,lo extraño.,lu'wanek,flashcards,P00538,False
U01489,G01345,Déjelo.,TA'ITULER',déjelo.,ta'ituler',flashcards,P01489,True
U01532,G01345,Ya basta.,TA'ITULER',ya basta.,ta'ituler',flashcards,P01532,True
U02545,G02320,"A ver qué cosa van a ver ustedes, algo que nunca antes han visto” les dijo a los niños”.","Ma’pu’si’pa’ lli’etchuma’ kenmama’, ñienpi’ lli’npu’a’mama’su’” itudekllima wilalusa’”.","a ver qué cosa van a ver ustedes, algo que nunca antes han visto les dijo a los niños.","ma'pu'si'pa' lli'etchuma' kenmama', ñienpi' lli'npu'a'mama'su' itudekllima wilalusa'.",pdf_textos,T006_N035,True
U03096,G02871,"Cuando los barriobajinos van por el Barrio Alto, las mujeres y los hombres del Barrio Alto se rabian.","Chillenllusa' pa'a'ser Winenllupa', Winellun Winenpenllusa'nta' yullina'.","cuando los barriobajinos van por el barrio alto, las mujeres y los hombres del barrio alto se rabian.","chillenllusa' pa'a'ser winenllupa', winellun winenpenllusa'nta' yullina'.",pdf_textos,T011_N043,False
U00414,G00334,Sentate ahí.,DU'KER' NANEK,sentate ahí.,du'ker' nanek,flashcards,P00414,False
U02551,G02326,"Hasta donde se detuvieron los niños, dice, ardió todo.",Nana wilalusa’ wanererkek walek ima uketlli.,"hasta donde se detuvieron los niños, dice, ardió todo.",nana wilalusa' wanererkek walek ima uketlli.,pdf_textos,T006_N041,True
U00168,G00126,¡Qué encanto!,¡EMPU'NI MUSHIPA'!,¡qué encanto!,¡empu'ni mushipa'!,flashcards,P00168,False
U01835,G01631,Nadie escucha.,ÑIDEN LAUK'TAPI'ÑI,nadie escucha.,ñiden lauk'tapi'ñi,flashcards,P01835,False
U02712,G02487,"el “Rayo Caño” se secó,","Ukilasu’tundek enñi,","el rayo caño se secó,","ukilasu'tundek enñi,",pdf_textos,T007_N132,True
U02254,G02029,Cuando tenía nueve meses murió mi madre y me crió mi abuelita.,"Iskun duker a’ña’seku awawek chiminlapillun, amishawek teksusullun.",cuando tenía nueve meses murió mi madre y me crió mi abuelita.,"iskun duker a'ña'seku awawek chiminlapillun, amishawek teksusullun.",pdf_textos,T001_N004,True
U02762,G02537,"Estos malos, cuando no tengan más que comer, hasta lagarto comerán.","Asu’ mukankinpu’lusa’, ñi a’pinta’ ma’winpu’pachina’, tada ilakapi ka’achuna’.","estos malos, cuando no tengan más que comer, hasta lagarto comerán.","asu' mukankinpu'lusa', ñi a'pinta' ma'winpu'pachina', tada ilakapi ka'achuna'.",pdf_textos,T007_N182,True
U01518,G01333,Mándamelo.,A'UKTUWU,mándamelo.,a'uktuwu,flashcards,P01518,False
U00737,G00617,¿Ganaste?,¿KANA'TULA?,¿ganaste?,¿kana'tula?,flashcards,P00737,False
U00488,G00401,No pares.,YATAITULA'TA,no pares.,yataitula'ta,flashcards,P00488,False
U01479,G01297,Funciona bien.,SAKA'TAPALLI MUSU',funciona bien.,saka'tapalli musu',flashcards,P01479,False
U01536,G01348,Están aquí.,ASEK ÑAPALLINA',están aquí.,asek ñapallina',flashcards,P01536,False
U02700,G02475,Dando un brinco se lanzó al agua con su señora.,Sekkankatan indi’dektulli sadinlek.,dando un brinco se lanzó al agua con su señora.,sekkankatan indi'dektulli sadinlek.,pdf_textos,T007_N120,True
U01597,G01408,¡Qué fiasco!,¡ENPU'NI DAKUTA'IPA'!,¡qué fiasco!,¡enpu'ni dakuta'ipa'!,flashcards,P01597,False
U02143,G01923,Son primos.,I'INLUSA' NUKER'KA,son primos.,i'inlusa' nuker'ka,flashcards,P02143,False
U00430,G00347,Cayeron.,ANU'LLINA',cayeron.,anu'llina',flashcards,P00430,False
U02390,G02165,"Cuando pasan cuatro días, cuando fermenta, bebemos.","Ínkatu’ uklli nakusik, deksik, ullidek.","cuando pasan cuatro días, cuando fermenta, bebemos.","ínkatu' uklli nakusik, deksik, ullidek.",pdf_textos,T002_N057,True
U02575,G02350,Cuando contaban yo también a los abuelos ya finados les he escuchado.,"Ta’ser kuanta’ papinkuku’lusa’ laukdeklek, wilakuñamu,",cuando contaban yo también a los abuelos ya finados les he escuchado.,"ta'ser kuanta' papinkuku'lusa' laukdeklek, wilakuñamu,",pdf_textos,T006_N065,True
U00828,G00704,Soy egoísta.,KUAKEKSA' LLI'INUPALEK,soy egoísta.,kuakeksa' lli'inupalek,flashcards,P00828,False
U02547,G02322,“Aquí está el árbol inclinado. ¡Detengámonos!”,“Ma’atasu’ nala inner’apalli. ¡Wanera!”,aquí está el árbol inclinado. ¡detengámonos!,ma'atasu' nala inner'apalli. ¡wanera!,pdf_textos,T006_N037,True
U02677,G02452,"“¿Qué tipo de hombre es este, Arákayu?” dijeron los pobladores.",“¿Ma’pu’lusa’ asu’ muda’ ñan i’na asu’ Arakayu u’lli?” tullini’ma nana ñinanlu’wanlusa’.,"¿qué tipo de hombre es este, arákayu? dijeron los pobladores.",¿ma'pu'lusa' asu' muda' ñan i'na asu' arakayu u'lli? tullini'ma nana ñinanlu'wanlusa'.,pdf_textos,T007_N097,True
U02755,G02530,Esas cochas se secaron.,Nana sennanlusa’ enñi.,esas cochas se secaron.,nana sennanlusa' enñi.,pdf_textos,T007_N175,True
U00801,G01817,Me despidieron.,USU'LLINER'KU ,me despidieron.,usu'lliner'ku,flashcards,P00801,True
U02033,G01817,Fui despedido.,USU'LLINER'KU,fui despedido.,usu'lliner'ku,flashcards,P02033,True
U02960,G02735,"En lo que estaban llevando, encontraron al tigre negro.",Uk’apinlencha’ni’ma kelluluñiñi’ kanañina’.,"en lo que estaban llevando, encontraron al tigre negro.",uk'apinlencha'ni'ma kelluluñiñi' kanañina'.,pdf_textos,T010_N128,True
U01239,G01078,Los amamos.,TANTEN'ÑIDEK,los amamos.,tanten'ñidek,flashcards,P01239,False
U00095,G00065,Soy viejo.,TASERPIKU,soy viejo.,taserpiku,flashcards,P00095,False
U02973,G02748,Cuentan que cando llegaron a Moyobamba los que hablaban en lengua Inca los quisieron matar.,"Ektu’sik ima Muyunpak, nana Inka’ la’la’ lunlusa’ler ima, yadi’tudeklli.",cuentan que cando llegaron a moyobamba los que hablaban en lengua inca los quisieron matar.,"ektu'sik ima muyunpak, nana inka' la'la' lunlusa'ler ima, yadi'tudeklli.",pdf_textos,T010_N141,True
U00431,G00348,Perdieron.,KANA'CHI'ÑINA',perdieron.,kana'chi'ñina',flashcards,P00431,False
U02517,G02292,"Luego de hacer eso, dijeron “pesquemos mañana”.",Nu’anna’ “eklli pur’awa’” tullini’ma.,"luego de hacer eso, dijeron pesquemos mañana.",nu'anna' eklli pur'awa' tullini'ma.,pdf_textos,T006_N007,True
U01143,G00996,Déjalo ir.,TA'ITULER' PA'I,déjalo ir.,ta'ituler' pa'i,flashcards,P01143,False
U02482,G02257,Yo he sufrido mucho en mi vida.,Kui’na enpu’nipa’ insekluten’a’kasu’ nanpi’kasu’.,yo he sufrido mucho en mi vida.,kui'na enpu'nipa' insekluten'a'kasu' nanpi'kasu'.,pdf_textos,T005_N009,True
U01973,G01762,¿Le conoce?,¿LUWER'CHAPALLI?,¿le conoce?,¿luwer'chapalli?,flashcards,P01973,False
U02779,G02554,Por eso estamos sufriendo.,Nu’ak kua’ insekluten’apalekwa’.,por eso estamos sufriendo.,nu'ak kua' insekluten'apalekwa'.,pdf_textos,T007_N199,True
U00370,G00301,Se terminó.,TA'WAN'TULLI,se terminó.,ta'wan'tulli,flashcards,P00370,False
U02001,G01787,Me resfrié.,ILUWINEK,me resfrié.,iluwinek,flashcards,P02001,False
U02246,G02021,Está inconsciente.,INLLI'INUINSU' ÑAPALLI,está inconsciente.,inlli'inuinsu' ñapalli,flashcards,P02246,False
U02274,G02049,Con mi yerno ambos son de buen corazón.,Mikekweklek i’la we’chimu1 mukankanlusa’.,con mi yerno ambos son de buen corazón.,mikekweklek i'la we'chimu1 mukankanlusa'.,pdf_textos,T001_N024,True
U02818,G02593,Allí dice vivía una ballena.,Nanek ima lanla’ ñilli.,allí dice vivía una ballena.,nanek ima lanla' ñilli.,pdf_textos,T009_N002,True
U02698,G02473,Todos (los animales) que crío me los llevaré al Ucayali”,Iñer pektawawek ekpantetchek Ukayerlupa’”,todos (los animales) que crío me los llevaré al ucayali,iñer pektawawek ekpantetchek ukayerlupa',pdf_textos,T007_N118,True
U01401,G01225,Me casé.,SADALEK (hombre) / SUDALEK (mujer),me casé.,sadalek (hombre) / sudalek (mujer),flashcards,P01401,True
U02137,G01917,Estaban equivocados.,ÑAPAWIÑINA' PEKTUNSU',estaban equivocados.,ñapawiñina' pektunsu',flashcards,P02137,False
U00574,G00478,¿Está bueno?,¿MUPALLIN'CHA?,¿está bueno?,¿mupallin'cha?,flashcards,P00574,False
U02007,G01792,Tengo caspa.,AÑAPALEK KISEK'MUTU',tengo caspa.,añapalek kisek'mutu',flashcards,P02007,False
U01332,G01160,¿Puedo abrazarte?,¿YENNITULEK WIPERI'A'KIK?,¿puedo abrazarte?,¿yennitulek wiperi'a'kik?,flashcards,P01332,False
U03019,G02794,Así seguía hasta que trajeron por acá (por Jeberos) mujeres adineradas.,Nu'apileklima kencha'llina' inalupa' ku'apellusa' kullikerwanlusa'.,así seguía hasta que trajeron por acá (por jeberos) mujeres adineradas.,nu'apileklima kencha'llina' inalupa' ku'apellusa' kullikerwanlusa'.,pdf_textos,T010_N187,True
U00761,G00640,¡Aquí estamos!,¡ASEK ÑAPALLIDEK!,¡aquí estamos!,¡asek ñapallidek!,flashcards,P00761,False
U00267,G00213,Vigílame.,LUWUK'TU'U,vigílame.,luwuk'tu'u,flashcards,P00267,False
U03121,G02896,"Yo soy viejo, tengo setenta años ya.","Nu'amudek i'na kua taserpiku' nuka'ka, kui’na kanchis shunka' ekkilalawantulek ipa'.","yo soy viejo, tengo setenta años ya.","nu'amudek i'na kua taserpiku' nuka'ka, kui'na kanchis shunka' ekkilalawantulek ipa'.",pdf_textos,T011_N068,True
U00658,G00548,Tom ayudó.,TOM KATU'PA'TULLI,tom ayudó.,tom katu'pa'tulli,flashcards,P00658,False
U01223,G01063,Tom tartamudea.,TOM MUSU' LUNPI'ÑI,tom tartamudea.,tom musu' lunpi'ñi,flashcards,P01223,True
U01224,G01063,Tom balbucea.,TOM MUSU' LUNPI'ÑI,tom balbucea.,tom musu' lunpi'ñi,flashcards,P01224,True
U02791,G02566,Nos decían “¿Qué quieren escuchar ustedes?,Itullinerkudek “¿Ma’nen i’na kenmama’ yalauklama’?,nos decían ¿qué quieren escuchar ustedes?,itullinerkudek ¿ma'nen i'na kenmama' yalauklama'?,pdf_textos,T007_N211,True
U03061,G02836,"Les voy a dar de beber la chicha punta, su espuma les voy a dar de beber"".","A'urkenma' uklupidek, dinpunen a'urkenma'.","les voy a dar de beber la chicha punta, su espuma les voy a dar de beber.","a'urkenma' uklupidek, dinpunen a'urkenma'.",pdf_textos,T011_N008,True
U00532,G00662,Me gustó.,TANTENWINEK,me gustó.,tantenwinek,flashcards,P00532,True
U00785,G00662,La amaba.,TANTENWINEK,la amaba.,tantenwinek,flashcards,P00785,True
U02646,G02421,"vino la gamitana,","dunanser uklli,","vino la gamitana,","dunanser uklli,",pdf_textos,T007_N066,False
U00904,G00775,Ellos gritaron.,NAWA LAMAPU'LLINA',ellos gritaron.,nawa lamapu'llina',flashcards,P00904,False
U02368,G02143,"Se sigue trasladando el líquido, se sigue vaciando (la yuca disuelta).","Uper’apilalek, uper’apilalek.","se sigue trasladando el líquido, se sigue vaciando (la yuca disuelta).","uper'apilalek, uper'apilalek.",pdf_textos,T002_N035,True
U01066,G00925,No mentí.,TUMUI'NEK,no mentí.,tumui'nek,flashcards,P01066,False
U00325,G00260,Lo sabía.,ÑINCHITUWINEK',lo sabía.,ñinchituwinek',flashcards,P00325,False
U02074,G01857,Es imposible.,YIENNICHI'NEK ,es imposible.,yiennichi'nek,flashcards,P02074,False
U01302,G01133,Estás cansado.,SAKA'TUSU' ÑAPALA,estás cansado.,saka'tusu' ñapala,flashcards,P01302,False
U01330,G01158,¿Puedo entrar?,¿YENNITULEK DA'AK?,¿puedo entrar?,¿yennitulek da'ak?,flashcards,P01330,False
U01058,G01813,Quiero saberlo.,YAÑINCHITULEK,quiero saberlo.,yañinchitulek,flashcards,P01058,True
U02029,G01813,Quiero aprender.,YAÑINCHITULEK,quiero aprender.,yañinchitulek,flashcards,P02029,True
U00150,G00110,¡Piérdete!,¡WER'KER'!,¡piérdete!,¡wer'ker'!,flashcards,P00150,False
U01342,G01170,¿Te conozco?,¿LUWER'CHAPALLIEN?,¿te conozco?,¿luwer'chapallien?,flashcards,P01342,False
U02142,G01922,Son correctos.,TEKINCHILUSA' NUKER'KA,son correctos.,tekinchilusa' nuker'ka,flashcards,P02142,False
U02377,G02152,La mía también icáramela”.,kuanta’ uklupidekwek pekkuituu”.,la mía también icáramela.,kuanta' uklupidekwek pekkuituu.,pdf_textos,T002_N044,True
U01870,G01664,Piénsatelo.,INLLI'INUKER',piénsatelo.,inlli'inuker',flashcards,P01870,False
U00013,G00010,¡Espera!,¡WA'TEN'KER'!,¡espera!,¡wa'ten'ker'!,flashcards,P00013,False
U00717,G01141,¿Estás enfadado?,¿YUSU' ÑAPALA?,¿estás enfadado?,¿yusu' ñapala?,flashcards,P00717,True
U01310,G01141,¿Estás enojada?,¿YUSU' ÑAPALA?,¿estás enojada?,¿yusu' ñapala?,flashcards,P01310,True
U00347,G00278,Estoy listo.,INSEK'DIPERPI ÑAPALEK,estoy listo.,insek'diperpi ñapalek,flashcards,P00347,False
U00795,G00672,Huelo gas.,LANERAPALEK GAS,huelo gas.,lanerapalek gas,flashcards,P00795,False
U01092,G00951,Volveré.,ADENCHE'CHEK,volveré.,adenche'chek,flashcards,P01092,False
U00719,G00603,Como quieras.,KENMA LUWANTA'MASU'PU'SU',como quieras.,kenma luwanta'masu'pu'su',flashcards,P00719,False
U00373,G00304,Es verdad.,TEKKINCHI NUKA'A,es verdad.,tekkinchi nuka'a,flashcards,P00373,False
U02823,G02598,Dicen que todas estas cosas Arákayu enojándose nos ha dejado al irse.,Nanadaper ima’ka Arakayu yun pa’lapinantullinerkudek.,dicen que todas estas cosas arákayu enojándose nos ha dejado al irse.,nanadaper ima'ka arakayu yun pa'lapinantullinerkudek.,pdf_textos,T009_N007,True
U03098,G02873,Se desprecian hasta la actualidad.,Inluyupallina'pi'la ipa'la walek.,se desprecian hasta la actualidad.,inluyupallina'pi'la ipa'la walek.,pdf_textos,T011_N045,False
U00949,G00817,Somos jóvenes.,NADI'NEK NUKA'KAWA',somos jóvenes.,nadi'nek nuka'kawa',flashcards,P00949,False
U00465,G00380,Estate contento.,ÑAPAKER' MUSU'KANKANTUSU',estate contento.,ñapaker' musu'kankantusu',flashcards,P00465,False
U00270,G00216,Iremos.,PA'ATERWA',iremos.,pa'aterwa',flashcards,P00270,False
U02750,G02525,la mata-mata salió....,mapapa’ yunsu’lli.....,la mata-mata salió....,mapapa' yunsu'lli.....,pdf_textos,T007_N170,True
U01959,G01749,Defiéndete.,INLU'UKTER',defiéndete.,inlu'ukter',flashcards,P01959,False
U01371,G01196,Camina rápido.,WIU'SU' DEKUNTER',camina rápido.,wiu'su' dekunter',flashcards,P01371,False
U02023,G01808,Estudio inglés.,ALEK'APALLINER'KU INGLES,estudio inglés.,alek'apalliner'ku ingles,flashcards,P02023,False
U02060,G01843,Tuve suficiente.,A'ÑIWINEK NANASA',tuve suficiente.,a'ñiwinek nanasa',flashcards,P02060,False
U02588,G02363,"“¡Vengan pues (caramba me alegra) hermanos mayores, hermanos menores! ¿A dónde van?”","- “¡Uku’ chai alli’shalusa’, yalli’walusa’! ¿Enñupa’ a’cha pa’apilalama’?”","¡vengan pues (caramba me alegra) hermanos mayores, hermanos menores! ¿a dónde van?","- ¡uku' chai alli'shalusa', yalli'walusa'! ¿enñupa' a'cha pa'apilalama'?",pdf_textos,T007_N008,True
U02365,G02140,Ahora ya no se ven las ollas grandes de barro.,Ipa’la a’pinta’ kupin ukta lli’tapi’ñi.,ahora ya no se ven las ollas grandes de barro.,ipa'la a'pinta' kupin ukta lli'tapi'ñi.,pdf_textos,T002_N032,True
U01033,G00894,Dame eso.,ENKA'U NANA,dame eso.,enka'u nana,flashcards,P01033,False
U01902,G01696,¡Buen pensamiento!,¡U'CHIMU LLI'INU!,¡buen pensamiento!,¡u'chimu lli'inu!,flashcards,P01902,False
U00549,G00455,¡Quiero uno!,ALA'SA' LUANTULEK,¡quiero uno!,ala'sa' luantulek,flashcards,P00549,True
U00550,G00455,¡Quiero una!,ALA'SA' LUANTULEK,¡quiero una!,ala'sa' luantulek,flashcards,P00550,True
U02868,G02643,"cuando le contemos el viejo va a decir,","nana wintupatekwa’ nana tetchu,","cuando le contemos el viejo va a decir,","nana wintupatekwa' nana tetchu,",pdf_textos,T010_N036,True
U00396,G00321,¡Buen tiro!,MUSU' DEK'LA,¡buen tiro!,musu' dek'la,flashcards,P00396,False
U02685,G02460,Arriba en el cielo dice estaban dando vueltas.,Musenkek kekkilu’tek ima kunekchapallina’.,arriba en el cielo dice estaban dando vueltas.,musenkek kekkilu'tek ima kunekchapallina'.,pdf_textos,T007_N105,True
U00687,G00575,Lo hicimos.,NU'TULEK'WA',lo hicimos.,nu'tulek'wa',flashcards,P00687,False
U00697,G00584,Terminamos.,A'TA'WANTULLIDEK,terminamos.,a'ta'wantullidek,flashcards,P00697,False
U00239,G00189,¿Puedo ir?,¿YEN'NITULEK PA'AK?,¿puedo ir?,¿yen'nitulek pa'ak?,flashcards,P00239,False
U00340,G00273,Estoy loco.,WA'DANPINTEK ÑAPALEK,estoy loco.,wa'danpintek ñapalek,flashcards,P00340,False
U02238,G02013,Explícamelo.,MUSU' WINTU'U,explícamelo.,musu' wintu'u,flashcards,P02238,False
U01836,G01632,Demuéstramelo.,A'LLI'U,demuéstramelo.,a'lli'u,flashcards,P01836,False
U00297,G00236,¡No llores!,¡YAWELLEKTA!,¡no llores!,¡yawellekta!,flashcards,P00297,False
U00528,G00438,La conozco.,LUWER'CHAPALEK,la conozco.,luwer'chapalek,flashcards,P00528,True
U00529,G00438,Lo conozco.,LUWER'CHAPALEK,lo conozco.,luwer'chapalek,flashcards,P00529,True
U02174,G01954,Éramos amigos.,EKUANÑIWIÑIDEK,éramos amigos.,ekuanñiwiñidek,flashcards,P02174,False
U01153,G01006,"Continúa, Tom.","TUPITER', TOM","continúa, tom.","tupiter', tom",flashcards,P01153,True
U01154,G01006,"Prosigue, Tom.","TUPITER', TOM","prosigue, tom.","tupiter', tom",flashcards,P01154,True
U00230,G00180,Es triste.,WE'INU NUKA'A,es triste.,we'inu nuka'a,flashcards,P00230,False
U00841,G00717,Fue fácil.,SAKA'DEKINPU' ÑIWIÑI,fue fácil.,saka'dekinpu' ñiwiñi,flashcards,P00841,False
U01567,G01378,Fuimos robados.,APE'CHUWIÑINER'KUDEK,fuimos robados.,ape'chuwiñiner'kudek,flashcards,P01567,False
U02014,G01799,Debo ayudarlo.,KATU'PA'A'KASU' ÑAPALLI,debo ayudarlo.,katu'pa'a'kasu' ñapalli,flashcards,P02014,False
U02178,G01958,Estamos disponibles.,INAPI ÑAPALLIDEK,estamos disponibles.,inapi ñapallidek,flashcards,P02178,False
U02140,G01920,Responderán.,NA'PITECHUNA',responderán.,na'pitechuna',flashcards,P02140,False
U01308,G01139,¿Son altos?,¿SHIPENLUSA' NUKER'KA?,¿son altos?,¿shipenlusa' nuker'ka?,flashcards,P01308,False
U00056,G00045,Llámanos.,PEKLU'UDEK,llámanos.,peklu'udek,flashcards,P00056,False
U00479,G00393,¡Ven rápido!,¡WENCHER' WIUKSU'!,¡ven rápido!,¡wencher' wiuksu'!,flashcards,P00479,True
U00480,G00393,¡Vení rápido!,¡WENCHER' WIUKSU'!,¡vení rápido!,¡wencher' wiuksu'!,flashcards,P00480,True
U02453,G02228,Por eso estoy sentada.,Nu’amu du’apalek.,por eso estoy sentada.,nu'amu du'apalek.,pdf_textos,T003_N060,True
U02529,G02304,"“¡Váyanse, regrésense por donde vinieron!”.","“!Paku’, adanta’ku’!” itudekllini’ma’.","¡váyanse, regrésense por donde vinieron!.","!paku', adanta'ku'! itudekllini'ma'.",pdf_textos,T006_N019,True
U01347,G01174,Hazlo conmigo.,KUALEK NU'TER',hazlo conmigo.,kualek nu'ter',flashcards,P01347,False
U00244,G00193,Mes. ,DUKER,mes.,duker,flashcards,P00244,True
U00245,G00193,Luna,DUKER,luna,duker,flashcards,P00245,True
U00205,G00158,Soy malo. (maldad),MUKANKAINPU' NUKA'KA,soy malo. (maldad),mukankainpu' nuka'ka,flashcards,P00205,True
U01262,G01098,¿Quién empieza?,¿DEN TENMIAN'SU'LLI?,¿quién empieza?,¿den tenmian'su'lli?,flashcards,P01262,True
U01263,G01098,¿Quién parte?,¿DEN TENMIAN'SU'LLI?,¿quién parte?,¿den tenmian'su'lli?,flashcards,P01263,True
U00585,G00486,Está vivo.,NANPIPALLI,está vivo.,nanpipalli,flashcards,P00585,False
U02566,G02341,Por eso los sobrevivientes dijeron:,Nana malek dansu’lusa’ tullina’:,por eso los sobrevivientes dijeron:,nana malek dansu'lusa' tullina':,pdf_textos,T006_N056,True
U00065,G00051,¡Largo!,¡PAKER'!,¡largo!,¡paker'!,flashcards,P00065,True
U00067,G00051,¡Vete ya!,¡PAKER'!,¡vete ya!,¡paker'!,flashcards,P00067,True
U01393,G01217,Puedo sentirlo.,YENNITULEK LAUK'AK,puedo sentirlo.,yennitulek lauk'ak,flashcards,P01393,False
U02764,G02539,eso exclamó y nos maldijo este Arákayu.,tan ima pillekllenmu’wa’ asu’ Arakayu.,eso exclamó y nos maldijo este arákayu.,tan ima pillekllenmu'wa' asu' arakayu.,pdf_textos,T007_N184,True
U01654,G01462,¿Puedo verlos?,¿YENNITULEK LLI'DEK'AK?,¿puedo verlos?,¿yennitulek lli'dek'ak?,flashcards,P01654,False
U01041,G01179,Come algo.,KAKER' MA'PINTA',come algo.,kaker' ma'pinta',flashcards,P01041,True
U01352,G01179,Come algo.,MA'SHAPIN'TA KA'KER',come algo.,ma'shapin'ta ka'ker',flashcards,P01352,True
U01367,G01192,Está leyendo.,LUNTA'PALLI,está leyendo.,lunta'palli,flashcards,P01367,False
U00888,G00760,Eso ayudó.,NANA KATU'PA'TULLI,eso ayudó.,nana katu'pa'tulli,flashcards,P00888,False
U00470,G00385,¿Puedo ayudar?,¿YENNITECHEK KATU'PA'TAK?,¿puedo ayudar?,¿yennitechek katu'pa'tak?,flashcards,P00470,False
U01303,G01134,Eres duro.,WATENSU' NUKA'MA,eres duro.,watensu' nuka'ma,flashcards,P01303,False
U02373,G02148,Cuando todo está mascado y enfriado,"Iñer ka’latak saneksik,",cuando todo está mascado y enfriado,"iñer ka'latak saneksik,",pdf_textos,T002_N040,True
U01272,G01107,Lo heriste.,LLIPU'TULA,lo heriste.,llipu'tula,flashcards,P01272,False
U02205,G01982,Puedes decírnoslo.,YENNITULA WINTA'MUDEK,puedes decírnoslo.,yennitula winta'mudek,flashcards,P02205,False
U00987,G00851,¿Estás libre?,¿INAPI ÑAPALA?,¿estás libre?,¿inapi ñapala?,flashcards,P00987,False
U02936,G02711,“Van a escuchar (ruido) y en ese momento va a venir. ¡Peleen!,"“Lauk’apetchuma’, ipa’la u’etchu. ¡Idenmaku’la’!",van a escuchar (ruido) y en ese momento va a venir. ¡peleen!,"lauk'apetchuma', ipa'la u'etchu. ¡idenmaku'la'!",pdf_textos,T010_N104,True
U00844,G00720,Todo bien.,IÑER MUSU',todo bien.,iñer musu',flashcards,P00844,False
U02419,G02194,“Estoy viniendo queriendo verte. Como fui a la chacra tantos días no te he visitado”.,- “Uk’apincha’lek yalli’amun. Pa’amu menmik u’dun uklli lli’ker’i’ñen”.,estoy viniendo queriendo verte. como fui a la chacra tantos días no te he visitado.,- uk'apincha'lek yalli'amun. pa'amu menmik u'dun uklli lli'ker'i'ñen.,pdf_textos,T003_N026,True
U00554,G00459,Soy coreano.,KOREANO NUKA'KA,soy coreano.,koreano nuka'ka,flashcards,P00554,False
U03102,G02877,"Malallina es la que nos ha puesto así,","Malallina nana nu'su' aku'llundek,","malallina es la que nos ha puesto así,","malallina nana nu'su' aku'llundek,",pdf_textos,T011_N049,False
U00881,G00753,Háblame.,LUNTUU,háblame.,luntuu,flashcards,P00881,False
U00559,G00464,Estoy comiendo.,WERAMPALEK,estoy comiendo.,werampalek,flashcards,P00559,False
U01054,G00914,¡Qué horrible!,¡ENPU'NI APERPIPA'!,¡qué horrible!,¡enpu'ni aperpipa'!,flashcards,P01054,False
U03058,G02833,"Malallina solita, en el día y en la noche, elaboró su masato llenando toda su casa (con la bebida), 9 Malallina es la adaptación del nombre español Magdalena. En esta traducción hemos optado por mantener la forma shiwilu Malallina.","Malallineima ñañashasa', ukllilek dekpilli'lek, uklulu' nu'ta'n, iñer pideknen a'muetchan,","malallina solita, en el día y en la noche, elaboró su masato llenando toda su casa (con la bebida), 9 malallina es la adaptación del nombre español magdalena. en esta traducción hemos optado por mantener la forma shiwilu malallina.","malallineima ñañashasa', ukllilek dekpilli'lek, uklulu' nu'ta'n, iñer pideknen a'muetchan,",pdf_textos,T011_N005,True
U01414,G01235,Necesito café.,WAYUSA' LUWANTULEK,necesito café.,wayusa' luwantulek,flashcards,P01414,False
U01247,G01084,Nos rendimos.,YENNICHI'NEK'WA',nos rendimos.,yennichi'nek'wa',flashcards,P01247,False
U03044,G02819,"Tratándonos así todas esas cosas nosotros hemos aprendido de otros cuando éramos niños, sentándonos muy cerca a su lado.","Nu'taminerkenmu'wa' nanadaper a'ka asu' kudanta' ñinchipa'tullidek wilakudek ñamudek, du'pa'dek'amudek.","tratándonos así todas esas cosas nosotros hemos aprendido de otros cuando éramos niños, sentándonos muy cerca a su lado.","nu'taminerkenmu'wa' nanadaper a'ka asu' kudanta' ñinchipa'tullidek wilakudek ñamudek, du'pa'dek'amudek.",pdf_textos,T010_N212,True
U01613,G01424,Tienes vino.,A'ÑAPALA' VINU',tienes vino.,a'ñapala' vinu',flashcards,P01613,False
U01522,G01337,Sientate Tomás.,DUKER' CHUMA,sientate tomás.,duker' chuma,flashcards,P01522,False
U01945,G01735,Pregúntame mañana.,LEK'KU EK'KLLI,pregúntame mañana.,lek'ku ek'klli,flashcards,P01945,False
