pair_id,ESP_original,SHIWILU_original,ESP_normalizado,SHIWILU_normalizado,has_audit_flags
P00953,¡Qué desastre!,¡EMBU'NI PANGER'IPA'!,¡qué desastre!,¡embu'ni panger'ipa'!,False
P00954,¡Qué mugre!,!EMBU'NI UCHUTEK'IPA'!,¡qué mugre!,!embu'ni uchutek'ipa'!,False
P00955,¡Qué confusión!,¡EMBU'NI LUWER'CHI'ÑI!,¡qué confusión!,¡embu'ni luwer'chi'ñi!,False
P00956,Qué dolor.,EMBU'NI IKER'IPA',qué dolor.,embu'ni iker'ipa',False
P00957,Qué lástima.,EMBU'NI WE'INUIPA',qué lástima.,embu'ni we'inuipa',True
P00958,Qué pena.,EMBU'NI WE'INUIPA',qué pena.,embu'ni we'inuipa',True
P00959,¡Qué lástima!,!EMBU'NI WE'INUIPA'!,¡qué lástima!,!embu'ni we'inuipa'!,False
P00960,¡Qué equipo!,MUMU'WANBALEK,¡qué equipo!,mumu'wanbalek,False
P00961,¿Quiénes sois?,¿DENLUSA'ACHA?,¿quiénes sois?,¿denlusa'acha?,False
P00962,¿Quién sos?,¿DENKENA'CHA?,¿quién sos?,¿denkena'cha?,False
P00963,¿Quién vitoreó?,¿DEN INLLIPU'ITEKLATULLI?,¿quién vitoreó?,¿den inllipu'iteklatulli?,False
P00964,¿Quién escapó?,¿DEN CHI'YEKLLI?,¿quién escapó?,¿den chi'yeklli?,False
P00965,¿Quién viene?,¿DEN U'APILELLI?,¿quién viene?,¿den u'apilelli?,False
P00966,Sos grande.,A'LLIUPIKEN NUKA'MA,sos grande.,a'lliupiken nuka'ma,False
P00967,Estás loca.,WA'DANPINDEK ÑAPALA,estás loca.,wa'danpindek ñapala,False
P00968,Hizo trampa.,TUMU'LLI,hizo trampa.,tumu'lli,False
P00969,Hicieron trampa.,TUMU'LLINA',hicieron trampa.,tumu'llina',True
P00970,Se desmayaron.,MUISU' KANKANTULLINA,se desmayaron.,muisu' kankantullina,False
P00971,Te desmayaste.,MUISU' KANKANTULA,te desmayaste.,muisu' kankantula,False
P00972,Se desmayó.,MUISU' KANKATULLI,se desmayó.,muisu' kankatulli,False
P00973,Me lastimas.,A'KALUWI'LUN,me lastimas.,a'kaluwi'lun,False
P00974,Quédatelo.,LIA'KER',quédatelo.,lia'ker',False
P00975,Lo necesitas.,LUANTAPALA,lo necesitas.,luantapala,False
P00976,Nos necesitas.,LUANTAPALUNDEK,nos necesitas.,luantapalundek,False
P00977,Eres libre.,INAPIKEN NUKA'MA,eres libre.,inapiken nuka'ma,True
P00978,¡Estás loco!,¡WADANPINTEK ÑAPALA!,¡estás loco!,¡wadanpintek ñapala!,False
P00979,¡Estás enfermo!,!KALUWI'PALA!,¡estás enfermo!,!kaluwi'pala!,False
P00980,Estás enfermo.,KALUWI'PALA,estás enfermo.,kaluwi'pala,True
P00981,Estás débil.,NANTAPI'NA,estás débil.,nantapi'na,False
P00982,¿Estoy invitado?,¿PEKLU'PI ÑAPALEK?,¿estoy invitado?,¿peklu'pi ñapalek?,False
P00983,¿Nada nuevo?,¿ÑIMANEN NALU?,¿nada nuevo?,¿ñimanen nalu?,False
P00984,¿Tienes frío?,¿SANEKWANTULA?,¿tienes frío?,¿sanekwantula?,False
P00985,¿Estás muerto?,¿CHIMIPI ÑAPALA?,¿estás muerto?,¿chimipi ñapala?,False
P00986,¿Eres sordo?,¿LUUKTEK' NUKAMA?,¿eres sordo?,¿luuktek' nukama?,False
P00987,¿Estás libre?,¿INAPI ÑAPALA?,¿estás libre?,¿inapi ñapala?,False
P00988,¿Estás lleno?,¿MER'SU' ÑAPALA?,¿estás lleno?,¿mer'su' ñapala?,False
P00989,¿Estás herida?,¿CHACHA'WANPALA?,¿estás herida?,¿chacha'wanpala?,False
P00990,¿Estás perdido?,¿WER'SU' ÑAPALA?,¿estás perdido?,¿wer'su' ñapala?,False
P00991,¿Estás enfermo?,¿KALUWIPALA?,¿estás enfermo?,¿kaluwipala?,False
P00992,¿Está segura?,¿TEKINCHI'CHA' ÑAPALA?,¿está segura?,¿tekinchi'cha' ñapala?,True
P00993,¿Está seguro?,¿TEKINCHI'CHA' ÑAPALA?,¿está seguro?,¿tekinchi'cha' ñapala?,True
P00994,¿Están seguros?,¿TEKINCHI'CHA' ÑAPALAMA?,¿están seguros?,¿tekinchi'cha' ñapalama?,False
P00995,Estar atento.,INSEKDIPERSU' ÑAPAKER',estar atento.,insekdipersu' ñapaker',False
P00996,Sé confiado.,LU'UKTUTEK'KEN ÑIKER,sé confiado.,lu'uktutek'ken ñiker,False
P00997,Ten seguridad.,LATEK'U,ten seguridad.,latek'u,False
P00998,Sé despiadado.,LUTANTENINPU'KER',sé despiadado.,lutanteninpu'ker',False
P00999,Hazle pasar.,A'NAKUKER',hazle pasar.,a'nakuker',False
P01000,¿Puedo intentar?,¿YENNITULEK INPALERIAK?,¿puedo intentar?,¿yennitulek inpaleriak?,False
P01001,¿Puede hacerlo?,¿YENNITULEK NU'TAK?,¿puede hacerlo?,¿yennitulek nu'tak?,False
P01002,¿Puedes venir?,¿YENNITULA UK'A'MAK?,¿puedes venir?,¿yennitula uk'a'mak?,False
P01003,¿Puedes ayudar?,¿YENNITULA KATU'PA'TA'MAK?,¿puedes ayudar?,¿yennitula katu'pa'ta'mak?,False
P01004,¿Puedes leer?,¿YENNITULA LUNTA'MAK?,¿puedes leer?,¿yennitula lunta'mak?,False
P01005,¿Sabes nadar?,¿ÑINCHITAPALA IDUN'AK?,¿sabes nadar?,¿ñinchitapala idun'ak?,False
P01006,¿Puedes andar?,¿YENNITAPALA DEKKUNTA'MAK?,¿puedes andar?,¿yennitapala dekkunta'mak?,False
P01007,¿Pueden andar?,¿YENNITULAMA' DEKKUNTA'MAMAK?,¿pueden andar?,¿yennitulama' dekkunta'mamak?,False
P01008,¡Míralo!,¡LLI'KER'!,¡míralo!,¡lli'ker'!,False
P01009,¡Compruébalo!,¡LLI'KER' MUPALLINPA'!,¡compruébalo!,¡lli'ker' mupallinpa'!,False
P01010,Ven enseguida.,WEK'KER' IPIA'LA,ven enseguida.,wek'ker' ipia'la,False
P01011,Acércate.,KAWITER',acércate.,kawiter',True
P01012,Regresa.,ADENCHER',regresa.,adencher',False
P01013,Baja.,NU'WANKER',baja.,nu'wanker',True
P01014,Baje.,NU'WANKER',baje.,nu'wanker',True
P01015,Sal fuera.,YUNSUER' ADIPI,sal fuera.,yunsuer' adipi,False
P01016,Venga conmigo.,WEK'KER' KUALEK,venga conmigo.,wek'ker' kualek,False
P01017,Enfríalo.,A'SANEK'KER',enfríalo.,a'sanek'ker',False
P01018,¿Vino Tom?,¿TOM WEK'LLI?,¿vino tom?,¿tom wek'lli?,False
P01019,¿Tom ayudó?,¿TOM KATU'PA'TULLI?,¿tom ayudó?,¿tom katu'pa'tulli?,False
P01020,¿Ayudaste?,¿KATU'PA'TULA?,¿ayudaste?,¿katu'pa'tula?,False
P01021,¿Firmaste?,¿LLILLINPEN NU'TULA?,¿firmaste?,¿llillinpen nu'tula?,False
P01022,¿Firmaron?,¿LLILLINPENMA' NU'TULAMA'?,¿firmaron?,¿llillinpenma' nu'tulama'?,False
P01023,¿Luzco bien?,¿LLITAPALEK MUSU'?,¿luzco bien?,¿llitapalek musu'?,False
P01024,¿Usted fuma?,¿KENMA U'WA'TAPALA?,¿usted fuma?,¿kenma u'wa'tapala?,False
P01025,¿Fumas?,¿U'WA'TAPALA?,¿fumas?,¿u'wa'tapala?,False
P01026,¿Usted ronca?,¿KENMA TUKULU'PALA?,¿usted ronca?,¿kenma tukulu'pala?,True
P01027,¿Tú roncas?,¿KENMA TUKULU'PALA?,¿tú roncas?,¿kenma tukulu'pala?,True
P01028,¿Duele?,¿IKERLLI?,¿duele?,¿ikerlli?,False
P01029,No divagues.,CHEKSU' ÑIKER',no divagues.,cheksu' ñiker',True
P01030,Conduce lentamente.,EKPA'KER' UTILA',conduce lentamente.,ekpa'ker' utila',False
P01031,Examine esto.,LLI'KER' ASU',examine esto.,lli'ker' asu',True
P01032,Examinen esto.,LLI'KU' ASU',examinen esto.,lli'ku' asu',True
P01033,Dame eso.,ENKA'U NANA,dame eso.,enka'u nana,False
P01034,Deme tiempo.,WA'TEN'U,deme tiempo.,wa'ten'u,True
P01035,Ve adentro.,PAKER' KINEKLA,ve adentro.,paker' kinekla,False
P01036,Buenos días.,MUUKLLI,buenos días.,muuklli,False
P01037,"Espera, Tom.",WA'TENKER' TOM,"espera, tom.",wa'tenker' tom,False
P01038,Feliz Pascua.,MUSU' PASKUA',feliz pascua.,musu' paskua',False
P01039,¡Feliz Pascua!,¡MUSU' PASKUA'!,¡feliz pascua!,¡musu' paskua'!,False
P01040,Tómate algo.,UKER' MA'PINTA',tómate algo.,uker' ma'pinta',False
P01041,Come algo.,KAKER' MA'PINTA',come algo.,kaker' ma'pinta',True
P01042,Toma otro. (beber),UKER' ALI'LA',toma otro. (beber),uker' ali'la',True
P01043,Toma otro. (sostener),MA'ATASU' ALI'LA',toma otro. (sostener),ma'atasu' ali'la',True
P01044,Sé valiente.,NANTAPITEK ÑIKER',sé valiente.,nantapitek ñiker',False
P01045,Él gritó.,NANA LAMAPU'LLI,él gritó.,nana lamapu'lli,False
P01046,La ayuda.,KATU'PA',la ayuda.,katu'pa',False
P01047,Es francés.,FRANCÉS NUKA'A,es francés.,francés nuka'a,False
P01048,Está comiendo.,WERANPALLI,está comiendo.,weranpalli,False
P01049,Corre rápido.,TEK'KER' WIUK'SU',corre rápido.,tek'ker' wiuk'su',False
P01050,Esperará.,WA'TENTECHU,esperará.,wa'tentechu,False
P01051,Está sufriendo.,INSEK'LUTENAPALLI,está sufriendo.,insek'lutenapalli,False
P01052,"¡Oye, aguarda!","¡LAU'KER', WA'TENTER'!","¡oye, aguarda!","¡lau'ker', wa'tenter'!",False
P01053,¡Qué pesado!,¡ENPU'NI SAKA'DEK'IPA'!,¡qué pesado!,¡enpu'ni saka'dek'ipa'!,False
P01054,¡Qué horrible!,¡ENPU'NI APERPIPA'!,¡qué horrible!,¡enpu'ni aperpipa'!,False
P01055,¡Qué romántico!,¡ENPU'NI MUPENCHIPA'!,¡qué romántico!,¡enpu'ni mupenchipa'!,False
P01056,Te admiro.,KENMAPU'SU' ÑIINA'KA,te admiro.,kenmapu'su' ñiina'ka,False
P01057,Soy chino.,CHINU NUKA'KA,soy chino.,chinu nuka'ka,False
P01058,Quiero saberlo.,YAÑINCHITULEK,quiero saberlo.,yañinchitulek,True
P01059,Estoy lesionado.,ÑAPALEK DA'PEKSU',estoy lesionado.,ñapalek da'peksu',False
P01060,Estoy rezando.,MALLIA'PALEK,estoy rezando.,mallia'palek,False
P01061,Comí manzanas.,KA'LEK MANZANAS,comí manzanas.,ka'lek manzanas,False
P01062,Comí caviar.,KA'LEK CAVIAR,comí caviar.,ka'lek caviar,False
P01063,Podría caminar.,YENNITUWINASKU DEKKUNTA',podría caminar.,yennituwinasku dekkunta',False
P01064,Me corto.,INDEI'TECHEK,me corto.,indei'techek,False
P01065,Me corté.,INDEI'TULEK,me corté.,indei'tulek,False
P01066,No mentí.,TUMUI'NEK,no mentí.,tumui'nek,False
P01067,No pagué.,PANWILEKCHI'NEK,no pagué.,panwilekchi'nek,False
P01068,No sé.,ÑINCHICHI'NEK,no sé.,ñinchichi'nek,False
P01069,Lo desconozco.,LUVER'CHI'NEK ,lo desconozco.,luver'chi'nek,False
P01070,Tomé leche.,MUDIDEK ULEK,tomé leche.,mudidek ulek,False
P01071,Los encontré.,KANANDEKLEK,los encontré.,kanandeklek,False
P01072,Tengo dinero.,KULLIKER'WANPALEK,tengo dinero.,kulliker'wanpalek,False
P01073,La abracé.,WIPERI'LEK,la abracé.,wiperi'lek,False
P01074,Te extrañé.,LU'WAÑEN,te extrañé.,lu'wañen,False
P01075,Necesito pintura.,LUWANTULEK LLINSERCHUNAN,necesito pintura.,luwantulek llinserchunan,False
P01076,Necesito dormir.,LUWANTULEK WICHI'AK,necesito dormir.,luwantulek wichi'ak,False
P01077,Necesito agua.,LUWANTULEK DEK',necesito agua.,luwantulek dek',False
P01078,Te necesitaba.,LUWANTUWIÑEN,te necesitaba.,luwantuwiñen,False
P01079,Leo frecuentemente.,LUNPA'LEK UTALINPU'SA',leo frecuentemente.,lunpa'lek utalinpu'sa',False
P01080,Lo llamé.,PEKKLU'LEK,lo llamé.,pekklu'lek,False
P01081,Leo libros.,LUNTULEK KERKA'LUSA',leo libros.,luntulek kerka'lusa',False
P01082,Hablo rápido.,WIUKSU' LUNPALEK,hablo rápido.,wiuksu' lunpalek,False
P01083,Simpatizo.,MUSU' LLI'APALEK,simpatizo.,musu' lli'apalek,False
P01084,Entiendo.,LACHEKAPALEK,entiendo.,lachekapalek,False
P01085,Quiero dinero.,LUWANTULEK KULLIKER',quiero dinero.,luwantulek kulliker',False
P01086,Quiero ir.,YAPA'LEK,quiero ir.,yapa'lek,False
P01087,Tenía miedo.,TEKUAWINEK,tenía miedo.,tekuawinek,False
P01088,Fui enmarcado.,A'APITULLINER'KU,fui enmarcado.,a'apitulliner'ku,False
P01089,Tenía hambre.,UKI'LA A'ÑIWINEK,tenía hambre.,uki'la a'ñiwinek,False
P01090,Estaba solo.,KUASHASA' ÑAPAWINEK,estaba solo.,kuashasa' ñapawinek,False
P01091,Tenía sueño.,YAWICHI'WINEK,tenía sueño.,yawichi'winek,False
P01092,Volveré.,ADENCHE'CHEK,volveré.,adenche'chek,False
P01093,Estaré bien.,MUSU' ÑAPECHEK,estaré bien.,musu' ñapechek,False
P01094,Seré libre.,INAPI ÑECHEK,seré libre.,inapi ñechek,False
P01095,Me arriesgaré.,INPALERICHEK,me arriesgaré.,inpalerichek,False
P01096,Te demandaré.,WINLAPICHEN,te demandaré.,winlapichen,False
P01097,Soy médico.,LULENTUTEK' NUKA'KA,soy médico.,lulentutek' nuka'ka,False
P01098,Soy doctor.,DOKTOR NUKA'KA,soy doctor.,doktor nuka'ka,False
P01099,Soy escritor.,LLINSERCHUTEK' NUKA'KA,soy escritor.,llinserchutek' nuka'ka,False
P01100,Soy adulta.,TASERLUNKU NUKA'KA,soy adulta.,taserlunku nuka'ka,False
P01101,Estoy descalzo.,INAPILANTE'ÑAPALEK,estoy descalzo.,inapilante'ñapalek,False
P01102,Estoy confuso.,LACHEK'KI'NEK,estoy confuso.,lachek'ki'nek,True
P01103,Estoy confundido.,LACHEK'KI'NEK,estoy confundido.,lachek'ki'nek,True
P01104,Estoy divorciada.,APU'PI NUKA'KA,estoy divorciada.,apu'pi nuka'ka,False
P01105,Estoy congelado.,NAKUSU' SANEKWANTULEK,estoy congelado.,nakusu' sanekwantulek,True
P01106,Estoy helado.,NAKUSU' SANEKWANTULEK,estoy helado.,nakusu' sanekwantulek,True
P01107,Estoy dudando.,KU'LA LATEKTAPI'NEK,estoy dudando.,ku'la latektapi'nek,False
P01108,Soy inocente.,MA'NEN NU'CHI'NEK,soy inocente.,ma'nen nu'chi'nek,False
P01109,Estoy indignado.,YUSU' ÑAPALEK,estoy indignado.,yusu' ñapalek,True
P01110,Estoy pintando.,LLINSERCHAPALEK,estoy pintando.,llinserchapalek,False
P01111,Estoy embarazada.,KADULUNSU' ÑAPALEK,estoy embarazada.,kadulunsu' ñapalek,False
P01112,Estoy preparado.,ÑAPALEK INSEKDIPERSU',estoy preparado.,ñapalek insekdipersu',False
P01113,Soy inquieto.,WA'DANPINTEK NUKA'KA,soy inquieto.,wa'danpintek nuka'ka,True
P01114,Soy intranquilo.,WA'DANPINTEK NUKA'KA,soy intranquilo.,wa'danpintek nuka'ka,True
P01115,Estoy estudiando.,KERKA' ÑINCHITAPALEK,estoy estudiando.,kerka' ñinchitapalek,False
P01116,Estoy exhausto.,ÑAPALEK SAKA'TUSU',estoy exhausto.,ñapalek saka'tusu',True
P01117,Estoy reventado.,ÑAPALEK SAKA'TUSU',estoy reventado.,ñapalek saka'tusu',True
P01118,¿Está roto?,¿NUSHA'TUSU' ÑAPALLI?,¿está roto?,¿nusha'tusu' ñapalli?,False
P01119,¿Es suficiente?,¿NANASA'CHA IÑER'?,¿es suficiente?,¿nanasa'cha iñer'?,False
P01120,Ha empezado.,TENMIANSU'LLI,ha empezado.,tenmiansu'lli,True
P01121,Empezó.,TENMIANSU'LLI,empezó.,tenmiansu'lli,True
P01122,Comenzó.,TENMIANSU'LLI,comenzó.,tenmiansu'lli,True
P01123,Era negro.,KERPI'A'CHA',era negro.,kerpi'a'cha',False
P01124,Fue repugnante.,NUDU'PI ÑIWIÑI,fue repugnante.,nudu'pi ñiwiñi,False
P01125,Se quemará.,UKER'ECHU,se quemará.,uker'echu,False
P01126,Me toca. (tocar),PATA'LLIU,me toca. (tocar),pata'lliu,True
P01127,Está perfecto.,MUPALLI,está perfecto.,mupalli,True
P01128,Está nevando.,PULUNKER'WANPALLI,está nevando.,pulunker'wanpalli,False
P01129,Está funcionando.,SAKA'TAPALLI,está funcionando.,saka'tapalli,False
P01130,Sólo espera.,WA'TENKER'LA,sólo espera.,wa'tenker'la,False
P01131,Sigue bailando.,LANSA'PER'I'LA,sigue bailando.,lansa'per'i'la,False
P01132,Sigue cavando.,IWA'TAPER'I'LA,sigue cavando.,iwa'taper'i'la,False
P01133,Sigue conduciendo.,EKPA'APER'I'LA,sigue conduciendo.,ekpa'aper'i'la,False
P01134,Sigue mirando.,LLI'TAPER'I'LA,sigue mirando.,lli'taper'i'la,False
P01135,Siga leyendo.,LUNTAPER'I'LA,siga leyendo.,luntaper'i'la,False
P01136,Sigue corriendo.,TEKA'PER'I'LA,sigue corriendo.,teka'per'i'la,False
P01137,Sigan corriendo.,TEKA'PA'KU'I'LA,sigan corriendo.,teka'pa'ku'i'la,False
P01138,Sigue cantando.,TULUNER'APER'I'LA,sigue cantando.,tuluner'aper'i'la,False
P01139,Continuá hablando.,LUN'APER'I'LA,continuá hablando.,lun'aper'i'la,False
P01140,Continúe hablando.,LUN'APER'PI'LA,continúe hablando.,lun'aper'pi'la,False
P01141,Sigue caminando.,DEK'KUNTAPER'PI'LA,sigue caminando.,dek'kuntaper'pi'la,False
P01142,Sigue escribiendo.,LLINSECHER'PI'LA,sigue escribiendo.,llinsecher'pi'la,False
P01143,Déjalo ir.,TA'ITULER' PA'I,déjalo ir.,ta'ituler' pa'i,False
P01144,Déjame ir.,TA'ITULA'U PA'AK,déjame ir.,ta'itula'u pa'ak,False
P01145,¡Déjame irme!,¡TA'ITULA'U PA'AK!,¡déjame irme!,¡ta'itula'u pa'ak!,False
P01146,Dejame hablar.,TA'ITULA'U LUN'ECHEK,dejame hablar.,ta'itula'u lun'echek,False
P01147,Déjame pensar.,TA'ITULA'U INLLI'INUTECHEK,déjame pensar.,ta'itula'u inlli'inutechek,False
P01148,Salgamos.,YUNSU'WA',salgamos.,yunsu'wa',True
P01149,Escuchemos.,LAUK'TAWA',escuchemos.,lauk'tawa',False
P01150,No vayamos.,PA'INPU'WA',no vayamos.,pa'inpu'wa',False
P01151,Adivina.,TEKLERIER' NINCHITA'MAK,adivina.,teklerier' ninchita'mak,False
P01152,Entró Mary.,DA'KERLLI MARI,entró mary.,da'kerlli mari,False
P01153,"Continúa, Tom.","TUPITER', TOM","continúa, tom.","tupiter', tom",True
P01154,"Prosigue, Tom.","TUPITER', TOM","prosigue, tom.","tupiter', tom",True
P01155,Nadie sabe.,ÑIDEN ÑINCHICHI'ÑI,nadie sabe.,ñiden ñinchichi'ñi,False
P01156,Nadie preguntó.,ÑIDEN LEKCHI'ÑI,nadie preguntó.,ñiden lekchi'ñi,False
P01157,Ahora déjanos.,IPA'LA TA'ITULA'U'KUDEK,ahora déjanos.,ipa'la ta'itula'u'kudek,False
P01158,Ahora sientate.,IPA'LA DU'KER',ahora sientate.,ipa'la du'ker',False
P01159,"Ah, entiendo.","AH, LACHEK'APALEK","ah, entiendo.","ah, lachek'apalek",False
P01160,Sonrian.,YAMERLADAKU',sonrian.,yamerladaku',False
P01161,Señálalo.,TAÑITUKER',señálalo.,tañituker',False
P01162,Ábrela.,EK'KER'CHER',ábrela.,ek'ker'cher',False
P01163,Ponlo allí.,AKU'KER' NANEK ,ponlo allí.,aku'ker' nanek,True
P01164,Pónganlo allí.,AKU'KU' NANEK,pónganlo allí.,aku'ku' nanek,False
P01165,Ponlo ahí.,AKU'KER' NANEK ,ponlo ahí.,aku'ker' nanek,True
P01166,Repítelo.,TUNUNTER',repítelo.,tununter',False
P01167,¡Hasta pronto!,¡PANTE'CHEK!,¡hasta pronto!,¡pante'chek!,True
P01168,Hasta entonces.,¡PANTE'CHEK!,hasta entonces.,¡pante'chek!,True
P01169,¡Qué vergüenza!,¡DAKUTA'LEK!,¡qué vergüenza!,¡dakuta'lek!,False
P01170,¡Avergüénzate!,¡DAKUTA'KER'!,¡avergüénzate!,¡dakuta'ker'!,False
P01171,Le gustó.,IYATULLI,le gustó.,iyatulli,True
P01172,Le disparó.,ILANÑI,le disparó.,ilanñi,False
P01173,Ella salió.,NANA YUNSU'LLI,ella salió.,nana yunsu'lli,True
P01174,Muéstrame eso.,A'LLI'U NANA,muéstrame eso.,a'lli'u nana,False
P01175,Alguien llegó.,ALA'SA' YALLI' EKTUKERLLI,alguien llegó.,ala'sa' yalli' ektukerlli,False
P01176,Concéntrate.,LLI'KER' MUSU',concéntrate.,lli'ker' musu',False
P01177,Quedate conmigo.,LLIA'KER' KUALEK,quedate conmigo.,llia'ker' kualek,False
P01178,No discutas.,YAINYUTUTA,no discutas.,yainyututa,False
P01179,Cállate.,TA'TULER',cállate.,ta'tuler',True
P01180,¡Felices sueños!,¡U'CHIMUSHA WICHI'KER'!,¡felices sueños!,¡u'chimusha wichi'ker'!,True
P01181,¡Dulces sueños!,¡U'CHIMUSHA WICHI'KER'!,¡dulces sueños!,¡u'chimusha wichi'ker'!,True
P01182,¡Relajate!,¡LATADA'KER'!,¡relajate!,¡latada'ker'!,False
P01183,Cuéntame más.,WINTU'U A'PINTA',cuéntame más.,wintu'u a'pinta',True
P01184,Dime más.,WINTU'U A'PINTA',dime más.,wintu'u a'pinta',True
P01185,Dígame más.,WINTU'U A'PINTA',dígame más.,wintu'u a'pinta',True
P01186,Dinos más.,WINTU'UDEK A'PINTA',dinos más.,wintu'udek a'pinta',True
P01187,Dígannos más.,WINTU'UDEK A'PINTA',dígannos más.,wintu'udek a'pinta',True
P01188,Cuéntanos más.,WINTU'UDEK A'PINTA',cuéntanos más.,wintu'udek a'pinta',True
P01189,¡Gracias nuevamente!,¡YUSPEINET'ECHUN NANAPU'SI'LA!,¡gracias nuevamente!,¡yuspeinet'echun nanapu'si'la!,False
P01190,Eso ayudará.,NANA KATU'PA'TECHU,eso ayudará.,nana katu'pa'techu,False
P01191,Así es.,NU'SU' NUKA'A,así es.,nu'su' nuka'a,False
P01192,Es raro.,NERPI'LA NUKA'A,es raro.,nerpi'la nuka'a,True
P01193,Son grandes.,A'LLUPI NUKER'KA,son grandes.,a'llupi nuker'ka,False
P01194,Se chocaron.,DA'PAÑINA',se chocaron.,da'pañina',True
P01195,Se estrellaron.,DA'PAÑINA',se estrellaron.,da'pañina',True
P01196,Se escaparon.,CHI'YEK LLINA',se escaparon.,chi'yek llina',False
P01197,Me conocían.,LUWER'CHUWIÑINER'KU,me conocían.,luwer'chuwiñiner'ku,False
P01198,Rieron.,LUMER'LLINA',rieron.,lumer'llina',False
P01199,Se negaron.,LUWANCHI'ÑINA',se negaron.,luwanchi'ñina',False
P01200,Pararon.,TA'ITULA'LLINA,pararon.,ta'itula'llina,False
P01201,Sudaron.,ELLI'LLINA',sudaron.,elli'llina',False
P01202,Llamarán.,PEKLU'TECHUNA',llamarán.,peklu'techuna',False
P01203,Ellos llamarán.,NAWA' PEKLU'TECHUNA',ellos llamarán.,nawa' peklu'techuna',False
P01204,Ellos vendrán.,NAWA' WENCHE'CHUNA',ellos vendrán.,nawa' wenche'chuna',False
P01205,Vendrán.,WENCHE'CHUNA',vendrán.,wenche'chuna',False
P01206,Son huevos.,KADU'LUSA' NUKER'KA,son huevos.,kadu'lusa' nuker'ka,False
P01207,Son rápidos.,WIUKSU'LUSA' NUKER'KA,son rápidos.,wiuksu'lusa' nuker'ka,False
P01208,Se fueron.,PA'LLINA',se fueron.,pa'llina',False
P01209,Son buenos.,U'CHIMULUSA' NUKER'KA,son buenos.,u'chimulusa' nuker'ka,False
P01210,Son ricas.,IYASU'LUSA' NUKER'KA,son ricas.,iyasu'lusa' nuker'ka,False
P01211,Son feos.,APER'PILUSA' NUKER'KA,son feos.,aper'pilusa' nuker'ka,False
P01212,Son débiles.,SAPUTEK'LUSA' NUKER'KA,son débiles.,saputek'lusa' nuker'ka,False
P01213,Esto ayudará.,ASU' KATU'PA'TECHU,esto ayudará.,asu' katu'pa'techu,False
P01214,Tom respondió.,TOM NA'PITULLI,tom respondió.,tom na'pitulli,False
P01215,Tom canceló.,TOM A'TA'WANTULLI,tom canceló.,tom a'ta'wantulli,True
P01216,Tom terminó.,TOM A'TA'WANTULLI,tom terminó.,tom a'ta'wantulli,True
P01217,Tom insistió.,TOM A'PERCHULLI,tom insistió.,tom a'perchulli,False
P01218,Tom escuchó.,TOM LAUK'TULLI,tom escuchó.,tom lauk'tulli,False
P01219,Tom prometió.,TOM TEKINCHI'WALEK TULLI,tom prometió.,tom tekinchi'walek tulli,False
P01220,Tom huyó.,TOM TEKA'LLI,tom huyó.,tom teka'lli,True
P01221,Tom creció.,TOM SUSU'LLI,tom creció.,tom susu'lli,False
P01222,Tomás renunció.,CHUMA YUNSU'LLI,tomás renunció.,chuma yunsu'lli,False
P01223,Tom tartamudea.,TOM MUSU' LUNPI'ÑI,tom tartamudea.,tom musu' lunpi'ñi,True
P01224,Tom balbucea.,TOM MUSU' LUNPI'ÑI,tom balbucea.,tom musu' lunpi'ñi,True
P01225,Tom sobrevivió.,TOM CHIMILLINKEKLA NAMPILLI,tom sobrevivió.,tom chimillinkekla nampilli,False
P01226,Tomás desapareció.,CHUMA WER'LLI,tomás desapareció.,chuma wer'lli,False
P01227,Tom hablará.,TOM LUN'ECHU,tom hablará.,tom lun'echu,False
P01228,"Tom, despierta.","TOM, NANPILADALLI","tom, despierta.","tom, nanpiladalli",False
P01229,Pruébate estos.,TEKLE'RIER ASU'LUSA,pruébate estos.,tekle'rier asu'lusa,False
P01230,Espera fuera.,ADIPI WANTENTER',espera fuera.,adipi wantenter',False
P01231,Despiertalos.,UCHINANDE'KER,despiertalos.,uchinande'ker,False
P01232,"Despiértate, Tom.","NANPILADAKER', TOM","despiértate, tom.","nanpiladaker', tom",False
P01233,Camina conmigo.,DEK'KUNTER' KUALEK,camina conmigo.,dek'kunter' kualek,False
P01234,Podemos hacerlo.,YENNITULEKWA' NU'TAK,podemos hacerlo.,yennitulekwa' nu'tak,False
P01235,Nos preparamos.,INSEK'DIPERLEKWA',nos preparamos.,insek'diperlekwa',False
P01236,Estábamos listos.,INSEK'DIPERPI ÑAPAWIÑIDEK,estábamos listos.,insek'diperpi ñapawiñidek,False
P01237,Almorzamos.,IKINEK'UKLLI WERAÑIDEK ,almorzamos.,ikinek'uklli werañidek,False
P01238,Tenemos vino.,A'ÑAPALLIDEK VINU',tenemos vino.,a'ñapallidek vinu',False
P01239,Los amamos.,TANTEN'ÑIDEK,los amamos.,tanten'ñidek,False
P01240,Necesitamos ayuda.,LUWANTULLIDEK KATU'PA',necesitamos ayuda.,luwantullidek katu'pa',True
P01241,Necesitamos más.,LUWANTULLIDEK A'PINTA',necesitamos más.,luwantullidek a'pinta',False
P01242,Lo necesitamos.,LUWANTULLIDEK,lo necesitamos.,luwantullidek,False
P01243,Dormimos demasiado.,NAKUSU' WICHI'LLIDEK,dormimos demasiado.,nakusu' wichi'llidek,False
