pair_id,ESP,SHIWILU
P00713,"Dice que mientras (el tigre negro) se revolcaba, (los hombres) se acercaron, lo picaron varias veces y lo mataron violentamente.","Nana inpikanpasik ima, pa’anna’, pasek pasekka’tullina’, paki’tullina’."
P00714,"Entonces un hombre viejo dijo: ""Ahora sí éste ya nos hubiera comido a nosotros si no nos hubiéramos prevenido.",Ipa’la’ka tullima ala’sa’ taserpi “Ipa’ asu’nta’ka ka’nansinmu’wa’ kenmu’wa’ inlli’inuinpu’a’kawa’su’ ñilli.
P00715,"¡Qué clase (de personas) quizá somos!"" dijo (pues nos debimos prevenir desde un principio). ""Pero ya le hemos muerto al tigre negro"".",Ma’pu’a’ka’wasui’pa’ ñak kua’” tullima. “Ipi’na dei’tulekwa’ kelluluñiñi’.
P00716,"""Su hembra vive"" dijeron.",“Ku’apenñen nanpipalli” tan ima.
P00717,"semanas, un mes y llegaron a Moyobamba.","Sekllintulli iñer uklli, ala’ simana’, katu’ simana’, kala simana’, ala’ dukerkek ima ektu’llina’ Muyunpak. Hicieron trocha todos los días, una semana, dos semanas, tres"
P00718,"Dice que se fueron a ver los pastos. “¿Qué es esto?"" dijeron viendo el pasto.","Lli’kuñini’ma panpateklu’lusa’. ""Ma’lusa’ asu’?"" tullini’ma panpateklu’ lli’anna’."
P00719,"Calladitos pasaron (el viento se levanta, dice, cuando se pasa haciendo bulla).",Ta’tushalai’ni’ma nakutullina’ (tanluwa ima yunsanpalli lamapu’nna’ nakuerkasu’).
P00720,"Por eso ellos se fueron calladitos, caminaron cuidadosamente sin hacer ruido.","Nawei’mi’na nana malek ima nawa’ ta’tushalanna’ pa’llina’, ta’tushalanni’ma dekkuntullina’."
P00721,"Después de pasar (ese lugar peligroso), amaneciéndose, llegaron a Moyobamba.","Naku’tanni’ma, ukllinantanna’, ektu’llina’ Muyunpak."
P00722,Cuentan que cando llegaron a Moyobamba los que hablaban en lengua Inca los quisieron matar.,"Ektu’sik ima Muyunpak, nana Inka’ la’la’ lunlusa’ler ima, yadi’tudeklli."
P00723,"Entonces, dice que había uno que entendía la lengua shiwilu.",Da'ilek ala'si'mi'na lachik'apalli asu' Shiwilu la'la'.
P00724,"Él ha explicado: ""A ellos no los traten así, a ellos no los maten, ellos no han venido a matar"" dijo el intérprete.","Naneima a’lachiktulli ""Aner yanu’tudektama’ asu’ yadi’tudektama’, nawa’ uk’i’ñina’ ya’di’nna’"" tullima nana a’lachikta’su’."
P00725,"Dice que ahí había una autoridad, ahí había gobernante.","Wa'an tullima nanek, nanek wa’an ñiwiñi."
P00726,"El gobernante los llamó y tras llamarles les preguntó: -""¿Qué cosa queriendo han venido?","Nana wa’anler peklu’deklli, peklu’dek’an itulli: -""¿Ma’i’na luwantanma’ uklama’?”."
P00727,"-""Queriendo conocer hemos venido.","-""Yaluwer’amudek ukllidek."
P00728,"A otra gente que han venido de otros pueblos queremos verles, a la gente blanca.",Ali’la muda’ nerñinanluklan weklusa’ yalli’dekllidek Dadapu muda’lusa’.
P00729,"Por eso hemos venido"" dijeron.","""Nana nu’amudek ukllidek"" itullini’ma."
P00730,Ahí efectivamente apareció un hombre blanco. Al verlo se asustaron de ver lo que nunca antes habían visto.,"Tekkinchi ala’sa’ Dadapu mudi’ma lli’tulli. Lli'anna’ imanantullina’, lli’anna’ ñi enpi’ lli’inpu’erkasu’."
P00731,"Entonces cuando amanecieron, otro día cuando amanecieron nuevamente dijeron ""Ya queremos volver"".","Nanek ukllinantanna', ali'la uklli ukllinantununta'nna' tullina' ""Yadanta'llidek."
P00732,"Tras volver (a Jeberos) contaron: ""Mucho en otros pueblos tienen casa embarrada (tarrajeada).","Adencha'nni'ma luncha'llina': ""Enpu'nipa' ali'la ñinanluk lupa'paperpidek'wañina'."
P00733,"Sin embargo, aquí ninguno de nosotros tiene casa embarrada"" así dijeron los que se habían ido a ver.","Kenmu'wi'na asek ñiden lupa'paperwi'ñi"" tullima nana lli'tukunlusa'."
P00734,"De ahí, otro grupo se fue otra vez colocando puentes.",Nanekla ali'la musun pa'nunta'lli pentunanlusa' aku'pilan.
P00735,"Después de eso, nuevamente se fueron otros más.",Naneklaka insichidañina'.
P00736,"De ahí ya no quisieron hilar, ya no desmotaban el algodón, ya no hacían ovillo.","Nanekla ñi a’pinta’ yapitetchi’ñina’, ñi ananchi’ñina', ñi asu’ pankuellinchi’ñina’."
P00737,Ya no hilaban porque habían visto las telas (en Moyobamba).,Pitetchi’ñina’ ipa' nana kapiña’su’ lli’anna’.
P00738,"Al descrubir eso, lo que hilábamos se terminó.",Maweklima kanana kenmu’wa’ pitetcha’kawa’su’ ta’wantulli.
P00739,"Al regresar de allí hablaron “Por ahí vive gente blanca, de ojos azules, de ojos claros.","Nanekla adenchenna' luncha'llina' “Nanalupa' Dadapu muda' nanpipalli, kañellu'ladatusu, adawa'ladatusu."
P00740,"Algunos parece que no tuvieran ojos, porque son de otra raza"" dijeron antes.","Un’unta’ ma’lusa’ ladawi’ñinpu’su’ lli’tulli, nerñinanlukla nanna’"" tullina’ napi’."
P00741,Cuentan que de ahí se trajeron al cura raptándolo por la noche.,"Naneklimaka, pacher kencha’llina’ apetchanna’ dekpilli."
P00742,"Regresando por ese camino dijeron: ""Por ese camino hay bastante comida, hay de todo"".","Nana inchilalalupa’ adencha’nni’ma luncha’llina’: ""Enpu’nipa’ uran ñilli nana inchilalalupa’, dudinpu’ ñapalli."
P00743,Otro grupo se fue por ahí mismo queriendo conocer. Volviendo ellos también hablaron.,"Ali'la musu'nti'ma pa'lli nanalupa'pi'la, yaluwerkun. Adencha'n nananta' luncha'lli."
P00744,"Dice que ahí se puso de pie un viejo y dijo: ""Ahora sí hemos conocido otro pueblo. Porque ya se aproxima el día del perecimiento (el día del fin) estamos así.","Nanek ima ala’sa’ taserpi waneran tulli ""Ipa’la’ka ali’la ñinanlu’ luwetchulekwa’. Ipa’ wer’uklli kawi’ta’su malek u’apalekwa’""."
P00745,"Dijo una viejita, ella tuvo una visión, soñó que seguramente muchas enfermedades llegarían.","Tulli ala’sa’ tasellunsha, nanima wa’adik tulli, wa’datulli, enpu’ninchipa’ kaluwi’ ektu’kerechu."
P00746,"“Van a experimentar cambios estas mujeres, los jóvenes, los viejos, los abuelos"" dijo.","“Nerpi’lantetchuna’ asu’ kaiklusa’, nadi’neklusa’, taserpilusa', papinkulusa’"" tullima."
P00747,"Cuentan que de verdad por ese camino llegaron los que vinieron a conocer (Jeberos), los wiracochas, los blancos.","Tekkinchima nana inchilalalupei'ma ukllina' luwerkellusa', wa'danlusa', Dadapu muda'lusa'."
P00748,De esa manera construyeron el camino de Moyobamba.,Nu'siklimaka asu’ Muyunpa inchilala nu’tullina’.
P00749,"Las abuelas ya finadas dijeron: ""Nosotros somos los culpables de que ahora los señores vengan y nos hagan la vida imposible sin motivo"".","Tullina’ amiku’lusa’ ""Kuda usha’wañidek asu’ ipa’la wa’danlusa’ uk’anna’ llikanerchi’ñinerkenmu’wa’."
P00750,"Así como algunos maltratan a sus hijos a cada instante, así estas dos personas (nos maltratan a nosotros)8"" dijeron en una reunion hablando.","Ma'lusa', nu'unta' willina' llikanetchi'ñina' nanapu’tullinerkenmu’wa’, asu’ katu’shadaper"" tullina' ima idiuntunna' lunna'."
P00751,"Lloraron entre ellos, se besaron las manos, así dijeron como dialogando con sus compadres. Ahí bebiendo todas estas cosas hablaban. 8 Probablemente el narrador hace alusión a los espa ñoles conocidos como Apu’tek y Sekputchek. Véanse las narraciones siguientes.","Inwellektanna', inmusha'iteklanna', tullini'ma kunpallinenna' luntanna'pu'su'. Nanek uwanna', tusu'sa' luñina'."
P00752,Lo que ellos hablaron y nosotros escuchamos cuando éramos niños eso estamos contando.,Nawa' lu'rnka'su' kudanta' laukta'kudeksu' wilakudek ñamudek lunpallidek.
P00753,"Así, de esa manera, llegaron a Moyobamba"" decían los abuelos ya finados.","Nu'sik nu'eklima nana Muyunpak ektu'llina'"" tullina' papinkuku'lusa'."
P00754,"Dice que ahí algunos (españoles) les decían (a los shiwilu) ""Traigan a sus hermanas para vendérnoslas"".","Nanek ima nu'unta' itudekllina' ""Kerku' sha'wapenma' uku'lakeru'kudek""."
P00755,"Algunos que obedecieron llevaron a sus hermanas, las llevaron a vender, y les dieron mucho dinero.","Nu'unta' latekta'sui'ma ekpa'n sha'wan uku'latukun, enpu'nipa' kulliker enka'llina'."
P00756,"Diez años, catorce, quince, como mujeres (de los españoles) se fueron. A todas las fueron a vender.","Shunka' ekkilala, shunka' ínkatu', shunka' alei'teklun ku'apellusa'pu'su' pa'llina'. Iñer uku'latukun."
P00757,"Una vez que las vendían, (los hermanos) se escondían y las abandonaban, se venían (a Jeberos) dejándolas.","Uku'latudek'anna', insekkilapidek'anna', uk'lapincha'dekllina' nana."
P00758,(Las mujeres) lloraban bastante y después se acostumbraban.,Wellek'apawi'ni'ma tekkiyallina'.
P00759,"Cuando ya pasaban veinte años ""Ahora sí, vayan a su pueblo"", les decían los viejos, este, los que tenían mal corazón.","Katu' shunka' ekkilala ñisik ima ""Ipa'a'ka panta'ku' ñinanlu'penmek"", itudekllina' nana taserpiku'lusa', ma'i, mukankinpu'lusa'."
P00760,"De esa manera ahora nuestro pueblo ha crecido, gentes de otros lugares viven, otras mujeres vienen, traen enfermedades.","Nu'siklimaka ipa'la asu' ñinanlu'mapu'wa' susulli, nerpi'la muda'lusa' nanpillina', nerpi'la ku'aper uk'apalli, kaluwi' ker'apallina'."
P00761,"Todas esas cosas, porque Dios quiere, estamos cambiando.","Nanadaper ima, Yus luwanta'su' malek, nana nu'apilalekwa'."
P00762,Ahora las mujeres se pintan sus caras.,Ipa'la asu' shaya'lusa' inllinsellina' asu' ladanenna'.
P00763,Los culpables son los que abrieron el camino a Moyobamba.,Nana usha'wañen Muyunpa inchilala ekketcherka'su'.
P00764,"Sin embargo, ahora decimos ""Está bien, eso sí viéndoles nosotros también nos cortamos nuestros cabellos, hablamos el castellano"" dijeron los abuelos ya finados.","Da'ilek, ipa'la tulekwa' ""Mullin, nanekla nana’ka lli’akwa’ kenmu'wa'nta' ipa'la enchekmapu'wa' dektuntulekwa', lunekwa' asu' Kaschilla'"", tullina' papinkuku'lusa'."
P00765,"Se sentaban, sentían pena y a veces insultaban a los que habían ido (por primera vez a Moyobamba).","Du'anna', wa'inutanna', nerpi'pu' ñiper'dekllina' nana pa'lusa'."
P00766,"""No se vayan por ese camino"" decía un abuelito.","""Aner nanalupa' yapa'tama"" tullima ala'sa' papinkusha."
P00767,"allá"", decían.","Da'ilek, ali'ladaper tullina' ""Saka'tunan dunkerpatekkudek nanalupa' pa'achidek"", tullima. Sin embargo, otros opinaban ""A buscar trabajo tenemos que ir por"
P00768,Así seguía hasta que trajeron por acá (por Jeberos) mujeres adineradas.,Nu'apileklima kencha'llina' inalupa' ku'apellusa' kullikerwanlusa'.
P00769,Dice que cargadas en la espalda las trajeron queriendo hacerles conocer.,Pipekdek'anni'ma kencha'dekllina' ya'luwerdek'anna'.
P00770,"Al cura cargándolo en la espalda lo traían ""¿Ahora quién va a estar cargando al cura?"", dijeron.","Pacher’ pipek'anna' kerapencha'llina' ""¿Ipa'li’na denler pacher’ pipek'apetchu?"", tullina'."
P00771,"“Antes cuando yo era niño he escuchado que en ese camino de Moyobamba perecieron, el Duende Puro Hueso les comió” dijeron.","“Napi’, kuanta’ wilakuñamu laukta’kasu’ nana Muyunpa inchilalak taker’llina’, Lansi’ Wa’danler ka’deklli” tullina’."
P00772,"A algunos se los comió el tigre negro, cuando volvieron a ir los mataron.","Nu'unti'ma kelluluñiñi'ler ka'deklli, pa'nunta'nni'ma ipa' di'tullina'."
P00773,"Ahora tal vez sólo el tigre negro hay, tengan mucho cuidado, no se deja ver más.","Ipa'linchi kelluluñiñi'pa' ñapa'n, inlli'inuku', ya'nlli'tapi'ñi a'pinta'."
P00774,"Nadie lo ve, no se deja que lo vean, así.","Ñidenler lli'api'ñi, yaya’nlli’chi’ñi, nu’su’."
P00775,"Ahora más tienen aretes, tienen collar, aprendieron a leer y escribir. Algunos tienen dinero.","Ipa'la a'pinta' asunwekwañina', miduwañina', kerka' ñinchillintullina'. Nu’unta’ kulliker’wañi."
P00776,Lo que hablaron las abuelitas ya finadas se esta cumpliendo ahora.,Amiku'lusa' lu’rnka'su'pi'la nana ipa' innitapallin ipa'la.
P00777,"¡Imaginate, ellos sin saber leer!","Enta'n, nawa' kerka' ñinchilli'npu'la'pi'na'."
P00778,"Sin embargo, ellos viendo a los astros (decían) ""Miren por qué reverbean las estrellas, después se vuelan (las estrellas fugaces).","Da'ilek i'na, pi'tandulalusa' lli'anna', ""Lli'ker, ma’pu’n ipa’ asu’ tandula ulu’ ulu’tulli, nu’an pennu’lli."
P00779,"Eso a nosotros nos está diciendo ""Así van a volar ustedes también algún día"", cuentan que dijeron las abuelas ya finadas.","Nani'na kenmu'wa' itapallinerkenmu'wa' ""U'su' pennu'chuma' kenmama'nta' enpi' uklli”, tullina' ima amiku'lusa'."
P00780,Algún día en un fierro viejo que vuela ustedes también van a viajar.,Enpi' uklli pen ala'sa' wa'natek pennu'a'su' kenmama'nta' pa'achuma'.
P00781,"En otro fierro que corre también tú, ustedes van a viajar cuando nosotros perezcamos"", decían las abuelitas.","Ali'la wa'natek tekka'a'su' nanek kenmanta', kenmama'nta' pa'achuma' kuda ipa' chimiansekudek”, tullina' amishala."
P00782,"A eso dijeron ""¡Cuánto hemos sufrido para abrir el camino a Moyobamba!"" dijeron.","Nana nani'na itullina' ""Ma'pu'si'pa' insekluteñek Muyunpa inchilala yaekketchakwa' tullina'."
P00783,"Ahora conocemos a otras gentes, conocemos a los que hablan otra lengua.","Ipa’la’ka luwetchudekllina' ali'la muda'lusa', luwetchudekñina' nerpi'la lunlusa'."
P00784,"Algunos mezquinaban. Volviendo de Moyobamba no querían contar cómo habían visto a las señoras, ni querian contar más, sin despedirse se iban.","Nu’unti’ma aper’kulli. Yalun’i’ñi uncha'n Muyunpakla ma'pu'si'pa' lli'lli senñulalusa', ñima nanapinta' yalun’i’ñi, ta'tula'nna' pa'llina'."
P00785,"Desde entonces, ahora todos uno y otro lugar nos vamos a conocer.","Nanekla, ipa'li'na iñer inapu'su' pa'akwa' luwetllekwa'."
P00786,Lo que han anunciado los abuelos ya finados “Algún día ustedes con sus madres ya no van a estar caminando.,Ter'kasu'pi'la papinkuku'lusa' “Enpi' uklli kenmama' awapenma'lek pa'api'nchuma'.
P00787,"¡A que ciudad quizá van a ir! A otra ciudad desconocida van a ir, a Moyobamba ya no van a ir más”.","¡Enñupa’ ñinanlu' ipa' pa'achuma'! Ali'la ñinanlu'lupa' pa'achuma', Muyunpalupa' a'pinta' pa'api'nchuma'."
P00788,"De ahí dijo un viejo ""Estos que están viajando en algún momento van a traer lo que hacen de fierro, volando va a venir” dijeron.","Nanekla tulli ali'la papinku ""Asu' pa'apalusa' enpulila keretchuna' nana wa'nakla nu'ter'kasu' pennu'pilerpachi uk'etchu” tullini'ma."
P00789,"Hoy estamos viendo. Estamos viendo todo lo que va aconteciendo años, semana, mes, año.","Ipa'li'na ipa' lli'apalekwa'. Lli'apalekwa' ma'pu'si'lipa' nakupilalli ekkilalalusa', simana', duker, ekkilala."
P00790,Cuando nosotros perezcamos qué cosas quizá aparecerán dijeron antes.,Kenmu'wa' chimiansikwa' ma'ilipa' lli'tetchu tullini'ma napi'.
P00791,"Se fueron hasta Moyobamba, regresaron, tuvieron reuniones y hablaron.","Muyunpak walek pa'anna', adencha'nna', indiuntunna' luñina'."
P00792,"Así vamos a ser nosotros, nos van a perjudicar” dijo un abuelo.","Nu'aterwa' kenmu'wa', utekkwa'pu'llinerkenmu'wa'"" tullima ala'sa' papinku."
P00793,"Tratándonos así todas esas cosas nosotros hemos aprendido de otros cuando éramos niños, sentándonos muy cerca a su lado.","Nu'taminerkenmu'wa' nanadaper a'ka asu' kudanta' ñinchipa'tullidek wilakudek ñamudek, du'pa'dek'amudek."
P00794,Hemos escuchado lo que han hablado aquellos que hicieron el camino a Moyobamba.,Laukdekllidek lu’rnkasu' nana asu' Muyunpa inchilala nu'ter'kasu'.
P00795,"Toda cosa había ahí, cuando han dicho he escuchado.","Dudinpu' ñiwiñi nanek, ta'ser lauktulek."
P00796,Sólo eso he hablado. Ahora me voy a levantar y me voy a ir por otra parte.,Nanasa' lunek. Ipa'li'na kua yunsanpateku nellupa' pa'achek.
P00797,¡Ojalá alguna vez llegue escrito esto que estamos hablando!,¡Ma'allimi'na enpi' uklli llinserpi namasu' lunpa'kawa'su' ektu'nchinaa!
P00798,Para que mis hijos y los hijos de todos nosotros lo lean y que ellos también conozcan.,"Wilawek wilamapu'wa'lusa' lli'erkek, nawa'nta' luwetcherkek."
P00799,Así hablaron los antiguos….,Nu'sui'ma luñi taserpiku'lusa'.....
P00800,"Meses a veces lloraban, tomándose de las manos, besándose las manos, por todas esas cosas lloraban.","Duker nerpi’pu' wellekllina', inpilli'iteklatanna', inmusha'iteklanna', nanadaper malek wellekllina'."
P00801,"Lo que contaron he escuchado, que por causa del camino de Moyobamba algunos se terminaron.","Ta'ser lauktulek, asu' Muyunpa inchilala malek, nu'unta' taketllina'."
P00802,"Hasta aquí nomás les voy a contar sobre Moyobamba. Jeberos, julio 2007",Nanek waleksa' winterkenma' asu' Muyunpaki.
P00803,"Ahora les voy a contar cómo quiza cuando vivían los antiguos indios Shawala pelearon contra los que vinieron de otro pueblo, los catellano- hablantes.","Ipa'la' winterkenma' ma'pu'si'pa’ napi’ Shawala kenma’ ñapanna’pi’la idenmalli'na' asu' nerñinalukla uklusa’lek, Kaschilla lunlusa’."
P00804,Entonces les voy a contar. ¡Escuchen!,Enta' winterkenma'. ¡Lawekku'!
P00805,"Dice que, antiguamente, (los españoles) los maltrataban, les reñían, los paleaban, los hacían trabajar hasta muy tarde.","Napi' ima llikanetchudek'i'ñina', yutudekllini'ma, llipu'tudekllini'ma, er'washinchi walek a'saka'tudekllina'."
P00806,"Por eso dice, una mujer llamada Malallina9,","Nana malek imi'na, ala'sa' shaya' llillinen itullina' Malallina,"
P00807,"Malallina solita, en el día y en la noche, elaboró su masato llenando toda su casa (con la bebida), 9 Malallina es la adaptación del nombre español Magdalena. En esta traducción hemos optado por mantener la forma shiwilu Malallina.","Malallineima ñañashasa', ukllilek dekpilli'lek, uklulu' nu'ta'n, iñer pideknen a'muetchan,"
P00808,y cuando (los Shawala) estaban pasando a trabajar con esos castellano-hablantes los llamó y les dijo:,nakupila'ser yasaka'tanna' nana Kaschilla lu'nsu'lek peklu'dek'an itudeklli:
P00809,"""Señores, ¡vengan y pasen a beber!","""Yuyu'lusa', ¡da'kerku' u'ku!"
P00810,"Les voy a dar de beber la chicha punta, su espuma les voy a dar de beber"".","A'urkenma' uklupidek, dinpunen a'urkenma'."
P00811,Diciéndoles así les ha hecho entrar y les dijo.,Itudek'an ima a'da'dekan ima itudeklli.
P00812,¡Vamos a matarlos a estos dos10!,“¡Enchuku' di'tawa' asu' katu'ta'!
P00813,"Nosotros somos bastantes, ellos son doscitos nomas.","Kenmu'wa' wapu'mu'wa', ma'ki'na asu' katu'shadapersa'."
P00814,"No se cansan de reñirnos, no dejan de pegarnos, ¿acaso eso es bueno?","Tukaner'chi'ñinerkenmu'wa', llikaner'chi'ñinerkenmu'wa', ¿nana’cha mulli?"
P00815,¿Les gusta a eso a ustedes?,Musu' a’cha kankantulama' kenmama'.
P00816,!Pónganse de pie como varones! 10 Se refiere a las autoridades españolas conocidos como Apu’tek y Sekputchek. Léase el texto siguiente.,¡Wanerku' enmu'pinenpu'su'!
P00817,"Cómo yo siendo mujer (me rebelo), les estoy diciendo a todos párense, les pido a todos que se pongan de pie. Así se van a parar, ahí está.","Ma'pu'si'na kua ku'aperku ñamu... Iñer itapallenma' wanerku', nu'su' waneretchuma', ma'ata'na."
P00818,Ahí está echado un shungo (palo sangre). ¡Hagan mazos.,Unkuenñan pek kua'palli. ¡Llisanala nu'tu'ku'!
P00819,Con eso vamos a golpear sus cabezas para matar a esos wiracochas!,Nana'lek llipu'mutu'tan dei'tawa' nana wa'dan!
P00820,"-""¿Por qué vamos a matarlos?"", dijo un viejo.","–“ ¿Ma'ki'na nu'taterwa?"", tullima ala'sa' taserpi."
P00821,"- “¡No, cállate tú! Quizás tú quieres que te sigan maltratando.","-""!Ma'sha, ta'tuler kenma! Kenmeipa' luwantula llikanerchapinpu'erkensu'"
P00822,"Tal vez querrás estar viendo que a tu esposa, a tu hija, a tus hijos varones los estén azotando”.","Nanipa' luwantula' yalli'apalinpa' sadanpen, teklapinpen, erkunpenlusa' llipu'taperkasu'”."
P00823,"""Así vamos a hacer entonces”, dijeron haciendo mazo.","""Nu'awa' nu'pachi tanni'ma llisanala nu'tanna'."
P00824,Buscaron a los yupaneros.,Ma'i silutulusa' dunkerllina'.
P00825,"Cuando tenían todos sus tambores, cuando yupaneaban se encontraron en la misma puerta de Apu’tek.",Tuntunwanta'ser silututa'ser inkapetllina' Apu'tekku' unkunanñik'inchi.
P00826,Viendo Apu’tek que estaban bien enojados corrió y se escondió en su dormitorio.,Lli'an ima Apu’tekku' enpu'nipa' yupilerkasu'tekka'lli insekkitulli wicha'pek.
P00827,Los del grupo del Malallina entraron y encontraron solamente a Sekputchek.,Nana Malallinalek ñapalusi'mi'na danker'kuñina' kani'ñina' Sekputcheksa'.
P00828,"Encontrándole, a él nomás lo revolcaron golpéandolo y lo mataron.",Kananna' nanasa' llikantullina' dei'tullina'.
P00829,Entonces salieron a buscarlo (a Apu’tek).,Nu'anna' yunsu'llina' yadunkeranna'.
P00830,"Lo vieron corriendo hacia el Pampayacu, lo siguieron pero no lo alcanzaron.","Lli'llini'ma tekka'pilasik Panpadeklupa', tupitullina' ñi kasek'i'ñina'."
P00831,"Regresando, a los que no apoyaron la rebelión les dijeron “¡Vamos a matarlos a esos que no se han adherido"".","Adanda'nni'ma, nana katu'pa'chinpu'lusa' itudeklli ""¡Enchuku' di'tudekawa' asu' katu'pa'chinpu'lusa'!"
P00832,¡Que los cobardes se terminen!,¡Ma'ki'na tek kualu'lusa' ta'wanchi!”
P00833,¡Que vivan puros fuerzudos!” diciendo a los que viven por el Barrio Bajo casi los han exterminado.,¡Nantapiteklusa'sa' nanpii” tan ima asu' Chilenllupa' nanpilusa' lliketchuduwidillekllina'.
P00834,"Entonces los que se escaparon, los que se corrieron, dice, se fueron a vivir por los cerros, se fueron a vivir.","Nanek ima chi'yek'erkasu' tekka'erkasu' ima, pa'llima mutupilupa' yananpinna', nanpikuñina'."
P00835,Veinticinco años pasaron y cuando las autoridades que habían hablado con Malallina murieron volvieron (a Jeberos).,"Katu'shunka' alei'teklun ekkilala ñisik ima, nana wa'anku’lusa' Malallinalek lu’rnkasu' nawei'ma ipa' chimia'ser adankenñunta'llina'."
P00836,¿nos van a querer?”,"Adencha'n ima wa'an lekllina' -""Adanpilencha'llidek kuda, ¿luwandetchuma' a’cha?"" Regresando le pidieron al gobernante -""Nosotros estamos volviendo,"
P00837,"-""Vengan, su pueblo es.","-""Wencha'ku', ñinnanlu'penma' nuka'a."
P00838,Ya Malalina ha muerto. Ella era la que sentía rencor.,Ipa’ Malallina chimiñi. Nana asu' luyuta'su'.
P00839,"Ahora nosotros, ahora este pueblo se ha dividido en dos: Barrio Bajo y Barrio Alto.","Ipa'li'na' kenmu'wa', ipa' asu' ñinanlu' katu'ta' ñillin: Chilen, Winen."
P00840,"Ahora vamos a vivir así, ahora ya no vamos a pandillar todo el pueblo.","Nu'su' ipa'la ñaterwa', ñi kenmu'wa' ipa'la chu'kenapi'nterwa' iñer ñinanlu'."
P00841,"Nuestro pueblo, los que viven en el Barrio Bajo, van a pandillar por el Barrio Bajo; los que viven por el Barrio Alto, por el Barrio Alto"", dijeron.","Ñinanlu'mapu'wa', Chilenkek ña'su', Chilenllupa' chu'kenetchu; Winenllupa' ña'su', Winenllupa’”, tanni'ma."
P00842,El pueblo puso policías en el medio del pueblo. Policía para el Barrio Bajo y policía para el Barrio Alto.,"Ninanlu' aku'llina' wala'wan ikiñek ñinanlu'. Wala'wan Chilenki, wala'wan Winenki."
P00843,Así vivieron cuántos años quizás.,Nu'si'ma nanpillina' enpu'dun ekkilalei'pa'.
P00844,"Desde entonces en adelante, poco a poco algunos barriobajinos se rabian cuando los barrioaltinos van por ahí.",Ipa'leklanlek a'metchala nu'unta' Chilenñusa' yullina' Winenllusa' pa'a'ser nanalupa'.
P00845,"Cuando los barriobajinos van por el Barrio Alto, las mujeres y los hombres del Barrio Alto se rabian.","Chillenllusa' pa'a'ser Winenllupa', Winellun Winenpenllusa'nta' yullina'."
P00846,"“¿Por qué estos del Barrio Bajo son asi? ¿Acaso nosotros nos vamos por ahi (por donde ellos)?”, diciendo se rabian.","""Ma'ki'na asu' Chilen nu'lli? ¿Kenmu'wa'ta’ nanalupa' pa'apalekwa'?"", tanna' yullina'."
P00847,Se desprecian hasta la actualidad.,Inluyupallina'pi'la ipa'la walek.
P00848,"No se están peleando, aunque no nos queremos mucho.","Ñi idenmapi'ñina', ñi'na musu' intantennapi'ñidek kuda."
P00849,"Yo también soy así mismo. A los barriobajinos no los aborrezco mucho, pero tampoco quiero conversarles.","kuanta' nu'apalek i'la. Chilenllusa' enpu'ninchi, enpu'ninchi ni luyuinpu'winek, ñi'na yaluntudek'i'nek."
P00850,Así han vivido antes.,Nu'su' nanpillina' napi'.
P00851,"Malallina es la que nos ha puesto así,","Malallina nana nu'su' aku'llundek,"
P00852,"Malallina es la que nos ha hecho reflexionar,","Malallina nana nu'su' a'kankantullundek,"
P00853,Malallina es la que nos ha hecho darnos cuenta.,Malallina nu'su' a'lli'tullundek.
P00854,Todos los hombres deberían ser como Malallina.,Nana Malallinapu'wa'su' ñillin iñer enmu'pinen.
P00855,"“Hubiéramos extinguido a todos los de habla española”,","“Nana asu' Ishpaña la'la'lunlusa' lliketchudeknanta'ser”,"
P00856,así les dicen en otro idioma al castellano.,"itullina' ali'la'la'leklan, asu' Kaschilla."
P00857,"“Ellos nos han enseñado a mentir, a robar, a matar, todas esas cosas.","“Nawa' asu' a'lekllinerkenmu'wa' tumu'akawek, apetchakawek, di'akawek, nanadaper ima'ka."
P00858,Nos han hecho quedar a nosotros malos en nuestro corazón”,A'lliyanantulekwa' kenmu'wa' kankanmapu'wek”
P00859,"así han dicho antes los abuelos, las abuelas, tomando hasta la medianoche.","tullina' napi' papinkuku'lusa', amiku'lusa', ikineklli walek uwenna'."
P00860,"Sentados afuera, como tomando su masato, así decían, mirando las estrellas, mirando los astros.","Du'anna' adipi, uklulunenna' uwanna'pu'su', tusu' tullina', tandulalusa' lli'anna', pi’tandula lli’anna’."
P00861,"Dice que el astro le había tocado el corazón a Malallina, decían algunos.","Pi'tandulaler ima pata'kankañi asu' Malallina, tullina'nta'."
P00862,Así a otros recriminan.,"Nu'su' ali'ladaper llipetchullina',"
P00863,“¿Por qué pues han abierto ese camino a Moyobamaba?,“ ¿Ma'ki'nta' asu' Muyunpa inchilala ekketchullina'?
P00864,Viniendo por ahí nos están viniendo a hacer esto.,Nanalupa' uk'anna' asu' utapakellinerkenmu'wa'”.
P00865,"Ellos tienen la culpa, los que han abierto ese camino"" han dicho algunos.","Usha'wallina' nana inchilala ekketchulusa'"" tullini'ma' nu'unta'."
P00866,"Así vamos a estar viviendo pues ahora, otras gentes han entrado en Jeberos.","Nu'su' ñapilaterwa' enta' ipa'la, nermuda'lusi'pa' danker'kuñina' Shiwiluk."
P00867,Ellos ahora nos estan enseñando el castellano.,Nawa' ipa'la asu' Kaschilla la'la' a'lek’apallinerkudek.
P00868,En la escuela primaria y secundaria soló hablan puro castellano.,Asu' a'lektupideklusek ñinchitupideklusek nana Kaschillasa’ luñina’.
