pair_id,texto_id,item_number,SHIWILU,ESP,quality_flag
T010_N035,10,35,"Nanapu’a’su’ taserpilusa’ ñinchia’lachekterkasu’, ñinchilawer’erkasu’ a’lachektetchuna’, laweretchuna’ ma’tusui’pa’ wa’lata’kawa’su’.","Eso los viejos que saben hacer entender, que saben interpretar, van a hacerles entender nuestros sueños,",ok
T010_N036,10,36,"nana wintupatekwa’ nana tetchu,","cuando le contemos el viejo va a decir,",ok
T010_N037,10,37,"nana wa’lata’masui’na tusu’ tusu’ nu’aterwa’, nana malek i’na nasu’ku’ wilalusa’ nasu’” tullima ala’sa’ taserpi.","que eso que has soñado así así va a suceder, por eso estén alertas muchachos” dijo un viejo.",ok
T010_N038,10,38,"Tanni’ma insekdipellina’, uklulu’nenna’ a’nu’tullina’ sadina’ yekpanna’.","Dijeron esto y se alistaron, mandaron a hacer masato a sus señoras para llevar.",ok
T010_N039,10,39,Tekkinchima ala’simana’ sekllintapilanna’ ektu’llina’ ala’sa’ kupin mutupi.,De verdad una semana iban abriendo trocha y llegaron a una loma grande.,ok
T010_N040,10,40,Nana sakanlupi’mi’na lli’llina’ pen mukatapa’su’.,En esa bajada vieron humo.,ok
T010_N041,10,41,Nana ala’sa’ nadi’nek ima tulli “¿Nanek den ipa’ nanpipalli? enta’n lli’kunchek i’na” tan ima pa’lli.,Cuentan que un joven dijo “¿Ahí quién vivirá? A ver voy a ver” dijo y se fue.,ok
T010_N042,10,42,Pa’an ima lli’kuñi pilenñantapalli.,Yendo vio a alguien tocando flauta (era el duende).,ok
T010_N043,10,43,"Iñer ima dullinen adipi, ukunpala’lli, ñi chipitekwi’ñi.","Todos sus intestinos estaban fuera colgados, no tenía piel.",ok
T010_N044,10,44,Naneklima itulli:,De ahí le dijo:,ok
T010_N045,10,45,"- “¿Ukla’ncha, yalli’wá?”","“¿Has venido, hermano menor?” (duende)",ok
T010_N046,10,46,"- “Uklek, alli’sha. Penshapen luwanpa’llen”.","“Sí, he venido, hermano. Tú candelita necesito”. (joven)",ok
T010_N047,10,47,"- “¡Ma’ata’na, ekpanter!","“¡Ahí está, lleva! (duende)",ok
T010_N048,10,48,Dekpilli lli’kunchenma’ lunpawa’”.,En la noche les voy a visitar para conversar”. (duende),ok
T010_N049,10,49,"- “Ta’iter, alli’shá”.","“Muy bien, hermano”. (joven)",fallback_last_line_as_spanish
T010_N050,10,50,Tanni’ma adenchanna’ lunchallina’ da’mupa’ser nana musun.,Dijeron eso y regresando (el joven y otros) vinieron a contar al grupo de personas.,ok
T010_N051,10,51,"Naneklima luncha’llina’ “Asu’lupa’ lansi’sa’ ala’sa’ ya’lli, dullinen iñer ukunpala’lli,","Entonces contaron “Por acá hay un hombre puro hueso y sus intestinos le cuelgan,",ok
T010_N052,10,52,kankanen ukunpala’lli”.,su higado está colgado nomás”.,ok
T010_N053,10,53,"“Inlli’inuku’la’, wilalusa’” tullima ala’sa’ taserpi.","“Mucho cuidado, muchachos” dijo un viejo.",ok
T010_N054,10,54,Aner enpu’ninchi yawichi’tama’”.,No vayan a dormir mucho”.,ok
T010_N055,10,55,"Tan ipa’linchi penwañina’ nana, ma’i, Lansi’ Wa’dan pennenlek.","Dijeron eso e hicieron fuego con la candela de, este, el Duende Puro Hueso.",ok
T010_N056,10,56,Nanek ima wa’ki’lleklli urankasu’ supinak ima.,"De ahí, dice, (el duende) les hizo dormir después de que comieron.",ok
T010_N057,10,57,Ipa’ yawichi’llina’ uranpanni’ma nu’unta’ anu’la’lli.,Tenían sueño y mientras comían algunos cayeron.,ok
T010_N058,10,58,Ala’sa’ taserpiler ima pinter setmun a’u’deklli.,"Un viejo, dice, diluyó tabaco y les dio de beber (para que se despierten).",ok
T010_N059,10,59,A’metcha nanpiladencha’llina’.,Poquito les quitó el sueño.,ok
T010_N060,10,60,Nanek ima inpinanerllanna’ pek kuallina’.,Ahí dice se olvidaron y se acostaron.,ok
T010_N061,10,61,Wichi’a’ser ima tekkinchi Lansi’ Wa’dan uk’an iñer ima laki’kerdeklli.,"Cuando se durmieron, dice que de veras vino el Duende Puro Hueso y a toditos los mató mordiéndoles el cuello,",ok
T010_N062,10,62,"Nu’tan, pidekñik sichi’dandek’an iñer urañi.","Después de hacer eso, los acarreó a su casa (a todos los cadáveres) y se los comió.",ok
T010_N063,10,63,Nanek ima nana pa’lusa’ sadinai’ma wa’apetchullina’.,Dice que ahí las esposas de los que se habían ido tuvieron un mal sueño.,ok
T010_N064,10,64,Nu’sik ima lli’llina’ er’washinchi ekdulunlu’tek.,"Después, cuando se puso el sol, vieron nubes de viuda en el cielo.",ok
T010_N065,10,65,"“¿Denkenmu’wa’ ekdulunterwa’, ten”","“¿Ay, quién de nosotras irá a quedar viuda?”",ok
T010_N066,10,66,tullima ala’sa’ shaya’.,dijo una mujer con pena.,fallback_last_line_as_spanish
T010_N067,10,67,"“Ma’shipa’, yu’lanla’pi’ nuka’a”.","“Quizás no, quizas es un anuncio de lluvias”.",ok
T010_N068,10,68,“Nu’an asu’ kekkilu’tek yunsu’lli ya’lli’minmu’wa’ yapekkiwantanminmu’wa’”,“Quizás aparecieron estas nubes para pronosticarnos mal agüero”,ok
T010_N069,10,69,tullini’ma ali’ladaper.,dijeron otras.,fallback_last_line_as_spanish
T010_N070,10,70,Nanek ima nu’unta’ ipa’ wa’latapallina’.,"Dice que ahí otras estaban soñando,",ok
T010_N071,10,71,Nu’unta’ ipa’ wa’danwañi nana pidik:,Ya algunos de los espíritus de los esposos muertos penaban en sus casas:,ok
T010_N072,10,72,"Llipu’lli, unkunan ekketchulli, pata’tulli kusinek.","Golpea, abre la puerta, toca una y otra cosa en la cocina.",ok
T010_N073,10,73,Nu’apa’ser ima ipa’ ektu’nchalli dukerñenna’ yadencha’erkasu’.,"En lo que eso iba sucediendo, se cumplió un mes y el momento en que debían regresar.",ok
T010_N074,10,74,"Kala ukllima lli’chinpu’a’ser, wa’an peklu’deklli ñinanlu’ nanapu’si’la.","Como después de tres días no aparecieron, el gobernante convocó al pueblo.",ok
T010_N075,10,75,“¿Den ilanma’ a’cha yapa’etchunma’?,“¿Quiénes de ustedes quisieran ir (a buscar a los otros hombres)?,ok
T010_N076,10,76,¡Nana saka’tapalusa’ lli’kunchunma’”.,A esos que están trabajando (abriendo trocha) vayan a verlos!”,ok
T010_N077,10,77,“ kua” tullima ali’ladaper.,“Yo” dijeron los otros.,ok
T010_N078,10,78,A’pa’deklli.,(El gobernante) les mandó.,ok
T010_N079,10,79,Chipetcheknenna’si’ma’ pektentapalli.,(Al llegar vieron que) Solamente sus mosquiteros estaban templados.,ok
T010_N080,10,80,"Adenchanna’ wa’an wintullina’, ñinanlu’ peklu’lli.","Regresaron y le contaron al gobernante, quien convocó al pueblo.",ok
T010_N081,10,81,Nanek ima ala’sa’ taserpi wa’latutek tulli:,Cuentan que ahí un viejo soñador dijo:,ok
T010_N082,10,82,"“¡Ma’sha, ñinanlu’ iñer pa’i’nchu.","“¡No, no va a ir todo el pueblo.",ok
T010_N083,10,83,A’pimuchun ali’la musun dunkerku’!,Más bien propongan otro grupo!,ok
T010_N084,10,84,Nawa’ler a’ka di’tetchuna’ nana anaka’.,Ellos sí van a matar a esa fiera.,ok
T010_N085,10,85,"Nana anaka’ler pekdadeklli” tan ima a’insekdiperdeklli, musu pilendek’anna’:",Esa fiera les comió a todos” dijo eso y (el gobernador) hizo que se preparen y les aconsejaron:,ok
T010_N086,10,86,"“¡Nasu’ku’la’. Nasu’ku’la’, wilalusa’!","“¡En acción. En acción, muchachos!",ok
T010_N087,10,87,"¡Aner yatek kuatama’, sunkiwanpalama’, pasektuku’ nanalek!”","¡No teman, ustedes tienen machetes, píquen con eso (a las fieras)!”",ok
T010_N088,10,88,Tekkinchima pa’llina’.,De veras se fueron.,ok
T010_N089,10,89,Lli’kuñina’ chipetcheklusa’sa’ pektentapa’ser nanek.,Vieron solamente los mosquiteros templados ahí.,ok
T010_N090,10,90,Ipa’linchi itudeklli “Asi’na anaka’llina’”.,Entonces dijeron “Estos fueron atrapados por las fieras”.,ok
T010_N091,10,91,Pinter ima sekmu’lli papinku.,Diluyó tabaco el viejo.,ok
T010_N092,10,92,"Nanek ima nawa’nta’ lli’llina’ mu’katapa’su’ pen, pa’anna’ lli’kuñina’.",Dice que ahí divisaron ellos también humo de candela y se fueron a ver.,ok
T010_N093,10,93,"Pennen alañina’, lli’llina’ dullinen ukunpalalli.",Le pidieron su candela (al duende) y se dieron cuenta de que sus intestinos estaban colgados.,ok
T010_N094,10,94,Ektu’a’ser ima itudeklli:,Dice que cuando llegaron les dijo (el duende):,ok
T010_N095,10,95,- “¿Uklama’ a’cha nanapu’si’la?”.,“¿Vinieron otra vez?”,ok
T010_N096,10,96,"- “Ukllidek, alli’sha”.","“Hemos venido, hermano”.",fallback_last_line_as_spanish
T010_N097,10,97,"- “Enta’n, er’washinchi lli’kunkenma’”.","“A ver, por la tarde les voy a ir a visitar”.",ok
T010_N098,10,98,- “Pen luwanpa’lliyen”.,“Necesitamos tu candela”.,fallback_last_line_as_spanish
T010_N099,10,99,- “¡Ma’ata’na pen maku’!”,"“¡Ahí está, la candela agarren!”",ok
T010_N100,10,100,Ekpantasik ima taserpiler pilli’tan lutu’lli.,"Cuando se la llevaron, el viejo la agarró y la detectó.",ok
T010_N101,10,101,“Asui’na mui’ñi asu’ pen.,“Esta candela no es buena.,fallback_last_line_as_spanish
T010_N102,10,102,"Asu’lek penkwanna’, akusutanna’, uranna’ wa’ki’deklli Lansi’ Wa’danler”.","Con esto prendieron fuego (los del primer grupo), cocinaron, comieron y así les hizo dormir el Duende Puro Hueso”.",ok
T010_N103,10,103,"Tullima nana lunanpichita’su’, tullima nana wa’lata’su’:","Cuentan que dijo así el hombre que detectó, eso dijo ese soñador:",ok
T010_N104,10,104,"“Lauk’apetchuma’, ipa’la u’etchu. ¡Idenmaku’la’!",“Van a escuchar (ruido) y en ese momento va a venir. ¡Peleen!,ok
T010_N105,10,105,"Nasu’ku’ ipia’laklanek” itudekllima wilalusa’,","Desde ahora pónganse en acción” les dijo a los muchachos,",ok
T010_N106,10,106,nana nadi’neklusi’ma.,a esos jóvenes.,ok
T010_N107,10,107,"Ali’ladaper nalatuntun llituntullina’, chipetcheknenna’ lalak yakala’nna’.",Unos cortaron trozos de madera para meterlos dentro de sus mosquiteros (y hacerle creer al duende que eran ellos durmiendo).,ok
T010_N108,10,108,Nu’anna’ insekkitullina’.,Después se escondieron.,ok
T010_N109,10,109,"Nanek nuka’ uklullina’, pinter katenñina’, pinchiyek nu’tanna’ ullina’ wichi’inpu’erkek.","Ahí mascaron ají, pusieron tabaco en su boca, tomaron tabaco diluido para no dormirse.",ok
T010_N110,10,110,Nanek ima tekkinchi lupa’ lenmeklli.,Dice que de verdad la tierra tembló (debido a que el duende venía).,ok
T010_N111,10,111,Nana lupa’ lenmek’a’su’ supinak nalalusi’ma pada’sa’tulli.,Cuando calmó el temblor los árboles se sacudieron.,ok
T010_N112,10,112,Llinanlusi’ma tanpa’nen ukunñina’.,Las ramas de las lupunas quebradas se mantenían colgadas (ya el duende los estaba hipnotizando).,ok
T010_N113,10,113,“!Enta’n lli’ku’!,“¡Más miren!,ok
T010_N114,10,114,"¡Nantapiku’la’, nasu’ku’, wilalusa’!” itudekllima.","¡Ánimo muchachos, tengan valor, en acción!” les dijo.",ok
T010_N115,10,115,"Nanek ima ipa’linchi ma’i... nanek tekkinchi uksik idenmallini’ma, enpu’nipi’ma idenmallina’.","Entonces de verdad cuando llegó (el duende) pelearon, pelearon mucho rato.",ok
T010_N116,10,116,"Da’pinima lansi’sa’, enpu’ni nantapillinpi’ma.","En vano era puro hueso, pues tenía mucha fuerza.",ok
T010_N117,10,117,"Dei'tanna', pen dintunna', aku'lalatullina'.","Lo mataron, atizaron la candela y lo metieron (al fuego).",ok
T010_N118,10,118,Chiminla'pi'n ima lunpalli:,Aunque había muerto hablaba:,ok
T010_N119,10,119,"“Ipa' dei'tulamau'ku, ipa' kekkapalama'u'ku lli'chinpuek a'pinta'.","""Ya me han muerto, ya me están quemando para que no vea más nada.",ok
T010_N120,10,120,"Da'ilek i'na kua tekpa ñichek, ñichek iyun, tunka, etchu, lu'wellu, isekpila ñichek, ukladekpenma' uwapetchekpi'la enpi’walekpi'nta’”,","“Por eso me voy a convertir en garrapata, voy a ser zancudo, tábano, tabanillo negro, mosquito, mosca grandecita voy a ser, voy a estar tomando su sangre por siempre"",",ok
T010_N121,10,121,tullima Lansi' Wa'dan uker'apan.,dijo el Duende Puro Hueso mientras se quemaba.,ok
T010_N122,10,122,"Musui'ma ukllishin uksuketchulli, pendalu'sa' llia'lli.","Bien ardió hasta el amanecer, quedó pura ceniza.",ok
T010_N123,10,123,Nana chida’su'la’sui’mi’na ñi illi’inui’ñi winter’kasu’.,Uno que madrugó no se acordó nada de lo que le habían advertido (que no ventee la candela antes de que la icaren).,ok
T010_N124,10,124,"Nanek ima dasu'la yunsa’n a’uluntulli, tekkinchima nanekla yunkelli iyun, tunka, etchu, dudinpu’ lli’la muinpu’a’su’.","Dice que de madrugada, al levantarse, venteó la ceniza con abanico y de ahí salieron zancudos, tábanos, tabanillos negros, toda clase de insectos que no valen.",ok
T010_N125,10,125,"Nu’unta’ ima lanpi’tasu’ nana pendalu’ penlu’pasu’. Nanekla ima ñilli kuwer’, tuner, dudinpu’ kaluwi’ ñilli merpimapu’wek tullina’.","Algunos percibieron la ceniza que volaba. Dicen que de ahí se originó la lombriz, el iluli, toda clase de enfermedades que hay en nuestro estómago, dijeron.",ok
T010_N126,10,126,"Naneklima ali’la musun pa’an, sekllintan ima simana’ ima sekllintullina’.","De ahí otro grupo se fue, trochando semanas, han hecho trocha.",ok
T010_N127,10,127,Ali’ladaper ima ker’ aku’pakuñina’.,"Otros, dice, fueron a poner más yuca (para aprovisionarse).",ok
T010_N128,10,128,Uk’apinlencha’ni’ma kelluluñiñi’ kanañina’.,"En lo que estaban llevando, encontraron al tigre negro.",ok
T010_N129,10,129,"Ekkadek pektañina’, a’ukluka’llina’, wa’tenñina’.","Sangraron lechecaspi, la hicieron hervir y lo esperaron.",ok
T010_N130,10,130,"Ukkapinchasik, uktalek i’la pidanantullina’ mutu’ñik.","Cuando venía (el tigre negro), con la olla de barro y todo se lo echaron en su cabeza.",ok
T010_N131,10,131,"Ukta nudektulli ama’ladatulli nana, ma’i, kelluluñiñi’.","La olla se rompió y le bañó toda la cara al, este, tigre negro.",ok
T010_N132,10,132,"Nana inpikanpasik ima, pa’anna’, pasek pasekka’tullina’, paki’tullina’.","Dice que mientras (el tigre negro) se revolcaba, (los hombres) se acercaron, lo picaron varias veces y lo mataron violentamente.",ok
T010_N133,10,133,Ipa’la’ka tullima ala’sa’ taserpi “Ipa’ asu’nta’ka ka’nansinmu’wa’ kenmu’wa’ inlli’inuinpu’a’kawa’su’ ñilli.,"Entonces un hombre viejo dijo: ""Ahora sí éste ya nos hubiera comido a nosotros si no nos hubiéramos prevenido.",ok
T010_N134,10,134,Ma’pu’a’ka’wasui’pa’ ñak kua’” tullima. “Ipi’na dei’tulekwa’ kelluluñiñi’.,"¡Qué clase (de personas) quizá somos!"" dijo (pues nos debimos prevenir desde un principio). ""Pero ya le hemos muerto al tigre negro"".",ok
T010_N135,10,135,“Ku’apenñen nanpipalli” tan ima.,"""Su hembra vive"" dijeron.",fallback_last_line_as_spanish
T010_N136,10,136,"Sekllintulli iñer uklli, ala’ simana’, katu’ simana’, kala simana’, ala’ dukerkek ima ektu’llina’ Muyunpak. Hicieron trocha todos los días, una semana, dos semanas, tres","semanas, un mes y llegaron a Moyobamba.",ok
T010_N137,10,137,"Lli’kuñini’ma panpateklu’lusa’. ""Ma’lusa’ asu’?"" tullini’ma panpateklu’ lli’anna’.","Dice que se fueron a ver los pastos. “¿Qué es esto?"" dijeron viendo el pasto.",ok
T010_N138,10,138,Ta’tushalai’ni’ma nakutullina’ (tanluwa ima yunsanpalli lamapu’nna’ nakuerkasu’).,"Calladitos pasaron (el viento se levanta, dice, cuando se pasa haciendo bulla).",ok
T010_N139,10,139,"Nawei’mi’na nana malek ima nawa’ ta’tushalanna’ pa’llina’, ta’tushalanni’ma dekkuntullina’.","Por eso ellos se fueron calladitos, caminaron cuidadosamente sin hacer ruido.",ok
T010_N140,10,140,"Naku’tanni’ma, ukllinantanna’, ektu’llina’ Muyunpak.","Después de pasar (ese lugar peligroso), amaneciéndose, llegaron a Moyobamba.",ok
T010_N141,10,141,"Ektu’sik ima Muyunpak, nana Inka’ la’la’ lunlusa’ler ima, yadi’tudeklli.",Cuentan que cando llegaron a Moyobamba los que hablaban en lengua Inca los quisieron matar.,ok
T010_N142,10,142,Da'ilek ala'si'mi'na lachik'apalli asu' Shiwilu la'la'.,"Entonces, dice que había uno que entendía la lengua shiwilu.",ok
T010_N143,10,143,"Naneima a’lachiktulli ""Aner yanu’tudektama’ asu’ yadi’tudektama’, nawa’ uk’i’ñina’ ya’di’nna’"" tullima nana a’lachikta’su’.","Él ha explicado: ""A ellos no los traten así, a ellos no los maten, ellos no han venido a matar"" dijo el intérprete.",ok
T010_N144,10,144,"Wa'an tullima nanek, nanek wa’an ñiwiñi.","Dice que ahí había una autoridad, ahí había gobernante.",ok
T010_N145,10,145,"Nana wa’anler peklu’deklli, peklu’dek’an itulli: -""¿Ma’i’na luwantanma’ uklama’?”.","El gobernante los llamó y tras llamarles les preguntó: -""¿Qué cosa queriendo han venido?",ok
T010_N146,10,146,"-""Yaluwer’amudek ukllidek.","-""Queriendo conocer hemos venido.",fallback_last_line_as_spanish
T010_N147,10,147,Ali’la muda’ nerñinanluklan weklusa’ yalli’dekllidek Dadapu muda’lusa’.,"A otra gente que han venido de otros pueblos queremos verles, a la gente blanca.",ok
T010_N148,10,148,"""Nana nu’amudek ukllidek"" itullini’ma.","Por eso hemos venido"" dijeron.",ok
T010_N149,10,149,"Tekkinchi ala’sa’ Dadapu mudi’ma lli’tulli. Lli'anna’ imanantullina’, lli’anna’ ñi enpi’ lli’inpu’erkasu’.",Ahí efectivamente apareció un hombre blanco. Al verlo se asustaron de ver lo que nunca antes habían visto.,ok
T010_N150,10,150,"Nanek ukllinantanna', ali'la uklli ukllinantununta'nna' tullina' ""Yadanta'llidek.","Entonces cuando amanecieron, otro día cuando amanecieron nuevamente dijeron ""Ya queremos volver"".",ok
T010_N151,10,151,"Adencha'nni'ma luncha'llina': ""Enpu'nipa' ali'la ñinanluk lupa'paperpidek'wañina'.","Tras volver (a Jeberos) contaron: ""Mucho en otros pueblos tienen casa embarrada (tarrajeada).",ok
T010_N152,10,152,"Kenmu'wi'na asek ñiden lupa'paperwi'ñi"" tullima nana lli'tukunlusa'.","Sin embargo, aquí ninguno de nosotros tiene casa embarrada"" así dijeron los que se habían ido a ver.",ok
T010_N153,10,153,Nanekla ali'la musun pa'nunta'lli pentunanlusa' aku'pilan.,"De ahí, otro grupo se fue otra vez colocando puentes.",ok
T010_N154,10,154,Naneklaka insichidañina'.,"Después de eso, nuevamente se fueron otros más.",ok
T010_N155,10,155,"Nanekla ñi a’pinta’ yapitetchi’ñina’, ñi ananchi’ñina', ñi asu’ pankuellinchi’ñina’.","De ahí ya no quisieron hilar, ya no desmotaban el algodón, ya no hacían ovillo.",ok
T010_N156,10,156,Pitetchi’ñina’ ipa' nana kapiña’su’ lli’anna’.,Ya no hilaban porque habían visto las telas (en Moyobamba).,ok
T010_N157,10,157,Maweklima kanana kenmu’wa’ pitetcha’kawa’su’ ta’wantulli.,"Al descrubir eso, lo que hilábamos se terminó.",ok
T010_N158,10,158,"Nanekla adenchenna' luncha'llina' “Nanalupa' Dadapu muda' nanpipalli, kañellu'ladatusu, adawa'ladatusu.","Al regresar de allí hablaron “Por ahí vive gente blanca, de ojos azules, de ojos claros.",ok
T010_N159,10,159,"Un’unta’ ma’lusa’ ladawi’ñinpu’su’ lli’tulli, nerñinanlukla nanna’"" tullina’ napi’.","Algunos parece que no tuvieran ojos, porque son de otra raza"" dijeron antes.",ok
T010_N160,10,160,"Naneklimaka, pacher kencha’llina’ apetchanna’ dekpilli.",Cuentan que de ahí se trajeron al cura raptándolo por la noche.,ok
T010_N161,10,161,"Nana inchilalalupa’ adencha’nni’ma luncha’llina’: ""Enpu’nipa’ uran ñilli nana inchilalalupa’, dudinpu’ ñapalli.","Regresando por ese camino dijeron: ""Por ese camino hay bastante comida, hay de todo"".",ok
T010_N162,10,162,"Ali'la musu'nti'ma pa'lli nanalupa'pi'la, yaluwerkun. Adencha'n nananta' luncha'lli.",Otro grupo se fue por ahí mismo queriendo conocer. Volviendo ellos también hablaron.,ok
T010_N163,10,163,"Nanek ima ala’sa’ taserpi waneran tulli ""Ipa’la’ka ali’la ñinanlu’ luwetchulekwa’. Ipa’ wer’uklli kawi’ta’su malek u’apalekwa’"".","Dice que ahí se puso de pie un viejo y dijo: ""Ahora sí hemos conocido otro pueblo. Porque ya se aproxima el día del perecimiento (el día del fin) estamos así.",ok
T010_N164,10,164,"Tulli ala’sa’ tasellunsha, nanima wa’adik tulli, wa’datulli, enpu’ninchipa’ kaluwi’ ektu’kerechu.","Dijo una viejita, ella tuvo una visión, soñó que seguramente muchas enfermedades llegarían.",ok
T010_N165,10,165,"“Nerpi’lantetchuna’ asu’ kaiklusa’, nadi’neklusa’, taserpilusa', papinkulusa’"" tullima.","“Van a experimentar cambios estas mujeres, los jóvenes, los viejos, los abuelos"" dijo.",ok
T010_N166,10,166,"Tekkinchima nana inchilalalupei'ma ukllina' luwerkellusa', wa'danlusa', Dadapu muda'lusa'.","Cuentan que de verdad por ese camino llegaron los que vinieron a conocer (Jeberos), los wiracochas, los blancos.",ok
T010_N167,10,167,Nu'siklimaka asu’ Muyunpa inchilala nu’tullina’.,De esa manera construyeron el camino de Moyobamba.,ok
T010_N168,10,168,"Tullina’ amiku’lusa’ ""Kuda usha’wañidek asu’ ipa’la wa’danlusa’ uk’anna’ llikanerchi’ñinerkenmu’wa’.","Las abuelas ya finadas dijeron: ""Nosotros somos los culpables de que ahora los señores vengan y nos hagan la vida imposible sin motivo"".",ok
T010_N169,10,169,"Ma'lusa', nu'unta' willina' llikanetchi'ñina' nanapu’tullinerkenmu’wa’, asu’ katu’shadaper"" tullina' ima idiuntunna' lunna'.","Así como algunos maltratan a sus hijos a cada instante, así estas dos personas (nos maltratan a nosotros)8"" dijeron en una reunion hablando.",ok
T010_N170,10,170,"Inwellektanna', inmusha'iteklanna', tullini'ma kunpallinenna' luntanna'pu'su'. Nanek uwanna', tusu'sa' luñina'.","Lloraron entre ellos, se besaron las manos, así dijeron como dialogando con sus compadres. Ahí bebiendo todas estas cosas hablaban. 8 Probablemente el narrador hace alusión a los espa ñoles conocidos como Apu’tek y Sekputchek. Véanse las narraciones siguientes.",ok
T010_N171,10,171,Nawa' lu'rnka'su' kudanta' laukta'kudeksu' wilakudek ñamudek lunpallidek.,Lo que ellos hablaron y nosotros escuchamos cuando éramos niños eso estamos contando.,ok
T010_N172,10,172,"Nu'sik nu'eklima nana Muyunpak ektu'llina'"" tullina' papinkuku'lusa'.","Así, de esa manera, llegaron a Moyobamba"" decían los abuelos ya finados.",ok
T010_N173,10,173,"Nanek ima nu'unta' itudekllina' ""Kerku' sha'wapenma' uku'lakeru'kudek"".","Dice que ahí algunos (españoles) les decían (a los shiwilu) ""Traigan a sus hermanas para vendérnoslas"".",ok
T010_N174,10,174,"Nu'unta' latekta'sui'ma ekpa'n sha'wan uku'latukun, enpu'nipa' kulliker enka'llina'.","Algunos que obedecieron llevaron a sus hermanas, las llevaron a vender, y les dieron mucho dinero.",ok
T010_N175,10,175,"Shunka' ekkilala, shunka' ínkatu', shunka' alei'teklun ku'apellusa'pu'su' pa'llina'. Iñer uku'latukun.","Diez años, catorce, quince, como mujeres (de los españoles) se fueron. A todas las fueron a vender.",ok
T010_N176,10,176,"Uku'latudek'anna', insekkilapidek'anna', uk'lapincha'dekllina' nana.","Una vez que las vendían, (los hermanos) se escondían y las abandonaban, se venían (a Jeberos) dejándolas.",ok
T010_N177,10,177,Wellek'apawi'ni'ma tekkiyallina'.,(Las mujeres) lloraban bastante y después se acostumbraban.,ok
T010_N178,10,178,"Katu' shunka' ekkilala ñisik ima ""Ipa'a'ka panta'ku' ñinanlu'penmek"", itudekllina' nana taserpiku'lusa', ma'i, mukankinpu'lusa'.","Cuando ya pasaban veinte años ""Ahora sí, vayan a su pueblo"", les decían los viejos, este, los que tenían mal corazón.",ok
T010_N179,10,179,"Nu'siklimaka ipa'la asu' ñinanlu'mapu'wa' susulli, nerpi'la muda'lusa' nanpillina', nerpi'la ku'aper uk'apalli, kaluwi' ker'apallina'.","De esa manera ahora nuestro pueblo ha crecido, gentes de otros lugares viven, otras mujeres vienen, traen enfermedades.",ok
T010_N180,10,180,"Nanadaper ima, Yus luwanta'su' malek, nana nu'apilalekwa'.","Todas esas cosas, porque Dios quiere, estamos cambiando.",ok
T010_N181,10,181,Ipa'la asu' shaya'lusa' inllinsellina' asu' ladanenna'.,Ahora las mujeres se pintan sus caras.,ok
T010_N182,10,182,Nana usha'wañen Muyunpa inchilala ekketcherka'su'.,Los culpables son los que abrieron el camino a Moyobamba.,ok
T010_N183,10,183,"Da'ilek, ipa'la tulekwa' ""Mullin, nanekla nana’ka lli’akwa’ kenmu'wa'nta' ipa'la enchekmapu'wa' dektuntulekwa', lunekwa' asu' Kaschilla'"", tullina' papinkuku'lusa'.","Sin embargo, ahora decimos ""Está bien, eso sí viéndoles nosotros también nos cortamos nuestros cabellos, hablamos el castellano"" dijeron los abuelos ya finados.",ok
T010_N184,10,184,"Du'anna', wa'inutanna', nerpi'pu' ñiper'dekllina' nana pa'lusa'.","Se sentaban, sentían pena y a veces insultaban a los que habían ido (por primera vez a Moyobamba).",ok
T010_N185,10,185,"""Aner nanalupa' yapa'tama"" tullima ala'sa' papinkusha.","""No se vayan por ese camino"" decía un abuelito.",ok
T010_N186,10,186,"Da'ilek, ali'ladaper tullina' ""Saka'tunan dunkerpatekkudek nanalupa' pa'achidek"", tullima. Sin embargo, otros opinaban ""A buscar trabajo tenemos que ir por","allá"", decían.",ok
T010_N187,10,187,Nu'apileklima kencha'llina' inalupa' ku'apellusa' kullikerwanlusa'.,Así seguía hasta que trajeron por acá (por Jeberos) mujeres adineradas.,ok
T010_N188,10,188,Pipekdek'anni'ma kencha'dekllina' ya'luwerdek'anna'.,Dice que cargadas en la espalda las trajeron queriendo hacerles conocer.,ok
T010_N189,10,189,"Pacher’ pipek'anna' kerapencha'llina' ""¿Ipa'li’na denler pacher’ pipek'apetchu?"", tullina'.","Al cura cargándolo en la espalda lo traían ""¿Ahora quién va a estar cargando al cura?"", dijeron.",ok
T010_N190,10,190,"“Napi’, kuanta’ wilakuñamu laukta’kasu’ nana Muyunpa inchilalak taker’llina’, Lansi’ Wa’danler ka’deklli” tullina’.","“Antes cuando yo era niño he escuchado que en ese camino de Moyobamba perecieron, el Duende Puro Hueso les comió” dijeron.",ok
T010_N191,10,191,"Nu'unti'ma kelluluñiñi'ler ka'deklli, pa'nunta'nni'ma ipa' di'tullina'.","A algunos se los comió el tigre negro, cuando volvieron a ir los mataron.",ok
T010_N192,10,192,"Ipa'linchi kelluluñiñi'pa' ñapa'n, inlli'inuku', ya'nlli'tapi'ñi a'pinta'.","Ahora tal vez sólo el tigre negro hay, tengan mucho cuidado, no se deja ver más.",ok
T010_N193,10,193,"Ñidenler lli'api'ñi, yaya’nlli’chi’ñi, nu’su’.","Nadie lo ve, no se deja que lo vean, así.",ok
