source_pair_id,shiwilu_original,shiwilu_variant,detected_suffix,swapped_with,spanish_kept,status,warning
U00221,ikerlli,ikera',lli,a',duele.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00221,ikerlli,ikerek,lli,ek,duele.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00221,ikerlli,ikeru',lli,u',duele.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00158,da'encha'ku',da'encha'ka',u',a',entren.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00158,da'encha'ku',da'encha'kek,u',ek,entren.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00158,da'encha'ku',da'encha'kna',u',na',entren.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U01425,inlu'uktuwinek,inlu'uktuwina',ek,a',tuve cuidado.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U01425,inlu'uktuwinek,inlu'uktuwinu',ek,u',tuve cuidado.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U01425,inlu'uktuwinek,inlu'uktuwinna',ek,na',tuve cuidado.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U02027,yaekpa'lek,yaekpa'a',lek,a',quiero conducir.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U02027,yaekpa'lek,yaekpa'ek,lek,ek,quiero conducir.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U02027,yaekpa'lek,yaekpa'u',lek,u',quiero conducir.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U02028,yaekpa'lek,yaekpa'a',lek,a',quiero manejar.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U02028,yaekpa'lek,yaekpa'ek,lek,ek,quiero manejar.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U02028,yaekpa'lek,yaekpa'u',lek,u',quiero manejar.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U01446,lli'echek,lli'echa',ek,a',lo miraré.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U01446,lli'echek,lli'echu',ek,u',lo miraré.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U01446,lli'echek,lli'echna',ek,na',lo miraré.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U01071,kanandeklek,kanandeka',lek,a',los encontré.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U01071,kanandeklek,kanandekek,lek,ek,los encontré.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U01071,kanandeklek,kanandeku',lek,u',los encontré.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00356,uker'lli,uker'a',lli,a',se quemó.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00356,uker'lli,uker'ek,lli,ek,se quemó.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00356,uker'lli,uker'u',lli,u',se quemó.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00034,saka'tapalek,saka'tapaa',lek,a',estoy trabajando.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00034,saka'tapalek,saka'tapaek,lek,ek,estoy trabajando.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00034,saka'tapalek,saka'tapau',lek,u',estoy trabajando.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00224,wa'danpintek,wa'danpinta',ek,a',es divertido.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00224,wa'danpintek,wa'danpintu',ek,u',es divertido.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00224,wa'danpintek,wa'danpintna',ek,na',es divertido.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00086,wicha'palek,wicha'paa',lek,a',durmiendo,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00086,wicha'palek,wicha'paek,lek,ek,durmiendo,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00086,wicha'palek,wicha'pau',lek,u',durmiendo,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U01132,iwa'taper'i'la,iwa'taper'i'a',la,a',sigue cavando.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U01132,iwa'taper'i'la,iwa'taper'i'ek,la,ek,sigue cavando.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U01132,iwa'taper'i'la,iwa'taper'i'u',la,u',sigue cavando.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U01748,yayunsu'lek,yayunsu'a',lek,a',quiero renunciar.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U01748,yayunsu'lek,yayunsu'ek,lek,ek,quiero renunciar.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U01748,yayunsu'lek,yayunsu'u',lek,u',quiero renunciar.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00790,luwantudek'lek,luwantudek'a',lek,a',los necesito.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00790,luwantudek'lek,luwantudek'ek,lek,ek,los necesito.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00790,luwantudek'lek,luwantudek'u',lek,u',los necesito.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U01101,inapilante'ñapalek,inapilante'ñapaa',lek,a',estoy descalzo.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U01101,inapilante'ñapalek,inapilante'ñapaek,lek,ek,estoy descalzo.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U01101,inapilante'ñapalek,inapilante'ñapau',lek,u',estoy descalzo.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00779,manennu'tapi'nek,manennu'tapi'na',ek,a',tengo tiempo.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00779,manennu'tapi'nek,manennu'tapi'nu',ek,u',tengo tiempo.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00779,manennu'tapi'nek,manennu'tapi'nna',ek,na',tengo tiempo.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U01771,wiuk'apalek,wiuk'apaa',lek,a',estoy apurado.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U01771,wiuk'apalek,wiuk'apaek,lek,ek,estoy apurado.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U01771,wiuk'apalek,wiuk'apau',lek,u',estoy apurado.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00637,tumu'llina',tumu'lla',ina',a',engañaron.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00637,tumu'llina',tumu'llek,ina',ek,engañaron.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00637,tumu'llina',tumu'llu',ina',u',engañaron.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00969,tumu'llina',tumu'lla',ina',a',hicieron trampa.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00969,tumu'llina',tumu'llek,ina',ek,hicieron trampa.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00969,tumu'llina',tumu'llu',ina',u',hicieron trampa.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U02010,a'shupalekpi'la,a'shupalekpi'a',la,a',sigo estornudando.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U02010,a'shupalekpi'la,a'shupalekpi'ek,la,ek,sigo estornudando.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U02010,a'shupalekpi'la,a'shupalekpi'u',la,u',sigo estornudando.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U01160,yamerladaku',yamerladaka',u',a',sonrian.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U01160,yamerladaku',yamerladakek,u',ek,sonrian.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U01160,yamerladaku',yamerladakna',u',na',sonrian.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00448,lunñidek,lunñida',ek,a',conversamos.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00448,lunñidek,lunñidu',ek,u',conversamos.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00448,lunñidek,lunñidna',ek,na',conversamos.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00332,pi'ser'katulek,pi'ser'katua',lek,a',me tropecé.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00332,pi'ser'katulek,pi'ser'katuek,lek,ek,me tropecé.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00332,pi'ser'katulek,pi'ser'katuu',lek,u',me tropecé.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00564,ku'aper'wi'nek,ku'aper'wi'na',ek,a',estoy soltero.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00564,ku'aper'wi'nek,ku'aper'wi'nu',ek,u',estoy soltero.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00564,ku'aper'wi'nek,ku'aper'wi'nna',ek,na',estoy soltero.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U02128,werañina',weraña',ina',a',cenaron.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U02128,werañina',werañek,ina',ek,cenaron.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U02128,werañina',werañu',ina',u',cenaron.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U02020,luwer'chulek,luwer'chua',lek,a',lo reconozco.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U02020,luwer'chulek,luwer'chuek,lek,ek,lo reconozco.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U02020,luwer'chulek,luwer'chuu',lek,u',lo reconozco.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U01890,llinserllidek,llinserllida',ek,a',lo pintaremos.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U01890,llinserllidek,llinserllidu',ek,u',lo pintaremos.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U01890,llinserllidek,llinserllidna',ek,na',lo pintaremos.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00538,lu'wanek,lu'wana',ek,a',lo extraño.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00538,lu'wanek,lu'wanu',ek,u',lo extraño.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00538,lu'wanek,lu'wanna',ek,na',lo extraño.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00430,anu'llina',anu'lla',ina',a',cayeron.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00430,anu'llina',anu'llek,ina',ek,cayeron.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00430,anu'llina',anu'llu',ina',u',cayeron.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U01239,tanten'ñidek,tanten'ñida',ek,a',los amamos.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U01239,tanten'ñidek,tanten'ñidu',ek,u',los amamos.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U01239,tanten'ñidek,tanten'ñidna',ek,na',los amamos.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00431,kana'chi'ñina',kana'chi'ña',ina',a',perdieron.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00431,kana'chi'ñina',kana'chi'ñek,ina',ek,perdieron.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00431,kana'chi'ñina',kana'chi'ñu',ina',u',perdieron.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00370,ta'wan'tulli,ta'wan'tua',lli,a',se terminó.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00370,ta'wan'tulli,ta'wan'tuek,lli,ek,se terminó.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00370,ta'wan'tulli,ta'wan'tuu',lli,u',se terminó.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U02001,iluwinek,iluwina',ek,a',me resfrié.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U02001,iluwinek,iluwinu',ek,u',me resfrié.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U02001,iluwinek,iluwinna',ek,na',me resfrié.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00532,tantenwinek,tantenwina',ek,a',me gustó.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00532,tantenwinek,tantenwinu',ek,u',me gustó.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00532,tantenwinek,tantenwinna',ek,na',me gustó.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00785,tantenwinek,tantenwina',ek,a',la amaba.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00785,tantenwinek,tantenwinu',ek,u',la amaba.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00785,tantenwinek,tantenwinna',ek,na',la amaba.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U01066,tumui'nek,tumui'na',ek,a',no mentí.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U01066,tumui'nek,tumui'nu',ek,u',no mentí.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U01066,tumui'nek,tumui'nna',ek,na',no mentí.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U02074,yiennichi'nek,yiennichi'na',ek,a',es imposible.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U02074,yiennichi'nek,yiennichi'nu',ek,u',es imposible.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U02074,yiennichi'nek,yiennichi'nna',ek,na',es imposible.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U01058,yañinchitulek,yañinchitua',lek,a',quiero saberlo.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U01058,yañinchitulek,yañinchituek,lek,ek,quiero saberlo.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U01058,yañinchitulek,yañinchituu',lek,u',quiero saberlo.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U02029,yañinchitulek,yañinchitua',lek,a',quiero aprender.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U02029,yañinchitulek,yañinchituek,lek,ek,quiero aprender.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U02029,yañinchitulek,yañinchituu',lek,u',quiero aprender.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U01092,adenche'chek,adenche'cha',ek,a',volveré.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U01092,adenche'chek,adenche'chu',ek,u',volveré.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U01092,adenche'chek,adenche'chna',ek,na',volveré.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00270,pa'aterwa',pa'aterwek,a',ek,iremos.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00270,pa'aterwa',pa'aterwu',a',u',iremos.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00270,pa'aterwa',pa'aterwna',a',na',iremos.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00687,nu'tulek'wa',nu'tulek'wek,a',ek,lo hicimos.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00687,nu'tulek'wa',nu'tulek'wu',a',u',lo hicimos.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00687,nu'tulek'wa',nu'tulek'wna',a',na',lo hicimos.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00697,a'ta'wantullidek,a'ta'wantullida',ek,a',terminamos.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00697,a'ta'wantullidek,a'ta'wantullidu',ek,u',terminamos.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00697,a'ta'wantullidek,a'ta'wantullidna',ek,na',terminamos.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00528,luwer'chapalek,luwer'chapaa',lek,a',la conozco.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00528,luwer'chapalek,luwer'chapaek,lek,ek,la conozco.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00528,luwer'chapalek,luwer'chapau',lek,u',la conozco.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00529,luwer'chapalek,luwer'chapaa',lek,a',lo conozco.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00529,luwer'chapalek,luwer'chapaek,lek,ek,lo conozco.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00529,luwer'chapalek,luwer'chapau',lek,u',lo conozco.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U02174,ekuanñiwiñidek,ekuanñiwiñida',ek,a',éramos amigos.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U02174,ekuanñiwiñidek,ekuanñiwiñidu',ek,u',éramos amigos.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U02174,ekuanñiwiñidek,ekuanñiwiñidna',ek,na',éramos amigos.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U01567,ape'chuwiñiner'kudek,ape'chuwiñiner'kuda',ek,a',fuimos robados.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U01567,ape'chuwiñiner'kudek,ape'chuwiñiner'kudu',ek,u',fuimos robados.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U01567,ape'chuwiñiner'kudek,ape'chuwiñiner'kudna',ek,na',fuimos robados.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U02140,na'pitechuna',na'pitechua',na',a',responderán.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U02140,na'pitechuna',na'pitechuek,na',ek,responderán.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U02140,na'pitechuna',na'pitechuu',na',u',responderán.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00056,peklu'udek,peklu'uda',ek,a',llámanos.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00056,peklu'udek,peklu'udu',ek,u',llámanos.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00056,peklu'udek,peklu'udna',ek,na',llámanos.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00585,nanpipalli,nanpipaa',lli,a',está vivo.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00585,nanpipalli,nanpipaek,lli,ek,está vivo.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00585,nanpipalli,nanpipau',lli,u',está vivo.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U01367,lunta'palli,lunta'paa',lli,a',está leyendo.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U01367,lunta'palli,lunta'paek,lli,ek,está leyendo.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U01367,lunta'palli,lunta'pau',lli,u',está leyendo.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U01272,llipu'tula,llipu'tua',la,a',lo heriste.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U01272,llipu'tula,llipu'tuek,la,ek,lo heriste.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U01272,llipu'tula,llipu'tuu',la,u',lo heriste.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00559,werampalek,werampaa',lek,a',estoy comiendo.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00559,werampalek,werampaek,lek,ek,estoy comiendo.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00559,werampalek,werampau',lek,u',estoy comiendo.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U01247,yennichi'nek'wa',yennichi'nek'wek,a',ek,nos rendimos.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U01247,yennichi'nek'wa',yennichi'nek'wu',a',u',nos rendimos.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U01247,yennichi'nek'wa',yennichi'nek'wna',a',na',nos rendimos.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U01413,kalutulek,kalutua',lek,a',preparé cena.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U01413,kalutulek,kalutuek,lek,ek,preparé cena.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U01413,kalutulek,kalutuu',lek,u',preparé cena.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00968,tumu'lli,tumu'a',lli,a',hizo trampa.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00968,tumu'lli,tumu'ek,lli,ek,hizo trampa.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00968,tumu'lli,tumu'u',lli,u',hizo trampa.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00133,kana'tula,kana'tua',la,a',has ganado.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00133,kana'tula,kana'tuek,la,ek,has ganado.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00133,kana'tula,kana'tuu',la,u',has ganado.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U01120,tenmiansu'lli,tenmiansu'a',lli,a',ha empezado.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U01120,tenmiansu'lli,tenmiansu'ek,lli,ek,ha empezado.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U01120,tenmiansu'lli,tenmiansu'u',lli,u',ha empezado.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U01121,tenmiansu'lli,tenmiansu'a',lli,a',empezó.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U01121,tenmiansu'lli,tenmiansu'ek,lli,ek,empezó.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U01121,tenmiansu'lli,tenmiansu'u',lli,u',empezó.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U01122,tenmiansu'lli,tenmiansu'a',lli,a',comenzó.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U01122,tenmiansu'lli,tenmiansu'ek,lli,ek,comenzó.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U01122,tenmiansu'lli,tenmiansu'u',lli,u',comenzó.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U01235,insek'diperlekwa',insek'diperlekwek,a',ek,nos preparamos.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U01235,insek'diperlekwa',insek'diperlekwu',a',u',nos preparamos.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U01235,insek'diperlekwa',insek'diperlekwna',a',na',nos preparamos.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U01242,luwantullidek,luwantullida',ek,a',lo necesitamos.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U01242,luwantullidek,luwantullidu',ek,u',lo necesitamos.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U01242,luwantullidek,luwantullidna',ek,na',lo necesitamos.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00805,wa'tentechek,wa'tentecha',ek,a',esperaré.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00805,wa'tentechek,wa'tentechu',ek,u',esperaré.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00805,wa'tentechek,wa'tentechna',ek,na',esperaré.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U02100,luper'awa',luper'awek,a',ek,emborrachémonos.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U02100,luper'awa',luper'awu',a',u',emborrachémonos.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U02100,luper'awa',luper'awna',a',na',emborrachémonos.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00314,yen'nichi'nek,yen'nichi'na',ek,a',estoy ocupada.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00314,yen'nichi'nek,yen'nichi'nu',ek,u',estoy ocupada.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00314,yen'nichi'nek,yen'nichi'nna',ek,na',estoy ocupada.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00315,yen'nichi'nek,yen'nichi'na',ek,a',estoy ocupado.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00315,yen'nichi'nek,yen'nichi'nu',ek,u',estoy ocupado.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00315,yen'nichi'nek,yen'nichi'nna',ek,na',estoy ocupado.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U01701,wencha'winsu',wencha'wina',su',a',debería venir.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U01701,wencha'winsu',wencha'winek,su',ek,debería venir.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U01701,wencha'winsu',wencha'winu',su',u',debería venir.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U01722,sakek'lek,sakek'a',lek,a',me divertí.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U01722,sakek'lek,sakek'ek,lek,ek,me divertí.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U01722,sakek'lek,sakek'u',lek,u',me divertí.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U01438,dei'techek,dei'techa',ek,a',lo mataré.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U01438,dei'techek,dei'techu',ek,u',lo mataré.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U01438,dei'techek,dei'techna',ek,na',lo mataré.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U01439,dei'techek,dei'techa',ek,a',le mataré.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U01439,dei'techek,dei'techu',ek,u',le mataré.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U01439,dei'techek,dei'techna',ek,na',le mataré.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
