CODIGO,ESP,SHIWILU,Grabado?,Defectuosos?,
,¿Te sientes triste?,,,,
,Ella parecía triste.,,,,
,Pareces algo triste.,,,,
,No soy bajo.,,,,
,Tom es bajo.,,,,
,Soy demasiado bajo.,,,,
,Está bajo juramento.,,,,
,¿Estoy bajo arresto?,,,,
,Estamos bajo investigación.,,,,
,Debo ir allá.,,,,
,Te veré allá.,,,,
,Los veré allá.,,,,
,¿Qué pasó allá?,,,,
,No vayamos allá.,,,,
,¿Me llevas allá?,,,,
,Hay alguien allá.,,,,
,Vamos hacia allá.,,,,
,Te esperamos allá.,,,,
,"Vamos, vamos allá.",,,,
,Está lloviendo allá.,,,,
,Te esperaremos allá.,,,,
,Los esperaremos allá.,,,,
,¿Cuándo llegaste allá?,,,,
,Tom tendrá éxito.,,,,
,Abre la puerta.,,,,
,Cierra la puerta.,,,,
,Fuerza la puerta.,,,,
,Sostén la puerta.,,,,
,¡Traba la puerta!,,,,
,¿Hay otra puerta?,,,,
,Cierra esa puerta.,,,,
,La puerta chirrió.,,,,
,¿Cierro la puerta?,,,,
,Destraba la puerta.,,,,
,¿Es eso probable?,,,,
,¿Te parece probable?,,,,
,Es mi turno.,,,,
,Es tu turno.,,,,
,Era mi turno.,,,,
,¿Es mi turno?,,,,
,Espera tu turno.,,,,
,Mi turno terminó.,,,,
,Tom tuvo suerte.,,,,
,Ella tuvo gemelos.,,,,
,Nadie tuvo problema.,,,,
,Tom tuvo apendicitis.,,,,
,No esperaba encontrarte.,,,,
,Esperaba encontrarte ahí.,,,,
,No estoy segura.,,,,
,Estoy casi segura.,,,,
,¿Estoy segura aquí?,,,,
,Aquí estarás segura.,,,,
,Quiero estar segura.,,,,
,Estoy absolutamente segura.,,,,
,Leeré el libro.,,,,
,Leeré un libro.,,,,
,¿Le quedan entradas?,,,,
,¿Cuántos sándwiches quedan?,,,,
,Los accidentes ocurren.,,,,
,No me importa.,,,,
,Ya no importa.,,,,
,Eso no importa.,,,,
,No importa mucho.,,,,
,¿Importa la verdad?,,,,
,¿La verdad importa?,,,,
,Ni siquiera importa.,,,,
,Nada importa realmente.,,,,
,Nada verdaderamente importa.,,,,
,Lávate los pies.,,,,
,Él es fuerte.,,,,
,No soy fuerte.,,,,
,Te ves fuerte.,,,,
,Tom es fuerte.,,,,
,Debes ser fuerte.,,,,
,Él parece fuerte.,,,,
,Habla más fuerte.,,,,
,Tom parece fuerte.,,,,
,¡Hable más fuerte!,,,,
,Intenta ser fuerte.,,,,
,Llovió fuerte ayer.,,,,
,Está lloviendo fuerte.,,,,
,Ponte a ello.,,,,
,Ponte una bata.,,,,
,Ponte de rodillas.,,,,
,Ponte el sombrero.,,,,
,Ponte este suéter.,,,,
,Ponte tu sombrero.,,,,
,Ponte tus zapatos.,,,,
,No puedes ayudarles.,,,,
,¿Estás pensando ayudarles?,,,,
,Estamos deseando ayudarles.,,,,
,¿Es mucho pedir?,,,,
,¿Ya podemos pedir?,,,,
,Pedí muebles nuevos.,,,,
,Él distribuye muebles.,,,,
,Encargué nuevos muebles.,,,,
,Teníamos muchos muebles.,,,,
,Ella está dibujando.,,,,
,No estás sola.,,,,
,Yo estoy sola.,,,,
,Ella vino sola.,,,,
,Ella vive sola.,,,,
,Estoy sola acá.,,,,
,Mary vino sola.,,,,
,Ella lucía sola.,,,,
,¿Estás aquí sola?,,,,
,¿Te sientes sola?,,,,
,Quiero estar sola.,,,,
,Nunca estarás sola.,,,,
,Puedo hacerlo sola.,,,,
,Todavía estoy sola.,,,,
,¡Quiero estar sola!,,,,
,Necesito estar sola.,,,,
,¡Quiero quedarme sola!,,,,
,Estaba sola estudiando.,,,,
,Nosotras bailamos juntas.,,,,
,Nosotras crecimos juntas.,,,,
,Necesitáis trabajar juntas.,,,,
,Estuvo muy bien.,,,,
,Nada estuvo mal.,,,,
,Ese estuvo cerca.,,,,
,Estuvo muy cerca.,,,,
,Eso estuvo genial.,,,,
,Ayer estuvo nublado.,,,,
,Estuvo bastante bien.,,,,
,Deberíamos permanecer aquí.,,,,
,Encontraron a Tom.,,,,
,Lo encontraron culpable.,,,,
,Lo he encontrado.,,,,
,No fue encontrado.,,,,
,Lo hemos encontrado.,,,,
,¿Qué has encontrado?,,,,
,Hemos encontrado algo.,,,,
,Quisiera un vaso.,,,,
,Quisiera tomar café.,,,,
,Quisiera un tenedor.,,,,
,Quisiera comprar ese.,,,,
,Quisiera un daiquiri.,,,,
,Quisiera unos zapatos.,,,,
,Quisiera verte mañana.,,,,
,¿Qué quisiera comprar?,,,,
,Quisiera comprar aquel.,,,,
,Quisiera mirar adentro.,,,,
,Quisiera que conduzcas.,,,,
,Quisiera ver televisión.,,,,
,Quisiera conversar contigo.,,,,
,Quisiera vivir lujosamente.,,,,
,Queríamos a Tom.,,,,
,Solo queríamos ganar.,,,,
,No queríamos preocuparte.,,,,
,Todos queríamos venganza.,,,,
,¿De qué serviría?,,,,
,Tom se sirvió.,,,,
,La lluvia paró.,,,,
,Esperamos lluvia hoy.,,,,
,No sabían nada.,,,,
,Ellos ya sabían.,,,,
,Todos lo sabían.,,,,
,Eso es cierto.,,,,
,No suena cierto.,,,,
,Puede ser cierto.,,,,
,Quizá sea cierto.,,,,
,¿Puede ser cierto?,,,,
,Resultó ser cierto.,,,,
,"Estás mintiendo, ¿cierto?",,,,
,"¿Estás bromeando, cierto?",,,,
,¿Tomas té verde?,,,,
,Era verde oscuro.,,,,
,Tom llega hoy.,,,,
,Llega a tiempo.,,,,
,Tom llega temprano.,,,,
,Cumple tus promesas.,,,,
,Tiene buen aspecto.,,,,
,¿Qué aspecto tiene?,,,,
,Eres la elegida.,,,,
,Lávate la cara.,,,,
,¿Viste su cara?,,,,
,Su cara palideció.,,,,
,No estamos interesados.,,,,
,Sólo es lunes.,,,,
,Sólo Dios sabe.,,,,
,Sólo un minuto.,,,,
,Tan sólo hazlo.,,,,
,Sólo tenemos té.,,,,
,Sólo quiero volver.,,,,
,Sólo esperadme allí.,,,,
,Sólo estoy ayudando.,,,,
,Sólo estoy bromeando.,,,,
,Sólo estoy comenzando.,,,,
,Sólo agarramos carrilla.,,,,
,Sólo estamos comenzando.,,,,
,Sólo intenté divertirme.,,,,
,Sólo necesitamos relajarnos.,,,,
,¡Prepárate a morir!,,,,
,Hablé con Tom.,,,,
,Hablé con amigos.,,,,
,Hablé por teléfono.,,,,
,Lo hice yo.,,,,
,Ya lo hice.,,,,
,Yo hice eso.,,,,
,Hice la cena.,,,,
,Le hice café.,,,,
,Lo hice bien.,,,,
,No hice nada.,,,,
,Yo hice todo.,,,,
,¿Yo hice eso?,,,,
,La hice feliz.,,,,
,Yo hice aquel.,,,,
,¡No hice nada!,,,,
,Hice algo malo.,,,,
,Hice otro test.,,,,
,Hice mi trabajo.,,,,
,La hice enfadar.,,,,
,Hice carne asada.,,,,
,Hice el desayuno.,,,,
,Hice el ridículo.,,,,
,Hice una apuesta.,,,,
,Hice una fortuna.,,,,
,¿Te hice esperar?,,,,
,Hice algo similar.,,,,
,Hice muchos amigos.,,,,
,Hice algunas llamadas.,,,,
,Hice varias preguntas.,,,,
,Hice algunas correcciones.,,,,
,Hice algunas modificaciones.,,,,
,Usa energía solar.,,,,
,¿Tienes suficiente energía?,,,,
,Usa energía solar.,,,,
,No te rías.,,,,
,Odio las fiestas.,,,,
,Te toca cantar.,,,,
,¿Toca el piano?,,,,
,¡Toca la alarma!,,,,
,Quiero visitar Corea.,,,,
,Deberías visitar Kyoto.,,,,
,Debería visitar Boston.,,,,
,Necesitamos otro miembro.,,,,
,Podrías leer más.,,,,
,Me podrías ayudar.,,,,
,Podrías parar esto.,,,,
,¿Podrías venir acá?,,,,
,¿Podrías venir aquí?,,,,
,Podrías hacerte daño.,,,,
,¿Podrías hacerme eso?,,,,
,¿Podrías repetir eso?,,,,
,Podrías haberlo hecho.,,,,
,¿Podrías verificar eso?,,,,
,Podrías habérmelo dicho.,,,,
,Podrías recibirlo gratis.,,,,
,Ahora pon atención.,,,,
,No cometa errores.,,,,
,Volemos una cometa.,,,,
,Remontemos una cometa.,,,,
,Seguí tus sueños.,,,,
,Yo seguí cantando.,,,,
,Seguí tu sugerencia.,,,,
,¿Qué marca prefieres?,,,,
,Ojalá estuviera aquí.,,,,
,Ojalá estuviera bromeando.,,,,
,Eso es plástico.,,,,
,El globo reventó.,,,,
,¿Tienes una mascota?,,,,
,No te vayas.,,,,
,No vayas ahí.,,,,
,¡No te vayas!,,,,
,Mejor no vayas.,,,,
,Siempre sucede así.,,,,
,No tenían rosas.,,,,
,¿Ellos lo tenían?,,,,
,Ellos tenían miedo.,,,,
,Ellos tenían hambre.,,,,
,Todos tenían hambre.,,,,
,Tenían buena química.,,,,
,Estabas en coma.,,,,
,¿Dónde estabas ayer?,,,,
,¿No estabas enojado?,,,,
,"Estabas mirando, ¿no?",,,,
,¿Estabas con alguien?,,,,
,¿No estabas llorando?,,,,
,¿No estabas relajado?,,,,
,No estabas escuchando.,,,,
,¿Dónde estabas anoche?,,,,
,¿Estabas ocupado ayer?,,,,
,¿Qué estabas diciendo?,,,,
,¿Qué estabas haciendo?,,,,
,¿No estabas escuchando?,,,,
,¿Entonces dónde estabas?,,,,
,¿Estabas cansada anoche?,,,,
,¿No estabas entretenido?,,,,
,"Estabas mintiendo, ¿verdad?",,,,
,"Estabas exagerando, ¿verdad?",,,,
,Estabas claramente equivocado.,,,,
,No queda sal.,,,,
,Queda con él.,,,,
,No queda otra.,,,,
,Te queda bien.,,,,
,No queda leche.,,,,
,Tomás se queda.,,,,
,No queda comida.,,,,
,¿Quién se queda?,,,,
,Queda poco tiempo.,,,,
,No aprendí nada.,,,,
,Hoy aprendí algo.,,,,
,Aprendí a cocinar.,,,,
,¿Qué hacías allí?,,,,
,No pasó nada.,,,,
,Pasó un auto.,,,,
,¿Qué te pasó?,,,,
,Dime qué pasó.,,,,
,Pasó muy bien.,,,,
,¿Te pasó algo?,,,,
,¿Pasó algo hoy?,,,,
,¿Pasó algo más?,,,,
,¿Qué pasó allá?,,,,
,¿Qué pasó aquí?,,,,
,Esto nunca pasó.,,,,
,Pasó hace siglos.,,,,
,¿Pasó algo bueno?,,,,
,¿Qué carajo pasó?,,,,
,¿Qué pasó anoche?,,,,
,Cuéntame qué pasó.,,,,
,¿Esto cuándo pasó?,,,,
,¿Qué pasó después?,,,,
,Algo terrible pasó.,,,,
,¿Entonces qué pasó?,,,,
,Pasó exactamente así.,,,,
,No lo sé.,,,,
,Ya lo sé.,,,,
,Yo lo sé.,,,,
,"Sí, lo sé.",,,,
,Yo sé eso.,,,,
,Lo sé bien.,,,,
,Lo sé todo.,,,,
,No sé bien.,,,,
,Sé tu edad.,,,,
,No sé nadar.,,,,
,Sé quien es.,,,,
,Sé todo eso.,,,,
,Yo sé cosas.,,,,
,Sé que duele.,,,,
,Sé un hombre.,,,,
,No sé cocinar.,,,,
,No sé francés.,,,,
,Sé cómo nadar.,,,,
,Sé dónde está.,,,,
,Sé dónde vive.,,,,
,Sé nadar bien.,,,,
,Sé quién eres.,,,,
,Ya sé manejar.,,,,
,Yo sé francés.,,,,
,Yo tampoco sé.,,,,
,Sé dónde viven.,,,,
,Sé dónde vives.,,,,
,Sé hornear pan.,,,,
,Sé más preciso.,,,,
,Sé que mientes.,,,,
,Sé quiénes son.,,,,
,Sé como hacerlo.,,,,
,Sé la respuesta.,,,,
,Sé leer francés.,,,,
,Sé más flexible.,,,,
,Sé muchas cosas.,,,,
,Sé un caballero.,,,,
,Sé la diferencia.,,,,
,Sé parte nuestra.,,,,
,No sé exactamente.,,,,
,Sé cómo manejarlo.,,,,
,"Tom, sé razonable.",,,,
,Sé donde esconderme.,,,,
,Sé paciente conmigo.,,,,
,No sé diferenciarlos.,,,,
,Él lleva gafas.,,,,
,Ella lleva medias.,,,,
,Ella lleva pantis.,,,,
,Él lleva sombrero.,,,,
,Esto lleva tiempo.,,,,
,No lleva sombrero.,,,,
,Tom lleva tirantes.,,,,
,Lleva ropa abrigada.,,,,
,Lleva mucho maquillaje.,,,,
,¿Has vivido aquí?,,,,
,¿Vuelan con frecuencia?,,,,
,Me la baja.,,,,
,Baja la voz.,,,,
,Baja el arma.,,,,
,Baja tu arma.,,,,
,Baja tu lápiz.,,,,
,Baja del caballo.,,,,
,Baja el martillo.,,,,
,Cierren sus libros.,,,,
,¿Ha sucedido algo?,,,,
,Suspendo la reunión.,,,,
,Algo está pasando.,,,,
,¿Qué está pasando?,,,,
,Lo peor terminó.,,,,
,Ya todo terminó.,,,,
,Mi turno terminó.,,,,
,El verano terminó.,,,,
,La semana terminó.,,,,
,Terminó el descanso.,,,,
,Tom terminó segundo.,,,,
,María terminó conmigo.,,,,
,Estás a cargo.,,,,
,Estás a salvo.,,,,
,No estás loco.,,,,
,No estás sola.,,,,
,Estás a tiempo.,,,,
,Tú estás obeso.,,,,
,¿Estás a dieta?,,,,
,¿Estás de coña?,,,,
,¿Estás en casa?,,,,
,Estás muy guapa.,,,,
,Estás muy linda.,,,,
,Estás tan cerca.,,,,
,"Tom, ¿estás ahí?",,,,
,¿Cómo estás hoy?,,,,
,¿Estás en París?,,,,
,¿Estás tú calvo?,,,,
,¿No estás feliz?,,,,
,¿No estás listo?,,,,
,Estás en peligro.,,,,
,La estás cagando.,,,,
,No estás enferma.,,,,
,"Tom, ¿estás bien?",,,,
,"¿Cómo estás, Tom?",,,,
,¿De cuánto estás?,,,,
,¿Estás ahí abajo?,,,,
,¿Estás aquí sola?,,,,
,¿Lo estás viendo?,,,,
,Estás muy callada.,,,,
,Me estás evitando.,,,,
,No estás invitado.,,,,
,Solo estás celosa.,,,,
,"Tom, ¿dónde estás?",,,,
,¿Cómo estás ahora?,,,,
,¿No estás ansioso?,,,,
,¿No estás cansada?,,,,
,Estás entre amigos.,,,,
,Estás muy atrasado.,,,,
,Estás muy borracho.,,,,
,Estás muy elegante.,,,,
,Estás oyendo cosas.,,,,
,Me estás ignorando.,,,,
,Me estás mintiendo.,,,,
,Me estás perdiendo.,,,,
,Te estás acercando.,,,,
,¡Hola! ¿Cómo estás?,,,,
,¿Estás en Facebook?,,,,
,¿Estás libre ahora?,,,,
,¿Hoy estás ocupado?,,,,
,¿Me estás espiando?,,,,
,¿Qué estás leyendo?,,,,
,¿Qué estás mirando?,,,,
,¿Qué estás tomando?,,,,
,¿Te estás cansando?,,,,
,¿Todavía estás ahí?,,,,
,¿Ya estás contento?,,,,
,Estás cagando fuego.,,,,
,Me estás bajoneando.,,,,
,Me estás embromando.,,,,
,Me estás lastimando.,,,,
,No estás escuchando.,,,,
,Quédate donde estás.,,,,
,"Tom, ¿estás dormido?",,,,
,Tú estás murmurando.,,,,
,¿Estás en Australia?,,,,
,¿Estás en problemas?,,,,
,"¿Estás mejor, Tomás?",,,,
,¿Me estás bromeando?,,,,
,¿Me estás mintiendo?,,,,
,¿Me estás zorreando?,,,,
,¿Qué estás bebiendo?,,,,
,¿Qué estás buscando?,,,,
,¿Qué estás comiendo?,,,,
,¿Qué estás haciendo?,,,,
,¿Qué estás mascando?,,,,
,¿Qué estás pensando?,,,,
,¿Qué estás tejiendo?,,,,
,Aún estás equivocado.,,,,
,Claramente estás mal.,,,,
,Estás ocultando algo.,,,,
,Estás siendo evasivo.,,,,
,"Mary, ¿estás decente?",,,,
,Me estás fastidiando.,,,,
,Nos estás molestando.,,,,
,Tu estás farfullando.,,,,
,¿Dónde estás ahorita?,,,,
,¿Estás ahora cansado?,,,,
,¿Estás buscando algo?,,,,
,¿Estás grabando esto?,,,,
,¿Estás haciendo algo?,,,,
,¿Estás ocupado ahora?,,,,
,¿Estás sacando fotos?,,,,
,¿Me estás escuchando?,,,,
,¿No estás convencido?,,,,
,¿Qué estás cocinando?,,,,
,¿Qué estás esperando?,,,,
,¿Qué estás ocultando?,,,,
,¿Te estás aburriendo?,,,,
,¿Te estás congelando?,,,,
,¿Te estás sonrojando?,,,,
,Estás con temperatura.,,,,
,Me estás avergonzando.,,,,
,Me estás confundiendo.,,,,
,"Tom, ¿estás despierto?",,,,
,¿Ahora estás contento?,,,,
,¿Cuándo estás ocupado?,,,,
,¿Estás contenta ahora?,,,,
,¿Estás esperando algo?,,,,
,"¿Estás meditando, Tom?",,,,
,¿Estás pasándola bien?,,,,
,¿Me estás arremedando?,,,,
,¿Qué estás insinuando?,,,,
,¿Qué estás preparando?,,,,
,¿Te estás divirtiendo?,,,,
,¿Todavía estás casado?,,,,
,"Estás cansado, ¿verdad?",,,,
,Jamás estás satisfecho.,,,,
,Siempre estás borracho.,,,,
,Siempre estás cantando.,,,,
,Tú estás chismorreando.,,,,
,Tú estás interfiriendo.,,,,
,¿Cuán hambriento estás?,,,,
,¿Estás insinuando algo?,,,,
,¿Estás ocupado todavía?,,,,
,¿Qué estás aprendiendo?,,,,
,¿Qué estás escondiendo?,,,,
,¿Qué estás escribiendo?,,,,
,¿Siempre estás ocupado?,,,,
,Estás haciendo historia.,,,,
,"Estás impresionado, ¿no?",,,,
,Me estás interrumpiendo.,,,,
,Siempre estás sonriendo.,,,,
,Todavía estás sonriendo.,,,,
,¿Estás buscando trabajo?,,,,
,¿Estás enfadado conmigo?,,,,
,¿Estás escondiendo algo?,,,,
,¿Estás hablando conmigo?,,,,
,"Estás bromeando, ¿verdad?",,,,
,Estás completamente loco.,,,,
,Estás gravemente enfermo.,,,,
,"Estás mintiendo, ¿cierto?",,,,
,Siempre estás quejándote.,,,,
,Siempre estás trabajando.,,,,
,Tú estás condescendiendo.,,,,
,"¿Estás bromeando, cierto?",,,,
,¿Estás poniendo atención?,,,,
,¿Estás todavía despierto?,,,,
,Realmente estás imponente.,,,,
,Todavía estás involucrado.,,,,
,¿Estás estudiando francés?,,,,
,¿Estás intentando matarme?,,,,
,¿Estás pensando ayudarles?,,,,
,¿Estás aprendiendo francés?,,,,
,¿Estás coqueteando conmigo?,,,,
,Probablemente estás cansado.,,,,
,Estás completamente saludable.,,,,
,Estás completamente equivocado.,,,,
,Ya lo hiciste.,,,,
,Me hiciste reír.,,,,
,Hiciste tu parte.,,,,
,¿Cómo lo hiciste?,,,,
,¿Qué hiciste ahí?,,,,
,¿Qué hiciste hoy?,,,,
,¿Qué hiciste ayer?,,,,
,¿Qué hiciste luego?,,,,
,Hiciste lo correcto.,,,,
,Hiciste una promesa.,,,,
,¿Entonces qué hiciste?,,,,
,¿Qué hiciste entonces?,,,,
,¿Hiciste amigos nuevos?,,,,
,Es mi hermana.,,,,
,Soy tu hermana.,,,,
,Tengo otra hermana.,,,,
,Sabía que pasaría.,,,,
,Eran las seis.,,,,
,Eran muy felices.,,,,
,Ellos eran amigos.,,,,
,Eran de Australia.,,,,
,Eran muy populares.,,,,
,Todos eran felices.,,,,
,Eran tiempos felices.,,,,
,Ellos eran desertores.,,,,
,Eran tiempos peligrosos.,,,,
,Ustedes eran simpáticos.,,,,
,No se aceptan propinas.,,,,
,¿Aceptan cheques de viajero?,,,,
,Ojalá tuviéramos un auto.,,,,
,Nosotros somos muy similares.,,,,
,Hemos hecho buen progreso.,,,,
,Consulta a tu doctor.,,,,
,Tuviste suerte de encontrarlo.,,,,
,Tom desató las cuerdas.,,,,
,Tom dejó de limpiar.,,,,
,Debes limpiar la mesa.,,,,
,Debemos limpiar la cocina.,,,,
,Debes limpiar tu habitación.,,,,
,Debemos limpiar nuestra clase.,,,,
,¿Puedes limpiar tu habitación?,,,,
,Eres muy poco flexible.,,,,
,Tengo un horario flexible.,,,,
,Las circunstancias han cambiado.,,,,
,Él alcanzó su meta.,,,,
,Ellos alcanzaron la meta.,,,,
,Sus piernas son largas.,,,,
,Él tiene piernas largas.,,,,
,Ella llevaba botas largas.,,,,
,Amo a mi papá.,,,,
,Tom es mi papá.,,,,
,Cree en Papá Noel.,,,,
,Papá volvió a casa.,,,,
,Su papá es japonés.,,,,
,¡Mi papá me matará!,,,,
,Papá no come postre.,,,,
,Papá me compró libros.,,,,
,Mi papá estaba ocupado.,,,,
,Papá compró una cámara.,,,,
,Papá administra la tienda.,,,,
,Los plátanos son amarillos.,,,,
,Los plátanos son deliciosos.,,,,
,Los plátanos son exquisitos.,,,,
,Esos plátanos son deliciosos.,,,,
,¿Están maduros estos plátanos?,,,,
,Ellos no lo venden.,,,,
,Aquí se venden flores.,,,,
,Venden artículos de deportes.,,,,
,Déjame darte un abrazo.,,,,
,Danos solo tres semanas.,,,,
,No interrumpas nuestra conversación.,,,,
,Mary interrumpió nuestra conversación.,,,,
,Él está libre hoy.,,,,
,Voy a estar libre.,,,,
,Eres libre de irte.,,,,
,La entrada es libre.,,,,
,Soy un hombre libre.,,,,
,Tengo que ser libre.,,,,
,Tengo el lunes libre.,,,,
,Estoy libre de deudas.,,,,
,Solo quiero ser libre.,,,,
,Estoy libre el domingo.,,,,
,Estoy libre esta tarde.,,,,
,¿Estás libre el martes?,,,,
,Él quedará libre mañana.,,,,
,Eres libre de marcharte.,,,,
,Estaré libre esta noche.,,,,
,Estaré libre esta tarde.,,,,
,Mantén el domingo libre.,,,,
,¿Está libre este puesto?,,,,
,¿Estás libre esta tarde?,,,,
,¿Está libre este asiento?,,,,
,¿Estás libre el miércoles?,,,,
,Siéntase libre de contactarme.,,,,
,Es hora de irse.,,,,
,Es la hora pico.,,,,
,Ya casi es hora.,,,,
,Es hora de cenar.,,,,
,Es hora de comer.,,,,
,¿A qué hora abre?,,,,
,Es hora de partir.,,,,
,¿A qué hora cenas?,,,,
,¿A qué hora nació?,,,,
,¿A qué hora sales?,,,,
,¿Es hora de comer?,,,,
,¿Qué hora es allí?,,,,
,¿Qué hora es ahora?,,,,
,Regresa en una hora.,,,,
,Volveré en una hora.,,,,
,¿A qué hora cierran?,,,,
,¿A qué hora comiste?,,,,
,Es hora del almuerzo.,,,,
,Es hora de relajarse.,,,,
,Tenemos una hora más.,,,,
,Vuelvo en media hora.,,,,
,¿A qué hora almuerzas?,,,,
,¿A qué hora desayunas?,,,,
,"Disculpa, ¿qué hora es?",,,,
,Estudié durante una hora.,,,,
,Tenemos todavía una hora.,,,,
,Se anticiparon media hora.,,,,
,Quiero escucharlo de vos.,,,,
,Me da tristeza escucharlo.,,,,
,Me pone triste escucharlo.,,,,
,Quiero escucharlo otra vez.,,,,
,Realmente me alegra escucharlo.,,,,
,Trataba de no mirar.,,,,
,¿Podría mirar ese libro?,,,,
,Me encanta mirar béisbol.,,,,
,Él no te entiende.,,,,
,Ella no le entiende.,,,,
,Ella no te entiende.,,,,
,Sé que Tom entiende.,,,,
,Ella no les entiende.,,,,
,Ella te entiende ahora.,,,,
,Ella entiende la música.,,,,
,Tom entiende tu postura.,,,,
,Tom todavía no entiende.,,,,
,Ella tampoco me entiende.,,,,
,Tom entiende el problema.,,,,
,Ella duerme de costado.,,,,
,Es un buen vino.,,,,
,Fue un buen día.,,,,
,Fue un buen rey.,,,,
,Es un buen trato.,,,,
,Será un buen día.,,,,
,Sos un buen tipo.,,,,
,Soy un buen niño.,,,,
,Soy un buen tipo.,,,,
,Era un buen amigo.,,,,
,Esto es buen café.,,,,
,Es un buen hombre.,,,,
,Pasé un buen rato.,,,,
,Sos un buen amigo.,,,,
,Sos un buen padre.,,,,
,Eres un buen chico.,,,,
,Está de buen humor.,,,,
,Es un buen consejo.,,,,
,Es un buen sistema.,,,,
,Soy un buen sujeto.,,,,
,¡Ten un buen viaje!,,,,
,Eres un buen hombre.,,,,
,Eres un buen médico.,,,,
,Es un buen comienzo.,,,,
,Será un buen marido.,,,,
,Será un buen médico.,,,,
,Tom tiene buen oído.,,,,
,Vas por buen camino.,,,,
,¿Tuvo un buen vuelo?,,,,
,Estaba de buen humor.,,,,
,Hizo muy buen tiempo.,,,,
,Hizo un buen trabajo.,,,,
,Soy un buen cocinero.,,,,
,Soy un buen marinero.,,,,
,Soy un buen profesor.,,,,
,Tengo un buen empleo.,,,,
,¿Voy por buen camino?,,,,
,Ella tiene buen humor.,,,,
,Él tenía buen aspecto.,,,,
,Forman un buen equipo.,,,,
,Soy un buen consejero.,,,,
,Tiene un buen salario.,,,,
,¿Es buen francés éste?,,,,
,Eres un buen mentiroso.,,,,
,Hoy tengo buen apetito.,,,,
,No tienes buen aspecto.,,,,
,Tenemos un buen equipo.,,,,
,Tienes un buen trabajo.,,,,
,Eres un buen estudiante.,,,,
,Hiciste un buen trabajo.,,,,
,Nadar es buen ejercicio.,,,,
,Tienes muy buen aspecto.,,,,
,¿Pasaste un buen verano?,,,,
,¿Tuviste un buen verano?,,,,
,Hicieron un buen trabajo.,,,,
,Necesito un buen abogado.,,,,
,Necesito un buen consejo.,,,,
,Canadá produce buen trigo.,,,,
,Hemos hecho buen progreso.,,,,
,Tengo un buen diccionario.,,,,
,Quiero un buen diccionario.,,,,
,¿Conoce un buen restaurante?,,,,
,Necesito un buen diccionario.,,,,
,¿Conocéis un buen restaurante?,,,,
,¿Acaso es un lobo?,,,,
,¿Acaso él fue allá?,,,,
,¿Acaso es tan malo?,,,,
,¿Acaso no es linda?,,,,
,¿Acaso no es negro?,,,,
,¿Acaso no sabes eso?,,,,
,¿Acaso es una trampa?,,,,
,¿Acaso hice algo mal?,,,,
,¿Acaso nadie te dijo?,,,,
,¿Acaso no es molesto?,,,,
,¿Acaso es tan terrible?,,,,
,¿Acaso nieva en Boston?,,,,
,¿Acaso no mencioné eso?,,,,
,¿Acaso te gusta perder?,,,,
,¿Acaso no tienes hambre?,,,,
,¿Acaso somos solo amigos?,,,,
,¿Acaso estoy viendo cosas?,,,,
,¿Acaso debes hacerlo ahora?,,,,
,¿Acaso me estás escuchando?,,,,
,¿Tienes mucho tiempo acaso?,,,,
,¿Acaso dormiste aquí anoche?,,,,
,¿Acaso estaba hablando contigo?,,,,
,Él me pidió ayuda.,,,,
,Él me pidió perdón.,,,,
,Tom me pidió ayuda.,,,,
,Tom pidió más café.,,,,
,Ella me pidió ayuda.,,,,
,Él pidió un cigarro.,,,,
,Nadie me pidió nada.,,,,
,Él les pidió consejo.,,,,
,Me pidió que bailara.,,,,
,Tom pidió una boleta.,,,,
,Tom pidió un aumento.,,,,
,Tomás pidió una pizza.,,,,
,Tom ni pidió disculpa.,,,,
,Tom pidió un descuento.,,,,
,El anunciador pidió atención.,,,,
,¿Quién lo ha dejado?,,,,
,Ellos no vieron nada.,,,,
,¿No vieron al hombre?,,,,
,Ellos nos vieron ayer.,,,,
,¿Ustedes vieron a Tom?,,,,
,Le leí la carta.,,,,
,Me leí el libro.,,,,
,Yo leí un libro.,,,,
,Leí tu carta ayer.,,,,
,Ya leí esa novela.,,,,
,Anoche leí el libro.,,,,
,Leí el libro entero.,,,,
,Ayer leí este artículo.,,,,
,Leí cuatro libros nuevos.,,,,
,Leí muchos autores modernos.,,,,
,Leí una historia emocionante.,,,,
,El gato es café.,,,,
,Me tomé el café.,,,,
,Ve a traer café.,,,,
,Me gusta el café.,,,,
,Me gusta tu café.,,,,
,Tom no bebe café.,,,,
,¿Tomas té o café?,,,,
,Esto es buen café.,,,,
,¿Quiere café o té?,,,,
,Aquel gato es café.,,,,
,Dejé de beber café.,,,,
,Le encanta el café.,,,,
,Me encanta el café.,,,,
,Tom pidió más café.,,,,
,Tom solo bebe café.,,,,
,Tom vertió su café.,,,,
,El café está helado.,,,,
,Ella me sirvió café.,,,,
,Ese café huele bien.,,,,
,Este café está frío.,,,,
,"Más café, por favor.",,,,
,Sólo quería un café.,,,,
,Tom quiere más café.,,,,
,¿No quiere más café?,,,,
,"Otro café, por favor.",,,,
,Ya había tomado café.,,,,
,¿Cómo quiere su café?,,,,
,¿Quieres café o algo?,,,,
,Este café está amargo.,,,,
,Este café sabe amargo.,,,,
,Nos quedamos sin café.,,,,
,Cuando llegó hice café.,,,,
,No hay suficiente café.,,,,
