pair_id,group_id,ESP_original,SHIWILU_original,ESP_normalizado,SHIWILU_normalizado,source,source_pair_id,has_audit_flags
U01363,G01182,Conserva eso.,SEKDIPERKER' NANA,conserva eso.,sekdiperker' nana,flashcards2,P01363,True
U00441,G00354,Tom irá.,TOM PA'ECHU,tom irá.,tom pa'echu,flashcards2,P00441,False
U00084,G00054,Me incliné.,YEN'NER'LEK',me incliné.,yen'ner'lek',flashcards2,P00084,False
U02053,G01830,Soy zurdo.,AMENNAN NUKA'KA,soy zurdo.,amennan nuka'ka,flashcards2,P02053,False
U02238,G02007,Explícamelo.,MUSU' WINTU'U,explícamelo.,musu' wintu'u,flashcards2,P02238,False
U03144,G02913,"He hecho mi pampanilla, he hecho mi camisa, de mi tío finado su camisa he hecho”.","Kalantekwek nu'tulek, kutunwek nu'tulek, apetchawekku'kin kutunen nu'itulek”.","he hecho mi pampanilla, he hecho mi camisa, de mi tío finado su camisa he hecho.","kalantekwek nu'tulek, kutunwek nu'tulek, apetchawekku'kin kutunen nu'itulek.",pdf_textos,P00893,True
U02874,G02643,Yendo vio a alguien tocando flauta (era el duende).,Pa’an ima lli’kuñi pilenñantapalli.,yendo vio a alguien tocando flauta (era el duende).,pa'an ima lli'kuñi pilenñantapalli.,pdf_textos,P00623,True
U02172,G01946,Queremos hablar.,YALUNÑIDEK,queremos hablar.,yalunñidek,flashcards2,P02172,False
U03542,G03299,ellas no hablan en voz baja.,NAWA' KU'LA LUMPI'ÑINA TA'TULAN'NA',ellas no hablan en voz baja.,nawa' ku'la lumpi'ñina ta'tulan'na',flashcards_oraciones,P00335,False
U01098,G00951,Soy doctor.,DOKTOR NUKA'KA,soy doctor.,doktor nuka'ka,flashcards2,P01098,False
U03334,G03101,ellos aman la naturaleza.,NAWA' TANTENÑINA'  DUDIMPU'LUSA' LUPA'KLA,ellos aman la naturaleza.,nawa' tantenñina' dudimpu'lusa' lupa'kla,flashcards_oraciones,P00127,False
U02503,G02272,acá no tengo ningún familiar.,asek kua patun a’ñinekta’la.,acá no tengo ningún familiar.,asek kua patun a'ñinekta'la.,pdf_textos,P00252,True
U04387,G04122, un poco más guardó para su comida.,nu’dunpi’la sekdiperlli weranenki.,un poco más guardó para su comida.,nu'dunpi'la sekdiperlli weranenki.,fidel_lomas,P00511,True
U03952,G03696,"Cuando matan a su madre, la cría permanece ahí.",Ashinen dei’ta’ser’ wawin nanek llia’lli.,"cuando matan a su madre, la cría permanece ahí.",ashinen dei'ta'ser' wawin nanek llia'lli.,fidel_lomas,P00076,True
U03178,G02947,"""Este"", dijo.","""Asu'"", tullima.","este, dijo.","asu', tullima.",pdf_textos,P00927,True
U01102,G00955,Estoy confuso.,LACHEK'KI'NEK,estoy confuso.,lachek'ki'nek,flashcards2,P01102,True
U01103,G00955,Estoy confundido.,LACHEK'KI'NEK,estoy confundido.,lachek'ki'nek,flashcards2,P01103,True
U04303,G04039, y el canto de la carretera,"kupin dekkun dunsak,",y el canto de la carretera,"kupin dekkun dunsak,",fidel_lomas,P00427,False
U00879,G00745,¿Debería ir?,¿PA'ECHEK'ATA'?,¿debería ir?,¿pa'echek'ata'?,flashcards2,P00879,False
U02345,G02114,Mientras está hirviendo se tuesta el maíz desgranado.,Ukluka’pasik kenmu’nta’ inyalalatulek chitetlla.,mientras está hirviendo se tuesta el maíz desgranado.,ukluka'pasik kenmu'nta' inyalalatulek chitetlla.,pdf_textos,P00094,True
U00046,G00729,¡Gracias!,¡YUSPEINET'ECHUN!,¡gracias!,¡yuspeinet'echun!,flashcards2,P00046,True
U00859,G00729,¡Muchas gracias!,¡YUSPEINET'ECHUN!,¡muchas gracias!,¡yuspeinet'echun!,flashcards2,P00859,True
U04144,G03881,le dijeron al Carachupa (las mujeres).,itullina’ Chi’lek.,le dijeron al carachupa (las mujeres).,itullina' chi'lek.,fidel_lomas,P00268,True
U01275,G01108,Prometiste.,NU'TECHUN TUWINA,prometiste.,nu'techun tuwina,flashcards2,P01275,True
U01282,G01108,Lo prometiste.,NU'TECHUN TUWINA,lo prometiste.,nu'techun tuwina,flashcards2,P01282,True
U03925,G03669,También los pejes que no habían muerto bajaban.,Samerlusa’nta’ chiminpu’er’kasu’ nu’wañina’.,también los pejes que no habían muerto bajaban.,samerlusa'nta' chiminpu'er'kasu' nu'wañina'.,fidel_lomas,P00049,True
U02670,G02439,A las golondrinas yo las envío.,Sellawa kualer a’uk’apencha’deklek.,a las golondrinas yo las envío.,sellawa kualer a'uk'apencha'deklek.,pdf_textos,P00419,True
U01293,G01118,Estás borracha.,LUPERSU' ÑAPALA,estás borracha.,lupersu' ñapala,flashcards2,P01293,False
U01570,G01375,Tenemos planes.,A'ÑAPALLIDEK MA'NEN'UN'TA' NU'TAK,tenemos planes.,a'ñapallidek ma'nen'un'ta' nu'tak,flashcards2,P01570,False
U01194,G01030,Se chocaron.,DA'PAÑINA',se chocaron.,da'pañina',flashcards2,P01194,True
U01195,G01030,Se estrellaron.,DA'PAÑINA',se estrellaron.,da'pañina',flashcards2,P01195,True
U01629,G01434,Trabajas duro.,SAKA'TECHU WATENSU',trabajas duro.,saka'techu watensu',flashcards2,P01629,False
U00973,G00833,Me lastimas.,A'KALUWI'LUN,me lastimas.,a'kaluwi'lun,flashcards2,P00973,False
U02223,G01994,Respira normal.,NERIKER' U'CHIMU,respira normal.,neriker' u'chimu,flashcards2,P02223,True
U02224,G01994,Respira tranquilo.,NERIKER' U'CHIMU,respira tranquilo.,neriker' u'chimu,flashcards2,P02224,True
U03613,G03367,tú no limpias el cuarto.,KENMA WITEK'API'NA WICHI'AK,tú no limpias el cuarto.,kenma witek'api'na wichi'ak,flashcards_oraciones,P00406,False
U01502,G01312,Comamos fuera.,ADIPI KA'AWA',comamos fuera.,adipi ka'awa',flashcards2,P01502,False
U04381,G04116,De ahí hemos madrugado y surcamos al Rumiyacu.,"Nanekla chidasu’lallidek, La’pir’ penwinerchullidek.",de ahí hemos madrugado y surcamos al rumiyacu.,"nanekla chidasu'lallidek, la'pir' penwinerchullidek.",fidel_lomas,P00505,True
U00137,G00094,Apártate.,PAKER' ÑILUPA',apártate.,paker' ñilupa',flashcards2,P00137,False
U01552,G01358,Tom dudó.,TOM LATEK'CHI'ÑI,tom dudó.,tom latek'chi'ñi,flashcards2,P01552,False
U03912,G03656,"Por eso, no hacían faltar algodón en sus chacras.",Nanamalek pitellu a’pawi’ñina’ menminennak.,"por eso, no hacían faltar algodón en sus chacras.",nanamalek pitellu a'pawi'ñina' menminennak.,fidel_lomas,P00036,True
U02965,G02734,"Entonces un hombre viejo dijo: ""Ahora sí éste ya nos hubiera comido a nosotros si no nos hubiéramos prevenido.",Ipa’la’ka tullima ala’sa’ taserpi “Ipa’ asu’nta’ka ka’nansinmu’wa’ kenmu’wa’ inlli’inuinpu’a’kawa’su’ ñilli.,entonces un hombre viejo dijo: ahora sí éste ya nos hubiera comido a nosotros si no nos hubiéramos prevenido.,ipa'la'ka tullima ala'sa' taserpi ipa' asu'nta'ka ka'nansinmu'wa' kenmu'wa' inlli'inuinpu'a'kawa'su' ñilli.,pdf_textos,P00714,True
U02728,G02497,Arakáyu llamó al Hombre Candela y le dijo,Arakayuler Tanpen peklu’n itulli,arakáyu llamó al hombre candela y le dijo,arakayuler tanpen peklu'n itulli,pdf_textos,P00477,True
U02563,G02332,Las viejitas tenían mucha pena y lloraban.,"Amilusa’ wa’inutullina’, willekllina’.",las viejitas tenían mucha pena y lloraban.,"amilusa' wa'inutullina', willekllina'.",pdf_textos,P00312,True
U03731,G03481,él olvida la tarea.,NANA PINANER'LLI YANU'TA'SU',él olvida la tarea.,nana pinaner'lli yanu'ta'su',flashcards_oraciones,P00524,False
U03302,G03070,Los niños escuchan atentos.,WILALUSA' LAUK' LLINA' MUSU',los niños escuchan atentos.,wilalusa' lauk' llina' musu',flashcards_oraciones,P00095,False
U01116,G00966,Estoy exhausto.,ÑAPALEK SAKA'TUSU',estoy exhausto.,ñapalek saka'tusu',flashcards2,P01116,True
U01117,G00966,Estoy reventado.,ÑAPALEK SAKA'TUSU',estoy reventado.,ñapalek saka'tusu',flashcards2,P01117,True
U02065,G01842,¿Es venenoso?,¿SULLIMAN WANPALLI?,¿es venenoso?,¿sulliman wanpalli?,flashcards2,P02065,False
U01290,G01115,Estarás bien.,MUSU' ÑAPE'CHU,estarás bien.,musu' ñape'chu,flashcards2,P01290,False
U00410,G00327,Anda.,DEKUNDUNLLI,anda.,dekundunlli,flashcards2,P00410,False
U01126,G00973,Me toca. (tocar),PATA'LLIU,me toca. (tocar),pata'lliu,flashcards2,P01126,True
U01489,G01339,Déjelo.,TA'ITULER',déjelo.,ta'ituler',flashcards2,P01489,True
U01532,G01339,Ya basta.,TA'ITULER',ya basta.,ta'ituler',flashcards2,P01532,True
U01239,G01072,Los amamos.,TANTEN'ÑIDEK,los amamos.,tanten'ñidek,flashcards2,P01239,False
U02655,G02424,"Escogieron (el pescado) y lo ahumaron, regresaron al pueblo y contaron (lo que había sucedido).","Wadunni’ma chintanna’, adenchanna’ ñinanluk luncha’llina’.","escogieron (el pescado) y lo ahumaron, regresaron al pueblo y contaron (lo que había sucedido).","wadunni'ma chintanna', adenchanna' ñinanluk luncha'llina'.",pdf_textos,P00404,True
U03223,G02992,Comemos todos nosotros cada noche.,WERANEK'WA IÑER'KENMUWA IÑER'DEKPILLILUSA,comemos todos nosotros cada noche.,weranek'wa iñer'kenmuwa iñer'dekpillilusa,flashcards_oraciones,P00016,False
U01996,G01776,¿Cómo terminará?,¿MA'PU'SU' TA'WANTECHU?,¿cómo terminará?,¿ma'pu'su' ta'wantechu?,flashcards2,P01996,False
U03568,G03325,ellos no barren la casa.,NAWA'KU'LA WITEK'IÑINA PIDEK,ellos no barren la casa.,nawa'ku'la witek'iñina pidek,flashcards_oraciones,P00361,False
U02206,G01977,Pareces triste.,LLI'TULA WE'INUTUSU',pareces triste.,lli'tula we'inutusu',flashcards2,P02206,False
U03404,G03168,el niño cierra el libro.,NANA WILA UNKU'LLI NANA KERKA',el niño cierra el libro.,nana wila unku'lli nana kerka',flashcards_oraciones,P00197,False
U04314,G04049,El nombre de mi finado hermano es Meneleo Cariajano Chota.,Yalli’shawekku’ llillinen nuka’a Miñiku Cariajanu Chuta. ,el nombre de mi finado hermano es meneleo cariajano chota.,yalli'shawekku' llillinen nuka'a miñiku cariajanu chuta.,fidel_lomas,P00438,True
U02751,G02520,Dicen que de esa manera antiguamente Arákayu nos maldijo y nos abandonó. a long time ago.,Nu’sui’ma napi’ Arakayu pillek’aminerkenmu’wa’ pa’lapinta’llinerkenmu’wa’.,dicen que de esa manera antiguamente arákayu nos maldijo y nos abandonó. a long time ago.,nu'sui'ma napi' arakayu pillek'aminerkenmu'wa' pa'lapinta'llinerkenmu'wa'.,pdf_textos,P00500,True
U01248,G01079,Estábamos heridos.,LLIPU'PI ÑAPAWIÑIDEK,estábamos heridos.,llipu'pi ñapawiñidek,flashcards2,P01248,True
U01249,G01079,Estábamos lastimados.,LLIPU'PI ÑAPAWIÑIDEK,estábamos lastimados.,llipu'pi ñapawiñidek,flashcards2,P01249,True
U02893,G02662,"Cuando se durmieron, dice que de veras vino el Duende Puro Hueso y a toditos los mató mordiéndoles el cuello,",Wichi’a’ser ima tekkinchi Lansi’ Wa’dan uk’an iñer ima laki’kerdeklli.,"cuando se durmieron, dice que de veras vino el duende puro hueso y a toditos los mató mordiéndoles el cuello,",wichi'a'ser ima tekkinchi lansi' wa'dan uk'an iñer ima laki'kerdeklli.,pdf_textos,P00642,True
U02366,G02135,Ahora a ese recipiente (grande de plástico) que le llaman“timbu”,Ipa’li’na nana wa’napi “tinpu” iterkasu’,ahora a ese recipiente (grande de plástico) que le llamantimbu,ipa'li'na nana wa'napi tinpu iterkasu',pdf_textos,P00115,True
U03234,G03003,¿Qué comiste hoy?,¿MA'NEN'ACHA KA'LA IPA'LA?,¿qué comiste hoy?,¿ma'nen'acha ka'la ipa'la?,flashcards_oraciones,P00027,False
U00808,G00680,Soy finlandés.,FINLANDIS NUKA'KA,soy finlandés.,finlandis nuka'ka,flashcards2,P00808,False
U01995,G01775,¡Qué interesante!,¡EMPU'NI LUYAIPA'!,¡qué interesante!,¡empu'ni luyaipa'!,flashcards2,P01995,False
U04334,G04069,Ahí colaboraron varias personas: ,Nanek saka’tullina’ wapu’daper: ,ahí colaboraron varias personas:,nanek saka'tullina' wapu'daper:,fidel_lomas,P00458,True
U03126,G02895,"Los que vinieron a ver dijeron, los que hacían comprender, los que interpretaban (la lengua) dijeron:","Lli'kerenni'ma tullina'ka nawa', nana a'lachekta'su', lawer'a'su' tulli:","los que vinieron a ver dijeron, los que hacían comprender, los que interpretaban (la lengua) dijeron:","lli'kerenni'ma tullina'ka nawa', nana a'lachekta'su', lawer'a'su' tulli:",pdf_textos,P00875,True
U02104,G01879,Quedémonos acá.,LLIA'AWA' ASEK,quedémonos acá.,llia'awa' asek,flashcards2,P02104,False
U02832,G02601,Dicen que antes era grande Ballena Poza.,A’llupima ñiwiñi napi’ Lanla’ Pitun.,dicen que antes era grande ballena poza.,a'llupima ñiwiñi napi' lanla' pitun.,pdf_textos,P00581,True
U01664,G01465,"Vamos, hazlo.","PA'AWA , NU'TER'","vamos, hazlo.","pa'awa, nu'ter'",flashcards2,P01664,False
U01985,G01766,Dales dinero.,ENKA'DEKER' KULLIKER',dales dinero.,enka'deker' kulliker',flashcards2,P01985,False
U00495,G00403,Come despacio.,WERANKER' UTI'LA,come despacio.,weranker' uti'la,flashcards2,P00495,False
U02235,G02004,¿Vives aquí?,¿ASEK NANPIPALA?,¿vives aquí?,¿asek nanpipala?,flashcards2,P02235,False
U03669,G03420,¿Qué hacen ustedes por la tarde?,¿MA'PU'LAMA' KEN'MAMA' ER'WA?,¿qué hacen ustedes por la tarde?,¿ma'pu'lama' ken'mama' er'wa?,flashcards_oraciones,P00462,False
U00057,G00045,Entre.,DA'KERKER',entre.,da'kerker',flashcards2,P00057,True
U00058,G00045,Pase.,DA'KERKER',pase.,da'kerker',flashcards2,P00058,True
U01573,G01378,Nunca hablamos.,ÑINPI' LUNPI'ÑIDEK,nunca hablamos.,ñinpi' lunpi'ñidek,flashcards2,P01573,False
U02881,G02650,"“Muy bien, hermano”. (joven)","- “Ta’iter, alli’shá”.","muy bien, hermano. (joven)","- ta'iter, alli'shá.",pdf_textos,P00630,True
U04067,G03804,“Vamos” le contestó (la Motelo).,“Pa’a” itulli.,vamos le contestó (la motelo).,pa'a itulli.,fidel_lomas,P00191,True
U00318,G00250,Puedo correr.,YEN'NITULEK TEKA'AK',puedo correr.,yen'nitulek teka'ak',flashcards2,P00318,False
U01705,G01502,Aquí vienen.,ASEK UK'APILELLINA',aquí vienen.,asek uk'apilellina',flashcards2,P01705,False
U02938,G02707,a esos jóvenes.,nana nadi’neklusi’ma.,a esos jóvenes.,nana nadi'neklusi'ma.,pdf_textos,P00687,True
U01961,G01745,¿Te gustó?,¿IYA'TULA?,¿te gustó?,¿iya'tula?,flashcards2,P01961,False
U02411,G02180,"Pero como tengo hijos ellos me están viendo, de mi comida, de mi bebida, de todo me están viendo mis hijos.","Wilawamui’na nawa’ lli’apallinerku, uran’ukeklan3, uweklan, iñerkeklan lli’apallinerku wilaweklusa’.","pero como tengo hijos ellos me están viendo, de mi comida, de mi bebida, de todo me están viendo mis hijos.","wilawamui'na nawa' lli'apallinerku, uran'ukeklan3, uweklan, iñerkeklan lli'apallinerku wilaweklusa'.",pdf_textos,P00160,True
U01598,G01403,¡Qué alivio!,¡ENPU'NI MUI'PA!,¡qué alivio!,¡enpu'ni mui'pa!,flashcards2,P01598,False
U00189,G00140,Estoy calvo.,NUWEK'MUTU' ÑAPALEK,estoy calvo.,nuwek'mutu' ñapalek,flashcards2,P00189,False
U03439,G03202,la niña no corre bajo la lluvia.,NANA WILA KU'APER KU'LA TEKA'PI'ÑI U'LAN WILENKEK,la niña no corre bajo la lluvia.,nana wila ku'aper ku'la teka'pi'ñi u'lan wilenkek,flashcards_oraciones,P00232,False
U02547,G02316,“Aquí está el árbol inclinado. ¡Detengámonos!”,“Ma’atasu’ nala inner’apalli. ¡Wanera!”,aquí está el árbol inclinado. ¡detengámonos!,ma'atasu' nala inner'apalli. ¡wanera!,pdf_textos,P00296,True
U03500,G03257,ellas esperan con tranquilidad.,NAWA' WA'TENTULLINA' MUSICLANLEK',ellas esperan con tranquilidad.,nawa' wa'tentullina' musiclanlek',flashcards_oraciones,P00293,False
U04263,G03999,en la calle lávate las manos con alcohol.,kallik alcohollek inwinsekker’.,en la calle lávate las manos con alcohol.,kallik alcohollek inwinsekker'.,fidel_lomas,P00387,True
U02688,G02457,"cuando pasó el carnaval regresó,","mitan nakusik ima adanta’n,","cuando pasó el carnaval regresó,","mitan nakusik ima adanta'n,",pdf_textos,P00437,True
U03031,G02800,Algún día en un fierro viejo que vuela ustedes también van a viajar.,Enpi' uklli pen ala'sa' wa'natek pennu'a'su' kenmama'nta' pa'achuma'.,algún día en un fierro viejo que vuela ustedes también van a viajar.,enpi' uklli pen ala'sa' wa'natek pennu'a'su' kenmama'nta' pa'achuma'.,pdf_textos,P00780,False
U01394,G01212,Puedo verte.,YENNITULEK LI'AN'SU',puedo verte.,yennitulek li'an'su',flashcards2,P01394,False
U03396,G03160,tú caminas muy rápido.,KENMA DEKKUNTULA NAKUSU' WIU'KSU',tú caminas muy rápido.,kenma dekkuntula nakusu' wiu'ksu',flashcards_oraciones,P00189,False
U04187,G03923,"Comprando, he chupado y me ha gustado.","Mapa’tamu pisha’lek, iyatulek.","comprando, he chupado y me ha gustado.","mapa'tamu pisha'lek, iyatulek.",fidel_lomas,P00311,True
U00479,G00389,¡Ven rápido!,¡WENCHER' WIUKSU'!,¡ven rápido!,¡wencher' wiuksu'!,flashcards2,P00479,True
U00480,G00389,¡Vení rápido!,¡WENCHER' WIUKSU'!,¡vení rápido!,¡wencher' wiuksu'!,flashcards2,P00480,True
U01111,G00962,Estoy embarazada.,KADULUNSU' ÑAPALEK,estoy embarazada.,kadulunsu' ñapalek,flashcards2,P01111,False
U02798,G02567,"A veces le llamaban, le discursaban a Arákayu.","Nerpi’pu’ peklu’llina’, ulenñina’ Arakayu.","a veces le llamaban, le discursaban a arákayu.","nerpi'pu' peklu'llina', ulenñina' arakayu.",pdf_textos,P00547,True
U03057,G02826,"Por eso dice, una mujer llamada Malallina9,","Nana malek imi'na, ala'sa' shaya' llillinen itullina' Malallina,","por eso dice, una mujer llamada malallina9,","nana malek imi'na, ala'sa' shaya' llillinen itullina' malallina,",pdf_textos,P00806,False
U02654,G02423,"“Sábalo, y este es acarahuasú, y este es …este... fasaco, este es lisa, palometa, gamitana....” les dijo.","- “Nansek, asui’na iker’adu, asui’na ..ma’i.. a’lanan, asu’ nerkala, terek, dunanser....” itudekllima.","sábalo, y este es acarahuasú, y este es …este... fasaco, este es lisa, palometa, gamitana.... les dijo.","- nansek, asui'na iker'adu, asui'na ..ma'i.. a'lanan, asu' nerkala, terek, dunanser.... itudekllima.",pdf_textos,P00403,True
U00354,G00281,¿Está lejos?,¿WEIA'CHA ÑAPALLI?,¿está lejos?,¿weia'cha ñapalli?,flashcards2,P00354,False
U00911,G00775,Tom escapó.,TOM CHI'YE'KLLI,tom escapó.,tom chi'ye'klli,flashcards2,P00911,False
U03157,G02926,"Ellos han adoptado el nombre ""El de la boca abierta"".",Nawa'ler ima aku'llillillina' Laweklatek.,ellos han adoptado el nombre el de la boca abierta.,nawa'ler ima aku'llillillina' laweklatek.,pdf_textos,P00906,True
U01823,G01613,Continuemos.,TUPITAWA',continuemos.,tupitawa',flashcards2,P01823,False
U01727,G01523,Tengo tos.,ILULEK,tengo tos.,ilulek,flashcards2,P01727,False
U04285,G04021,Tiene caminos y quebradas.,Dekkunlusa’ dekshadeklusa’ a’ñapalli.,tiene caminos y quebradas.,dekkunlusa' dekshadeklusa' a'ñapalli.,fidel_lomas,P00409,True
U04172,G03908,Fuimos para mandar curar a nuestra mamá en el hospital.,A’lulentukuñidek awawidek uspitalkek.,fuimos para mandar curar a nuestra mamá en el hospital.,a'lulentukuñidek awawidek uspitalkek.,fidel_lomas,P00296,True
U01444,G01256,Lo llevaré.,EPA'ECHEK,lo llevaré.,epa'echek,flashcards2,P01444,False
U00121,G00083,Crudo,NANPI,crudo,nanpi,flashcards2,P00121,True
U00122,G00083,Vivo,NANPI,vivo,nanpi,flashcards2,P00122,True
U04421,G04156,Dicen que su remedio es enseñar la lengua shiwilu en las escuelas.,Ilulennanen ima nuka’a a’lektanna’ shiwilu la’la’ ñinchituna-pideklusak.,dicen que su remedio es enseñar la lengua shiwilu en las escuelas.,ilulennanen ima nuka'a a'lektanna' shiwilu la'la' ñinchituna-pideklusak.,fidel_lomas,P00545,True
U03924,G03668,Este hermano menor conoce dónde dejar el barbasco majado.,"Asu’ yalli’wa luwer’apalli akui’la’mamak puñañi
llisanpi.",este hermano menor conoce dónde dejar el barbasco majado.,asu' yalli'wa luwer'apalli akui'la'mamak puñañi llisanpi.,fidel_lomas,P00048,True
U01440,G01253,Te mataré.,DEI'TECHEN,te mataré.,dei'techen,flashcards2,P01440,False
U00755,G00630,¡Ha venido!,¡WEK'LLI!,¡ha venido!,¡wek'lli!,flashcards2,P00755,False
U04521,G04230,"Esta persona mayor es capaz de comprender todo, hasta los libros para niños.",ASU' YALLY' SUSUNEN LACHEK'SU IÑER' KERKA LUSA' WILALUSAKINTA',"esta persona mayor es capaz de comprender todo, hasta los libros para niños.",asu' yally' susunen lachek'su iñer' kerka lusa' wilalusakinta',el_principito,P00004,False
U00536,G00438,¡Te amo!,¡LUANTULLIEN!,¡te amo!,¡luantullien!,flashcards2,P00536,False
U03761,G03510,ella no recuerda su nombre.,NANA KU'LA LLI'INUTAPI'ÑI LLILLINEN,ella no recuerda su nombre.,nana ku'la lli'inutapi'ñi llillinen,flashcards_oraciones,P00554,False
U04131,G03868,"“No me comas, tío. ¿Por qué me vas a comer?”","“Aner’ yaka’tun, apetchá. ¿Ma’ki’na ka’etchunku?”","no me comas, tío. ¿por qué me vas a comer?","aner' yaka'tun, apetchá. ¿ma'ki'na ka'etchunku?",fidel_lomas,P00255,True
U02716,G02485,Arákayu shinguró7 (los lagos).,Arakayuler pilleklli.,arákayu shinguró7 (los lagos).,arakayuler pilleklli.,pdf_textos,P00465,True
U02710,G02479,"También los lagos se secaron,","Sennanlusa’nta’ enñi,","también los lagos se secaron,","sennanlusa'nta' enñi,",pdf_textos,P00459,True
U00773,G00646,Como pan.,KA'APALEK TANTA',como pan.,ka'apalek tanta',flashcards2,P00773,False
U01698,G01495,La increpó.,YUTULLI,la increpó.,yutulli,flashcards2,P01698,False
U03371,G03137,nosotras bajamos la escalera.,KUDA NU'WAN'TAPALLIDEK' CHINTEN'NA,nosotras bajamos la escalera.,kuda nu'wan'tapallidek' chinten'na,flashcards_oraciones,P00164,False
U01178,G01020,No discutas.,YAINYUTUTA,no discutas.,yainyututa,flashcards2,P01178,False
U03094,G02863,Así vivieron cuántos años quizás.,Nu'si'ma nanpillina' enpu'dun ekkilalei'pa'.,así vivieron cuántos años quizás.,nu'si'ma nanpillina' enpu'dun ekkilalei'pa'.,pdf_textos,P00843,False
U03805,G03552,ellas no trabajan con alegría.,NAWA'KU'LA SAKA'TAPI'ÑINA' SAKEKSU',ellas no trabajan con alegría.,nawa'ku'la saka'tapi'ñina' sakeksu',flashcards_oraciones,P00598,False
U00998,G00855,Sé despiadado.,LUTANTENINPU'KER',sé despiadado.,lutanteninpu'ker',flashcards2,P00998,False
U02539,G02308,agua blanquísima y cristalina van a encontrar.,enpu’ni dadapudekshipa’ enpu’ni pektudekshipa’ kanenchuma’.,agua blanquísima y cristalina van a encontrar.,enpu'ni dadapudekshipa' enpu'ni pektudekshipa' kanenchuma'.,pdf_textos,P00288,True
U00534,G00437,Te quiero.,LUANTULLIEN,te quiero.,luantullien,flashcards2,P00534,True
U00535,G00437,Te amo.,LUANTULLIEN,te amo.,luantullien,flashcards2,P00535,True
U02971,G02740,"Por eso ellos se fueron calladitos, caminaron cuidadosamente sin hacer ruido.","Nawei’mi’na nana malek ima nawa’ ta’tushalanna’ pa’llina’, ta’tushalanni’ma dekkuntullina’.","por eso ellos se fueron calladitos, caminaron cuidadosamente sin hacer ruido.","nawei'mi'na nana malek ima nawa' ta'tushalanna' pa'llina', ta'tushalanni'ma dekkuntullina'.",pdf_textos,P00720,True
U02161,G01935,Podemos ayudarlos.,YENNITULEK'WA' KATU'PA'A'KAWAK,podemos ayudarlos.,yennitulek'wa' katu'pa'a'kawak,flashcards2,P02161,False
U00587,G00484,Está listo.,INSEK'DIPERPI ÑAPALLI,está listo.,insek'diperpi ñapalli,flashcards2,P00587,False
U04087,G03824,"Andando, el abuelo se fue a ver a las que bailaban tanto, cuando pifuaneaba el Carachupa.","Papinku pa’apilan lli’kuñima enpu’nipi’ma lansa’pa’ser’, pilenñantusik Chi’lek.","andando, el abuelo se fue a ver a las que bailaban tanto, cuando pifuaneaba el carachupa.","papinku pa'apilan lli'kuñima enpu'nipi'ma lansa'pa'ser', pilenñantusik chi'lek.",fidel_lomas,P00211,True
U00703,G00585,¿Qué pasa?,¿MAPU'LA?,¿qué pasa?,¿mapu'la?,flashcards2,P00703,False
U04073,G03810,Alguien le dijo “Se están burlando de ti debido a tus diseños”.,Ali’laler itulli “Llinserpenmalek lumerapallinerken”.,alguien le dijo se están burlando de ti debido a tus diseños.,ali'laler itulli llinserpenmalek lumerapallinerken.,fidel_lomas,P00197,True
U00097,G00063,Estoy mojada.,WIWERAPALEK,estoy mojada.,wiwerapalek,flashcards2,P00097,False
U00915,G00779,Tom escucha.,TOM LAUKTAPALLI,tom escucha.,tom lauktapalli,flashcards2,P00915,False
U03708,G03459,Yo pesco con caña en el río.,KUA PUR'APALEK DEKSAMERNALALEK KUPINDE'SHADE'KEK,yo pesco con caña en el río.,kua pur'apalek deksamernalalek kupinde'shade'kek,flashcards_oraciones,P00501,False
U00147,G00103,Arregla esto.,ASU' TEKDI'PER'KER',arregla esto.,asu' tekdi'per'ker',flashcards2,P00147,False
U03318,G03085,ellos abren la ventana.,NAWA' EK'KER'CHULLINA VENTANA,ellos abren la ventana.,nawa' ek'ker'chullina ventana,flashcards_oraciones,P00111,False
U00185,G00137,Esperé.,WA'TEN'NEK',esperé.,wa'ten'nek',flashcards2,P00185,False
U02898,G02667,dijo una mujer con pena.,tullima ala’sa’ shaya’.,dijo una mujer con pena.,tullima ala'sa' shaya'.,pdf_textos,P00647,True
U03433,G03196,él no construye una torre.,NANA KU'LA NU'CHI'ÑI ALA'SA' TORRE,él no construye una torre.,nana ku'la nu'chi'ñi ala'sa' torre,flashcards_oraciones,P00226,False
U04062,G03799,Muy bien” dijo la Iguana.,“Mu’chun” tulli Pekkuala.,muy bien dijo la iguana.,mu'chun tulli pekkuala.,fidel_lomas,P00186,True
U02891,G02660,Poquito les quitó el sueño.,A’metcha nanpiladencha’llina’.,poquito les quitó el sueño.,a'metcha nanpiladencha'llina'.,pdf_textos,P00640,True
U01028,G00883,¿Duele?,¿IKERLLI?,¿duele?,¿ikerlli?,flashcards2,P01028,False
U01609,G01414,Llegaste temprano.,DASU'LA EKTU'KERLLIA,llegaste temprano.,dasu'la ektu'kerllia,flashcards2,P01609,False
U00236,G00182,Vamos.,PA'A,vamos.,pa'a,flashcards2,P00236,False
