id,pair_id,group_id,source,target,source_lang,target_lang,split,has_audit_flags,origin_source
U01923__shw2spa,U01923,G01708,musu' ñapawiñina',estaban felices.,shw,spa,train,False,flashcards2
U01923__spa2shw,U01923,G01708,estaban felices.,musu' ñapawiñina',spa,shw,train,False,flashcards2
U01730__shw2spa,U01730,G01526,iyatulek kana'tak,adoro ganar.,shw,spa,train,False,flashcards2
U01730__spa2shw,U01730,G01526,adoro ganar.,iyatulek kana'tak,spa,shw,train,False,flashcards2
U00986__shw2spa,U00986,G00844,¿luuktek' nukama?,¿eres sordo?,shw,spa,train,False,flashcards2
U00986__spa2shw,U00986,G00844,¿eres sordo?,¿luuktek' nukama?,spa,shw,train,False,flashcards2
U04326__shw2spa,U04326,G04061,"nanalek wapu' wilawañina', kala enmu'pinenlusa', kala kua'perwawalusa'.","con ella tuvieron varios hijos, tres varones y tres mujeres.",shw,spa,train,True,fidel_lomas
U04326__spa2shw,U04326,G04061,"con ella tuvieron varios hijos, tres varones y tres mujeres.","nanalek wapu' wilawañina', kala enmu'pinenlusa', kala kua'perwawalusa'.",spa,shw,train,True,fidel_lomas
U04082__shw2spa,U04082,G03819,enpu'nipa' u'chimusha pilenñantulli chi'lek napi'.,muy bonito tocaba su pifuano el carachupa en ese tiempo.,shw,spa,train,True,fidel_lomas
U04082__spa2shw,U04082,G03819,muy bonito tocaba su pifuano el carachupa en ese tiempo.,enpu'nipa' u'chimusha pilenñantulli chi'lek napi'.,spa,shw,train,True,fidel_lomas
U00145__shw2spa,U00145,G00101,¡tuna'ker'!,¡cálmate!,shw,spa,train,False,flashcards2
U00145__spa2shw,U00145,G00101,¡cálmate!,¡tuna'ker'!,spa,shw,train,False,flashcards2
U00660__shw2spa,U00660,G00546,tom lli'tulli,tom miró.,shw,spa,train,False,flashcards2
U00660__spa2shw,U00660,G00546,tom miró.,tom lli'tulli,spa,shw,train,False,flashcards2
U03147__shw2spa,U03147,G02916,enta' winterkenma' ma'pu'si'pa' kineklada' llillin ñilli.,ahora les voy a contar cómo quizás los nombres shiwilu11 han sido.,shw,spa,train,True,pdf_textos
U03147__spa2shw,U03147,G02916,ahora les voy a contar cómo quizás los nombres shiwilu11 han sido.,enta' winterkenma' ma'pu'si'pa' kineklada' llillin ñilli.,spa,shw,train,True,pdf_textos
U03357__shw2spa,U03357,G03124,nana lansai'ñi sakek'su',él no baila con alegría.,shw,spa,train,False,flashcards_oraciones
U03357__spa2shw,U03357,G03124,él no baila con alegría.,nana lansai'ñi sakek'su',spa,shw,train,False,flashcards_oraciones
U02548__shw2spa,U02548,G02317,waneranni'ma pi'shekllina'.,se detuvieron y miraron atrás.,shw,spa,train,True,pdf_textos
U02548__spa2shw,U02548,G02317,se detuvieron y miraron atrás.,waneranni'ma pi'shekllina'.,spa,shw,train,True,pdf_textos
U03034__shw2spa,U03034,G02803,"ipa'la'ka luwetchudekllina' ali'la muda'lusa', luwetchudekñina' nerpi'la lunlusa'.","ahora conocemos a otras gentes, conocemos a los que hablan otra lengua.",shw,spa,train,True,pdf_textos
U03034__spa2shw,U03034,G02803,"ahora conocemos a otras gentes, conocemos a los que hablan otra lengua.","ipa'la'ka luwetchudekllina' ali'la muda'lusa', luwetchudekñina' nerpi'la lunlusa'.",spa,shw,train,True,pdf_textos
U03258__shw2spa,U03258,G03027,lli'ker' ala'sa' shumitek' kañierchasu',"mira, una mariposa que es azul.",shw,spa,train,False,flashcards_oraciones
U03258__spa2shw,U03258,G03027,"mira, una mariposa que es azul.",lli'ker' ala'sa' shumitek' kañierchasu',spa,shw,train,False,flashcards_oraciones
U00028__shw2spa,U00028,G00023,anu'lek,me caí.,shw,spa,train,False,flashcards2
U00028__spa2shw,U00028,G00023,me caí.,anu'lek,spa,shw,train,False,flashcards2
U01613__shw2spa,U01613,G01418,a'ñapala' vinu',tienes vino.,shw,spa,train,False,flashcards2
U01613__spa2shw,U01613,G01418,tienes vino.,a'ñapala' vinu',spa,shw,train,False,flashcards2
U01567__shw2spa,U01567,G01372,ape'chuwiñiner'kudek,fuimos robados.,shw,spa,train,False,flashcards2
U01567__spa2shw,U01567,G01372,fuimos robados.,ape'chuwiñiner'kudek,spa,shw,train,False,flashcards2
U02974__shw2spa,U02974,G02743,da'ilek ala'si'mi'na lachik'apalli asu' shiwilu la'la'.,"entonces, dice que había uno que entendía la lengua shiwilu.",shw,spa,train,False,pdf_textos
U02974__spa2shw,U02974,G02743,"entonces, dice que había uno que entendía la lengua shiwilu.",da'ilek ala'si'mi'na lachik'apalli asu' shiwilu la'la'.,spa,shw,train,False,pdf_textos
U03160__shw2spa,U03160,G02929,kui'na laweklateklupa' tullima.,en cambio yo (me fui a vivir) por los dos cerros que forman como una boca abierta dijo.,shw,spa,train,True,pdf_textos
U03160__spa2shw,U03160,G02929,en cambio yo (me fui a vivir) por los dos cerros que forman como una boca abierta dijo.,kui'na laweklateklupa' tullima.,spa,shw,train,True,pdf_textos
U00826__shw2spa,U00826,G00697,lunpalek,estoy leyendo.,shw,spa,train,False,flashcards2
U00826__spa2shw,U00826,G00697,estoy leyendo.,lunpalek,spa,shw,train,False,flashcards2
U03983__shw2spa,U03983,G03727,"si'yektak uwanlusa', pidik ekpanta'lek.",una vez juntadas las ranas se llevan a casa.,shw,spa,train,True,fidel_lomas
U03983__spa2shw,U03983,G03727,una vez juntadas las ranas se llevan a casa.,"si'yektak uwanlusa', pidik ekpanta'lek.",spa,shw,train,True,fidel_lomas
U01235__shw2spa,U01235,G01068,insek'diperlekwa',nos preparamos.,shw,spa,train,False,flashcards2
U01235__spa2shw,U01235,G01068,nos preparamos.,insek'diperlekwa',spa,shw,train,False,flashcards2
U04336__shw2spa,U04336,G04071,"sha'sha kullasha inuma inuma,","la hermana julita inuma inuma,",shw,spa,train,True,fidel_lomas
U04336__spa2shw,U04336,G04071,"la hermana julita inuma inuma,","sha'sha kullasha inuma inuma,",spa,shw,train,True,fidel_lomas
U00124__shw2spa,U00124,G00796,wer'llidek,perdimos.,shw,spa,train,True,flashcards2
U00124__spa2shw,U00124,G00796,perdimos.,wer'llidek,spa,shw,train,True,flashcards2
U00933__shw2spa,U00933,G00796,wer'llidek,nos perdimos.,shw,spa,train,True,flashcards2
U00933__spa2shw,U00933,G00796,nos perdimos.,wer'llidek,spa,shw,train,True,flashcards2
U02509__shw2spa,U02509,G02278,kualer a'lek'etchek iñer ñinchita'kasu'.,yo le voy a enseñar todo lo que sé.,shw,spa,train,True,pdf_textos
U02509__spa2shw,U02509,G02278,yo le voy a enseñar todo lo que sé.,kualer a'lek'etchek iñer ñinchita'kasu'.,spa,shw,train,True,pdf_textos
U03988__shw2spa,U03988,G03732,chitekpiluk nanpillina'.,viven en la restinga.,shw,spa,train,True,fidel_lomas
U03988__spa2shw,U03988,G03732,viven en la restinga.,chitekpiluk nanpillina'.,spa,shw,train,True,fidel_lomas
U01965__shw2spa,U01965,G01748,¿nu'tula?,¿lo hiciste?,shw,spa,train,False,flashcards2
U01965__spa2shw,U01965,G01748,¿lo hiciste?,¿nu'tula?,spa,shw,train,False,flashcards2
U01040__shw2spa,U01040,G00895,uker' ma'pinta',tómate algo.,shw,spa,train,False,flashcards2
U01040__spa2shw,U01040,G00895,tómate algo.,uker' ma'pinta',spa,shw,train,False,flashcards2
U03370__shw2spa,U03370,G03136,kuda nu'wan'pi'ñidek' dawik,nosotras no bajamos al primer piso.,shw,spa,train,False,flashcards_oraciones
U03370__spa2shw,U03370,G03136,nosotras no bajamos al primer piso.,kuda nu'wan'pi'ñidek' dawik,spa,shw,train,False,flashcards_oraciones
U03902__shw2spa,U03902,G03646,intunelli'na ñita'piñi iñer' ekkilalalusa'.,pero la quinilla no echa fruto todos los años.,shw,spa,train,True,fidel_lomas
U03902__spa2shw,U03902,G03646,pero la quinilla no echa fruto todos los años.,intunelli'na ñita'piñi iñer' ekkilalalusa'.,spa,shw,train,True,fidel_lomas
U03288__shw2spa,U03288,G03056,kencher' ilulenna ñichinta',trae la medicina natural.,shw,spa,train,False,flashcards_oraciones
U03288__spa2shw,U03288,G03056,trae la medicina natural.,kencher' ilulenna ñichinta',spa,shw,train,False,flashcards_oraciones
U01693__shw2spa,U01693,G01490,¿ipa werana?,¿ya comiste?,shw,spa,train,False,flashcards2
U01693__spa2shw,U01693,G01490,¿ya comiste?,¿ipa werana?,spa,shw,train,False,flashcards2
U02757__shw2spa,U02757,G02526,"kupiwanlusa' ñapallinpi'la,","las boas todavía están ahí,",shw,spa,train,True,pdf_textos
U02757__spa2shw,U02757,G02526,"las boas todavía están ahí,","kupiwanlusa' ñapallinpi'la,",spa,shw,train,True,pdf_textos
U01610__shw2spa,U01610,G01415,aper'llina',se equivocan.,shw,spa,train,False,flashcards2
U01610__spa2shw,U01610,G01415,se equivocan.,aper'llina',spa,shw,train,False,flashcards2
U02930__shw2spa,U02930,G02699,- pen luwanpa'lliyen.,necesitamos tu candela.,shw,spa,train,True,pdf_textos
U02930__spa2shw,U02930,G02699,necesitamos tu candela.,- pen luwanpa'lliyen.,spa,shw,train,True,pdf_textos
U03590__shw2spa,U03590,G03345,nana wila kuaperlusa' ku'la lunchi'ñina ala'sa' cuentu,las niñas no leen un cuento.,shw,spa,train,False,flashcards_oraciones
U03590__spa2shw,U03590,G03345,las niñas no leen un cuento.,nana wila kuaperlusa' ku'la lunchi'ñina ala'sa' cuentu,spa,shw,train,False,flashcards_oraciones
U02198__shw2spa,U02198,G01970,llinser'ker' asu',anota esto.,shw,spa,train,True,flashcards2
U02198__spa2shw,U02198,G01970,anota esto.,llinser'ker' asu',spa,shw,train,True,flashcards2
U02199__shw2spa,U02199,G01970,llinser'ker' asu',anote esto.,shw,spa,train,True,flashcards2
U02199__spa2shw,U02199,G01970,anote esto.,llinser'ker' asu',spa,shw,train,True,flashcards2
U03949__shw2spa,U03949,G03693,nawa' er'water'kek wichi'llina'.,"donde les cae la tarde, duermen.",shw,spa,train,True,fidel_lomas
U03949__spa2shw,U03949,G03693,"donde les cae la tarde, duermen.",nawa' er'water'kek wichi'llina'.,spa,shw,train,True,fidel_lomas
U00976__shw2spa,U00976,G00836,luantapalundek,nos necesitas.,shw,spa,train,False,flashcards2
U00976__spa2shw,U00976,G00836,nos necesitas.,luantapalundek,spa,shw,train,False,flashcards2
U02307__shw2spa,U02307,G02076,"kaikku'lusa'ki,","de las mujeres ya fallecidas,",shw,spa,train,True,pdf_textos
U02307__spa2shw,U02307,G02076,"de las mujeres ya fallecidas,","kaikku'lusa'ki,",spa,shw,train,True,pdf_textos
U02596__shw2spa,U02596,G02365,u'chimu mushasu' pilu'pi witekwanpi.,"dice que bonito, bien deshierbado y barrido estaba su patio.",shw,spa,train,True,pdf_textos
U02596__spa2shw,U02596,G02365,"dice que bonito, bien deshierbado y barrido estaba su patio.",u'chimu mushasu' pilu'pi witekwanpi.,spa,shw,train,True,pdf_textos
U04041__shw2spa,U04041,G03778,diteklu'lek a'nada'su' malek lu'lunen.,porque aumentó su carne con arcilla.,shw,spa,train,True,fidel_lomas
U04041__spa2shw,U04041,G03778,porque aumentó su carne con arcilla.,diteklu'lek a'nada'su' malek lu'lunen.,spa,shw,train,True,fidel_lomas
U03670__shw2spa,U03670,G03421,¿ma'pu'palli amana' tanak'?,¿qué hace el jaguar en la selva?,shw,spa,train,False,flashcards_oraciones
U03670__spa2shw,U03670,G03421,¿qué hace el jaguar en la selva?,¿ma'pu'palli amana' tanak'?,spa,shw,train,False,flashcards_oraciones
U01446__shw2spa,U01446,G01258,lli'echek,lo miraré.,shw,spa,train,False,flashcards2
U01446__spa2shw,U01446,G01258,lo miraré.,lli'echek,spa,shw,train,False,flashcards2
U03534__shw2spa,U03534,G03291,kenmu'wa' ku'la ñinchita'pi'ñidek ipa'la,nosotros no estudiamos hoy.,shw,spa,train,False,flashcards_oraciones
U03534__spa2shw,U03534,G03291,nosotros no estudiamos hoy.,kenmu'wa' ku'la ñinchita'pi'ñidek ipa'la,spa,shw,train,False,flashcards_oraciones
U03024__shw2spa,U03024,G02793,"ipa'linchi kelluluñiñi'pa' ñapa'n, inlli'inuku', ya'nlli'tapi'ñi a'pinta'.","ahora tal vez sólo el tigre negro hay, tengan mucho cuidado, no se deja ver más.",shw,spa,train,False,pdf_textos
U03024__spa2shw,U03024,G02793,"ahora tal vez sólo el tigre negro hay, tengan mucho cuidado, no se deja ver más.","ipa'linchi kelluluñiñi'pa' ñapa'n, inlli'inuku', ya'nlli'tapi'ñi a'pinta'.",spa,shw,train,False,pdf_textos
U03362__shw2spa,U03362,G03129,nawa' nu'wañina' kupin'dek'shadik,ellas bajan al río.,shw,spa,train,True,flashcards_oraciones
U03362__spa2shw,U03362,G03129,ellas bajan al río.,nawa' nu'wañina' kupin'dek'shadik,spa,shw,train,True,flashcards_oraciones
U03363__shw2spa,U03363,G03129,nawa' nu'wañina' kupin'dek'shadik,ellos bajan al río.,shw,spa,train,True,flashcards_oraciones
U03363__spa2shw,U03363,G03129,ellos bajan al río.,nawa' nu'wañina' kupin'dek'shadik,spa,shw,train,True,flashcards_oraciones
U04148__shw2spa,U04148,G03885,"ala'sa' wilalun lli'kun, dunker'lli ekkuanenki.","yendo a ver a una señorita, le propuso que sea su enamorada.",shw,spa,train,True,fidel_lomas
U04148__spa2shw,U04148,G03885,"yendo a ver a una señorita, le propuso que sea su enamorada.","ala'sa' wilalun lli'kun, dunker'lli ekkuanenki.",spa,shw,train,True,fidel_lomas
U03957__shw2spa,U03957,G03701,nerpi'pu'lusa' lamanlusa' ektu'wiñina' shiwiluk.,a veces las huanganas llegaban a jeberos.,shw,spa,train,True,fidel_lomas
U03957__spa2shw,U03957,G03701,a veces las huanganas llegaban a jeberos.,nerpi'pu'lusa' lamanlusa' ektu'wiñina' shiwiluk.,spa,shw,train,True,fidel_lomas
U03117__shw2spa,U03117,G02886,"nu'su' ñapilaterwa' enta' ipa'la, nermuda'lusi'pa' danker'kuñina' shiwiluk.","así vamos a estar viviendo pues ahora, otras gentes han entrado en jeberos.",shw,spa,train,False,pdf_textos
U03117__spa2shw,U03117,G02886,"así vamos a estar viviendo pues ahora, otras gentes han entrado en jeberos.","nu'su' ñapilaterwa' enta' ipa'la, nermuda'lusi'pa' danker'kuñina' shiwiluk.",spa,shw,train,False,pdf_textos
U03448__shw2spa,U03448,G03211,kenmama' ku'la teka'pi'nama' enpu'ni wiu'ksu',ustedes no corren muy rápido.,shw,spa,train,False,flashcards_oraciones
U03448__spa2shw,U03448,G03211,ustedes no corren muy rápido.,kenmama' ku'la teka'pi'nama' enpu'ni wiu'ksu',spa,shw,train,False,flashcards_oraciones
U03911__shw2spa,U03911,G03655,shiwilunlusa' napi' i'shillina' kalantek.,antes las mujeres shiwilu mudaban pampanilla.,shw,spa,train,True,fidel_lomas
U03911__spa2shw,U03911,G03655,antes las mujeres shiwilu mudaban pampanilla.,shiwilunlusa' napi' i'shillina' kalantek.,spa,shw,train,True,fidel_lomas
U02754__shw2spa,U02754,G02523,wisunanpalli enpu'nipa' tanpennan ñapalli.,inunda bastante y se forman tahuampales.,shw,spa,train,True,pdf_textos
U02754__spa2shw,U02754,G02523,inunda bastante y se forman tahuampales.,wisunanpalli enpu'nipa' tanpennan ñapalli.,spa,shw,train,True,pdf_textos
U02529__shw2spa,U02529,G02298,"!paku', adanta'ku'! itudekllini'ma'.","¡váyanse, regrésense por donde vinieron!.",shw,spa,train,True,pdf_textos
U02529__spa2shw,U02529,G02298,"¡váyanse, regrésense por donde vinieron!.","!paku', adanta'ku'! itudekllini'ma'.",spa,shw,train,True,pdf_textos
U02631__shw2spa,U02631,G02400,"pektalusa'sa', adu, a'lanan, punkapi, asu' pupunlusa', nanasi'ma luwetchullina'.","solamente las mojarras, bujurquis, fasacos, shirui grande, los pucahuicsa, sólo eso conocían.",shw,spa,train,True,pdf_textos
U02631__spa2shw,U02631,G02400,"solamente las mojarras, bujurquis, fasacos, shirui grande, los pucahuicsa, sólo eso conocían.","pektalusa'sa', adu, a'lanan, punkapi, asu' pupunlusa', nanasi'ma luwetchullina'.",spa,shw,train,True,pdf_textos
U00272__shw2spa,U00272,G00214,¿ma'ki'na?,¿para qué?,shw,spa,train,False,flashcards2
U00272__spa2shw,U00272,G00214,¿para qué?,¿ma'ki'na?,spa,shw,train,False,flashcards2
U04449__shw2spa,U04449,G04184,kikiteknen pekchitektusu'.,mejillas templadas.,shw,spa,train,True,vs_textos_narrativos
U04449__spa2shw,U04449,G04184,mejillas templadas.,kikiteknen pekchitektusu'.,spa,shw,train,True,vs_textos_narrativos
U02869__shw2spa,U02869,G02638,"nana wa'lata'masui'na tusu' tusu' nu'aterwa', nana malek i'na nasu'ku' wilalusa' nasu' tullima ala'sa' taserpi.","que eso que has soñado así así va a suceder, por eso estén alertas muchachos dijo un viejo.",shw,spa,train,True,pdf_textos
U02869__spa2shw,U02869,G02638,"que eso que has soñado así así va a suceder, por eso estén alertas muchachos dijo un viejo.","nana wa'lata'masui'na tusu' tusu' nu'aterwa', nana malek i'na nasu'ku' wilalusa' nasu' tullima ala'sa' taserpi.",spa,shw,train,True,pdf_textos
U01715__shw2spa,U01715,G01512,lli'apalek,lo noto.,shw,spa,train,False,flashcards2
U01715__spa2shw,U01715,G01512,lo noto.,lli'apalek,spa,shw,train,False,flashcards2
U00456__shw2spa,U00456,G00368,kenma tenmiansuer',tú empieza.,shw,spa,train,False,flashcards2
U00456__spa2shw,U00456,G00368,tú empieza.,kenma tenmiansuer',spa,shw,train,False,flashcards2
U01977__shw2spa,U01977,G01759,¿luwantapala?,¿le quieres?,shw,spa,train,False,flashcards2
U01977__spa2shw,U01977,G01759,¿le quieres?,¿luwantapala?,spa,shw,train,False,flashcards2
U03172__shw2spa,U03172,G02941,tula'si'ma llinlliwañina'.,así nomás dice tenían sus nombres.,shw,spa,train,False,pdf_textos
U03172__spa2shw,U03172,G02941,así nomás dice tenían sus nombres.,tula'si'ma llinlliwañina'.,spa,shw,train,False,pdf_textos
U00400__shw2spa,U00400,G00321,luntuker' asu',lee esto.,shw,spa,train,True,flashcards2
U00400__spa2shw,U00400,G00321,lee esto.,luntuker' asu',spa,shw,train,True,flashcards2
U00401__shw2spa,U00401,G00321,luntuker' asu',lea esto.,shw,spa,train,True,flashcards2
U00401__spa2shw,U00401,G00321,lea esto.,luntuker' asu',spa,shw,train,True,flashcards2
U03232__shw2spa,U03232,G03001,nana kencha'lli diuk tanakla,ella trae leña del bosque.,shw,spa,train,False,flashcards_oraciones
U03232__spa2shw,U03232,G03001,ella trae leña del bosque.,nana kencha'lli diuk tanakla,spa,shw,train,False,flashcards_oraciones
U00307__shw2spa,U00307,G00244,pilliter' asu',agarra esto.,shw,spa,train,True,flashcards2
U00307__spa2shw,U00307,G00244,agarra esto.,pilliter' asu',spa,shw,train,True,flashcards2
U00311__shw2spa,U00311,G00244,pilliter' asu',sostén esto.,shw,spa,train,True,flashcards2
U00311__spa2shw,U00311,G00244,sostén esto.,pilliter' asu',spa,shw,train,True,flashcards2
U02164__shw2spa,U02164,G01938,nu'tulekwa' waffles,hicimos waffles.,shw,spa,train,False,flashcards2
U02164__spa2shw,U02164,G01938,hicimos waffles.,nu'tulekwa' waffles,spa,shw,train,False,flashcards2
U03682__shw2spa,U03682,G03433,kenmu'wa' tuluner'lekwa' mumu'su',nosotros cantamos juntos.,shw,spa,train,False,flashcards_oraciones
U03682__spa2shw,U03682,G03433,nosotros cantamos juntos.,kenmu'wa' tuluner'lekwa' mumu'su',spa,shw,train,False,flashcards_oraciones
U01722__shw2spa,U01722,G01519,sakek'lek,me divertí.,shw,spa,train,False,flashcards2
U01722__spa2shw,U01722,G01519,me divertí.,sakek'lek,spa,shw,train,False,flashcards2
U01172__shw2spa,U01172,G01015,ilanñi,le disparó.,shw,spa,train,False,flashcards2
U01172__spa2shw,U01172,G01015,le disparó.,ilanñi,spa,shw,train,False,flashcards2
U02983__shw2spa,U02983,G02752,adencha'nni'ma luncha'llina': enpu'nipa' ali'la ñinanluk lupa'paperpidek'wañina'.,tras volver (a jeberos) contaron: mucho en otros pueblos tienen casa embarrada (tarrajeada).,shw,spa,train,True,pdf_textos
U02983__spa2shw,U02983,G02752,tras volver (a jeberos) contaron: mucho en otros pueblos tienen casa embarrada (tarrajeada).,adencha'nni'ma luncha'llina': enpu'nipa' ali'la ñinanluk lupa'paperpidek'wañina'.,spa,shw,train,True,pdf_textos
U01955__shw2spa,U01955,G01739,¿yennitulama katupa'a'muk?,¿pueden ayudarme?,shw,spa,train,False,flashcards2
U01955__spa2shw,U01955,G01739,¿pueden ayudarme?,¿yennitulama katupa'a'muk?,spa,shw,train,False,flashcards2
U01447__shw2spa,U01447,G01259,islandes nuka'ka,soy islandés.,shw,spa,train,False,flashcards2
U01447__spa2shw,U01447,G01259,soy islandés.,islandes nuka'ka,spa,shw,train,False,flashcards2
U00450__shw2spa,U00450,G00362,nanekla lli'aterwa',después veremos.,shw,spa,train,False,flashcards2
U00450__spa2shw,U00450,G00362,después veremos.,nanekla lli'aterwa',spa,shw,train,False,flashcards2
U03673__shw2spa,U03673,G03424,wilalusa' tuluner'llina' tulluner'lusa' sakeksu',los niños cantan canciones alegres.,shw,spa,train,False,flashcards_oraciones
U03673__spa2shw,U03673,G03424,los niños cantan canciones alegres.,wilalusa' tuluner'llina' tulluner'lusa' sakeksu',spa,shw,train,False,flashcards_oraciones
U01832__shw2spa,U01832,G01622,¿yennitulek piper'an'masu'?,¿puedo unírmeles?,shw,spa,train,False,flashcards2
U01832__spa2shw,U01832,G01622,¿puedo unírmeles?,¿yennitulek piper'an'masu'?,spa,shw,train,False,flashcards2
U02076__shw2spa,U02076,G01853,ma'kek'pachi'ñi,es irrelevante.,shw,spa,train,False,flashcards2
U02076__spa2shw,U02076,G01853,es irrelevante.,ma'kek'pachi'ñi,spa,shw,train,False,flashcards2
U01564__shw2spa,U01564,G01369,uki'lallidek,tenemos hambre.,shw,spa,train,False,flashcards2
U01564__spa2shw,U01564,G01369,tenemos hambre.,uki'lallidek,spa,shw,train,False,flashcards2
U01896__shw2spa,U01896,G01684,inlu'uk'tutek nuka'kawa',somos minuciosos.,shw,spa,train,False,flashcards2
U01896__spa2shw,U01896,G01684,somos minuciosos.,inlu'uk'tutek nuka'kawa',spa,shw,train,False,flashcards2
U01049__shw2spa,U01049,G00903,tek'ker' wiuk'su',corre rápido.,shw,spa,train,False,flashcards2
U01049__spa2shw,U01049,G00903,corre rápido.,tek'ker' wiuk'su',spa,shw,train,False,flashcards2
U04264__shw2spa,U04264,G04000,kua napi' ekkilala kuvi-19 pilli'tullu.,a mí el año pasado me agarró el covid-19.,shw,spa,train,True,fidel_lomas
U04264__spa2shw,U04264,G04000,a mí el año pasado me agarró el covid-19.,kua napi' ekkilala kuvi-19 pilli'tullu.,spa,shw,train,True,fidel_lomas
U01969__shw2spa,U01969,G01752,¿ñapalli muin'su?,¿está mal?,shw,spa,train,False,flashcards2
U01969__spa2shw,U01969,G01752,¿está mal?,¿ñapalli muin'su?,spa,shw,train,False,flashcards2
U00985__shw2spa,U00985,G00843,¿chimipi ñapala?,¿estás muerto?,shw,spa,train,False,flashcards2
U00985__spa2shw,U00985,G00843,¿estás muerto?,¿chimipi ñapala?,spa,shw,train,False,flashcards2
U02487__shw2spa,U02487,G02256,nana ka'amu susulek.,comiendo eso he crecido.,shw,spa,train,True,pdf_textos
U02487__spa2shw,U02487,G02256,comiendo eso he crecido.,nana ka'amu susulek.,spa,shw,train,True,pdf_textos
U03571__shw2spa,U03571,G03328,nana wilakuaper'lusa' ku'la pamuiñina' sinanlusa',las niñas no lavan los platos.,shw,spa,train,False,flashcards_oraciones
U03571__spa2shw,U03571,G03328,las niñas no lavan los platos.,nana wilakuaper'lusa' ku'la pamuiñina' sinanlusa',spa,shw,train,False,flashcards_oraciones
U02883__shw2spa,U02883,G02652,"naneklima luncha'llina' asu'lupa' lansi'sa' ala'sa' ya'lli, dullinen iñer ukunpala'lli,","entonces contaron por acá hay un hombre puro hueso y sus intestinos le cuelgan,",shw,spa,train,True,pdf_textos
U02883__spa2shw,U02883,G02652,"entonces contaron por acá hay un hombre puro hueso y sus intestinos le cuelgan,","naneklima luncha'llina' asu'lupa' lansi'sa' ala'sa' ya'lli, dullinen iñer ukunpala'lli,",spa,shw,train,True,pdf_textos
U01970__shw2spa,U01970,G01753,¿a'ñapala ala'sa'?,¿tienes uno?,shw,spa,train,False,flashcards2
U01970__spa2shw,U01970,G01753,¿tienes uno?,¿a'ñapala ala'sa'?,spa,shw,train,False,flashcards2
U02708__shw2spa,U02708,G02477,"nana yapanti'npu'lusa', enpu'dunshipa' llia'llina'.","los que no quisieron ir río abajo, unos cuantos se quedaron.",shw,spa,train,True,pdf_textos
U02708__spa2shw,U02708,G02477,"los que no quisieron ir río abajo, unos cuantos se quedaron.","nana yapanti'npu'lusa', enpu'dunshipa' llia'llina'.",spa,shw,train,True,pdf_textos
U04020__shw2spa,U04020,G03757,nanentu pa'lli duwinlunkek.,primero fue donde la mujer pinsha.,shw,spa,train,True,fidel_lomas
U04020__spa2shw,U04020,G03757,primero fue donde la mujer pinsha.,nanentu pa'lli duwinlunkek.,spa,shw,train,True,fidel_lomas
U02902__shw2spa,U02902,G02671,nanek ima nu'unta' ipa' wa'latapallina'.,"dice que ahí otras estaban soñando,",shw,spa,train,True,pdf_textos
U02902__spa2shw,U02902,G02671,"dice que ahí otras estaban soñando,",nanek ima nu'unta' ipa' wa'latapallina'.,spa,shw,train,True,pdf_textos
U01365__shw2spa,U01365,G01184,wapu' werampalli,come mucho.,shw,spa,train,False,flashcards2
U01365__spa2shw,U01365,G01184,come mucho.,wapu' werampalli,spa,shw,train,False,flashcards2
U02402__shw2spa,U02402,G02171,"musu' lunpalek i'la shiwilu la'la'mapu'wa', kuaki shiwilu la'la' musu' lunpalek i'la. todavía hablo bien nuestra lengua shiwilu, mi idioma shiwilu todavía",lo domino.,shw,spa,train,True,pdf_textos
U02402__spa2shw,U02402,G02171,lo domino.,"musu' lunpalek i'la shiwilu la'la'mapu'wa', kuaki shiwilu la'la' musu' lunpalek i'la. todavía hablo bien nuestra lengua shiwilu, mi idioma shiwilu todavía",spa,shw,train,True,pdf_textos
U02675__shw2spa,U02675,G02444,sadinleksi'ma chu'kenñi.,sólo con su mujer pandillaba.,shw,spa,train,True,pdf_textos
U02675__spa2shw,U02675,G02444,sólo con su mujer pandillaba.,sadinleksi'ma chu'kenñi.,spa,shw,train,True,pdf_textos
U02933__shw2spa,U02933,G02702,asui'na mui'ñi asu' pen.,esta candela no es buena.,shw,spa,train,True,pdf_textos
U02933__spa2shw,U02933,G02702,esta candela no es buena.,asui'na mui'ñi asu' pen.,spa,shw,train,True,pdf_textos
U03474__shw2spa,U03474,G03236,kenma llinserchula llillinnen,tú escribes su nombre.,shw,spa,train,False,flashcards_oraciones
U03474__spa2shw,U03474,G03236,tú escribes su nombre.,kenma llinserchula llillinnen,spa,shw,train,False,flashcards_oraciones
U02475__shw2spa,U02475,G02244,nanek wadekllun awawek shiwiluk.,ahí me alumbró mi madre en jeberos.,shw,spa,train,False,pdf_textos
U02475__spa2shw,U02475,G02244,ahí me alumbró mi madre en jeberos.,nanek wadekllun awawek shiwiluk.,spa,shw,train,False,pdf_textos
U03236__shw2spa,U03236,G03005,pide'mapu'wa' ñapalii dekshade'tak,la casa está al lado del río.,shw,spa,train,False,flashcards_oraciones
U03236__spa2shw,U03236,G03005,la casa está al lado del río.,pide'mapu'wa' ñapalii dekshade'tak,spa,shw,train,False,flashcards_oraciones
U02786__shw2spa,U02786,G02555,nanekla kenmu'wa'pi'la usha'wanekwa'.,por eso nosotros mismos somos culpables.,shw,spa,train,True,pdf_textos
