original_index,ESP,SHIWILU,removal_reason
6764,Puedo pagar por adelantado.,,SHIWILU es NaN
6765,¿Puedo bajar la televisión?,,SHIWILU es NaN
6766,¿Puedo conducir el tractor?,,SHIWILU es NaN
6767,¿Puedo contarte un secreto?,,SHIWILU es NaN
6768,¿Puedo correr las cortinas?,,SHIWILU es NaN
6769,¿Puedo hablar con vosotros?,,SHIWILU es NaN
6770,¿Puedo llevar esta revista?,,SHIWILU es NaN
6771,¿Puedo pedir prestado esto?,,SHIWILU es NaN
6772,¿Puedo preguntarle su edad?,,SHIWILU es NaN
6773,¿Puedo usar esta bicicleta?,,SHIWILU es NaN
6774,No puedo explicarlo tampoco.,,SHIWILU es NaN
6775,Yo tampoco puedo explicarlo.,,SHIWILU es NaN
6776,¿Cuántos libros puedo pedir?,,SHIWILU es NaN
6777,¿Dónde puedo comprar libros?,,SHIWILU es NaN
6778,¿Dónde puedo comprar sobres?,,SHIWILU es NaN
6779,¿Puedo comerme esta manzana?,,SHIWILU es NaN
6780,¿Puedo comerme esta naranja?,,SHIWILU es NaN
6781,¿Puedo comprarte una bebida?,,SHIWILU es NaN
6782,¿Puedo hablar ahora contigo?,,SHIWILU es NaN
6783,¿Puedo hacerle una pregunta?,,SHIWILU es NaN
6784,¿Puedo haceros una pregunta?,,SHIWILU es NaN
6785,¿Puedo hacer una sugerencia?,,SHIWILU es NaN
6786,¿Puedo preguntarles su edad?,,SHIWILU es NaN
6787,¿Puedo preguntarte una cosa?,,SHIWILU es NaN
6788,¿Puedo prender el televisor?,,SHIWILU es NaN
6789,¿Puedo tomarlo por prestado?,,SHIWILU es NaN
6790,Puedo darte información útil.,,SHIWILU es NaN
6791,Puedo resolver este problema.,,SHIWILU es NaN
6792,¿Puedo encender el televisor?,,SHIWILU es NaN
6793,¿Puedo molestarle un momento?,,SHIWILU es NaN
6794,¿Puedo recordarte tu promesa?,,SHIWILU es NaN
6795,No puedo permitirme comprarlo.,,SHIWILU es NaN
6796,¿Puedo esconderme aquí dentro?,,SHIWILU es NaN
6797,No puedo describirlo realmente.,,SHIWILU es NaN
6798,Puedo mostrarte los documentos.,,SHIWILU es NaN
6799,¿Puedo coger un destornillador?,,SHIWILU es NaN
6800,¿Puedo utilizar tu diccionario?,,SHIWILU es NaN
6801,No puedo permitirme comprármelo.,,SHIWILU es NaN
6802,Sencillamente no puedo evitarlo.,,SHIWILU es NaN
6803,¿Cómo puedo contactarme contigo?,,SHIWILU es NaN
6804,Sencillamente no puedo decidirme.,,SHIWILU es NaN
6805,Sencillamente no puedo olvidarte.,,SHIWILU es NaN
6806,¿Puedo preguntarle cuál prefiere?,,SHIWILU es NaN
6807,¿Puedo ver alguna identificación?,,SHIWILU es NaN
6808,Puedo recomendar este restaurante.,,SHIWILU es NaN
6809,¿Puedo preguntarte dónde trabajas?,,SHIWILU es NaN
6810,Ellos crearon un gobierno.,,SHIWILU es NaN
6811,Me hacía reír mucho.,,SHIWILU es NaN
6812,¿Qué hacía aquí Tom?,,SHIWILU es NaN
6813,Hacía tanto ruido ahí.,,SHIWILU es NaN
6814,Ayer hacía mucho viento.,,SHIWILU es NaN
6815,¿Cómo pudiste hacerme esto?,,SHIWILU es NaN
6816,¿Pudiste encontrar el libro?,,SHIWILU es NaN
6817,¿Lo quieres o no?,,SHIWILU es NaN
6818,Sé lo que quieres.,,SHIWILU es NaN
6819,Es tuyo si quieres.,,SHIWILU es NaN
6820,¿Quieres ir al zoo?,,SHIWILU es NaN
6821,Dime que me quieres.,,SHIWILU es NaN
6822,Si quieres te llevo.,,SHIWILU es NaN
6823,¿A dónde quieres ir?,,SHIWILU es NaN
6824,¿Por qué me quieres?,,SHIWILU es NaN
6825,¿Quieres ir a nadar?,,SHIWILU es NaN
6826,Puedes ir si quieres.,,SHIWILU es NaN
6827,¿En dónde lo quieres?,,SHIWILU es NaN
6828,¿Quieres café o algo?,,SHIWILU es NaN
6829,¿Quieres ir de nuevo?,,SHIWILU es NaN
6830,¿Quieres ir otra vez?,,SHIWILU es NaN
6831,¿Quieres que me vaya?,,SHIWILU es NaN
6832,¿Quieres que te odie?,,SHIWILU es NaN
6833,¿Quieres usar el mío?,,SHIWILU es NaN
6834,¿Sabe que le quieres?,,SHIWILU es NaN
6835,"Si quieres, puedes ir.",,SHIWILU es NaN
6836,Veo que quieres decir.,,SHIWILU es NaN
6837,¿No quieres nadar hoy?,,SHIWILU es NaN
6838,¿Para qué quieres eso?,,SHIWILU es NaN
6839,¿Por qué quieres esto?,,SHIWILU es NaN
6840,¿Qué quieres que diga?,,SHIWILU es NaN
6841,¿Qué quieres que haga?,,SHIWILU es NaN
6842,¿Quieres dar un paseo?,,SHIWILU es NaN
6843,¿Quieres hacerlo o no?,,SHIWILU es NaN
6844,¿Quieres que te ayude?,,SHIWILU es NaN
6845,¿Quieres que te lleve?,,SHIWILU es NaN
6846,¿Quieres que yo ayude?,,SHIWILU es NaN
6847,¿Quieres ser mi amigo?,,SHIWILU es NaN
6848,¿Quieres ver tu pieza?,,SHIWILU es NaN
6849,Puedes irte si quieres.,,SHIWILU es NaN
6850,¿Qué cama quieres usar?,,SHIWILU es NaN
6851,¿Qué más quieres hacer?,,SHIWILU es NaN
6852,¿Qué más quieres saber?,,SHIWILU es NaN
6853,¿Qué quieres hacer hoy?,,SHIWILU es NaN
6854,¿Quieres algo de leche?,,SHIWILU es NaN
6855,¿Quieres ir de compras?,,SHIWILU es NaN
6856,¿Quieres que haga algo?,,SHIWILU es NaN
6857,¿Quieres que haga café?,,SHIWILU es NaN
6858,¿Quieres que me espere?,,SHIWILU es NaN
6859,¿Quieres que te ruegue?,,SHIWILU es NaN
6860,¿Quieres salir de aquí?,,SHIWILU es NaN
6861,Dinos qué quieres hacer.,,SHIWILU es NaN
6862,"No quieres eso, ¿verdad?",,SHIWILU es NaN
6863,Puedes venir si quieres.,,SHIWILU es NaN
6864,¿Cuál cama quieres usar?,,SHIWILU es NaN
6865,¿Por qué quieres sellos?,,SHIWILU es NaN
6866,"¿Qué más quieres, Tomás?",,SHIWILU es NaN
6867,¿Quieres darme una mano?,,SHIWILU es NaN
6868,¿Quieres que Tom espere?,,SHIWILU es NaN
6869,"Si quieres hablar, habla.",,SHIWILU es NaN
6870,¿Cómo quieres los huevos?,,SHIWILU es NaN
6871,¿Cuánto malo quieres oír?,,SHIWILU es NaN
6872,¿De qué quieres hablarme?,,SHIWILU es NaN
6873,¿De verdad quieres saber?,,SHIWILU es NaN
6874,¿Dónde te quieres sentar?,,SHIWILU es NaN
6875,¿Lo quieres con pimienta?,,SHIWILU es NaN
6876,¿Qué CD quieres escuchar?,,SHIWILU es NaN
6877,¿Qué quieres cocinar hoy?,,SHIWILU es NaN
6878,¿Qué quieres de almuerzo?,,SHIWILU es NaN
6879,¿Qué quieres hacer ahora?,,SHIWILU es NaN
6880,¿Quieres algo para beber?,,SHIWILU es NaN
6881,¿Quieres dar otra vuelta?,,SHIWILU es NaN
6882,¿Quieres volver a Boston?,,SHIWILU es NaN
6883,"Tomás, ¿Qué quieres decir?",,SHIWILU es NaN
6884,¿Con quién quieres hablar?,,SHIWILU es NaN
6885,¿No quieres venir conmigo?,,SHIWILU es NaN
6886,¿Quieres echar un vistazo?,,SHIWILU es NaN
6887,¿Quieres hacerlo de nuevo?,,SHIWILU es NaN
6888,¿Quieres que prepare café?,,SHIWILU es NaN
6889,¿Quieres que vaya contigo?,,SHIWILU es NaN
6890,¿Quieres ser mi compañero?,,SHIWILU es NaN
6891,¿Quieres trabajar con Tom?,,SHIWILU es NaN
6892,¿Quieres unos minutos más?,,SHIWILU es NaN
6893,No quieres hacerme enfadar.,,SHIWILU es NaN
6894,Puedes quedarte si quieres.,,SHIWILU es NaN
6895,Puedes sentarte si quieres.,,SHIWILU es NaN
6896,¿Cuándo quieres hacer esto?,,SHIWILU es NaN
6897,¿De verdad quieres caminar?,,SHIWILU es NaN
6898,¿De verdad quieres hacerlo?,,SHIWILU es NaN
6899,¿Quieres discutir de nuevo?,,SHIWILU es NaN
6900,¿Quieres encargarte de eso?,,SHIWILU es NaN
6901,¿Quieres mandar un mensaje?,,SHIWILU es NaN
6902,¿Quieres terminar como Tom?,,SHIWILU es NaN
6903,¿Quieres ver este programa?,,SHIWILU es NaN
6904,¿Quieres ver mi habitación?,,SHIWILU es NaN
6905,"SI quieres, puedes quedarte.",,SHIWILU es NaN
6906,¿Dónde quieres que comience?,,SHIWILU es NaN
6907,¿Quieres hablar al respecto?,,SHIWILU es NaN
6908,¿Quieres jugar al escondite?,,SHIWILU es NaN
6909,¿Quieres jugar con nosotros?,,SHIWILU es NaN
6910,¿Quieres venir con nosotras?,,SHIWILU es NaN
6911,"Quieres estas cosas, ¿verdad?",,SHIWILU es NaN
6912,¿Cuánto dinero quieres ganar?,,SHIWILU es NaN
6913,¿Quieres cancelar la reunión?,,SHIWILU es NaN
6914,¿Quieres encontrarte con Tom?,,SHIWILU es NaN
6915,¿Quieres ver mis traducciones?,,SHIWILU es NaN
6916,¿Qué quieres decir exactamente?,,SHIWILU es NaN
6917,¿Quieres almorzar con nosotras?,,SHIWILU es NaN
6918,¿Quieres unos huevos revueltos?,,SHIWILU es NaN
6919,"Si quieres conversar, conversar.",,SHIWILU es NaN
6920,¿Todavía quieres hablar conmigo?,,SHIWILU es NaN
6921,"Oye, ¿quieres entretenerte?, acompáñanos.",,SHIWILU es NaN
6922,Eso no paso así.,,SHIWILU es NaN
6923,Es un gran paso.,,SHIWILU es NaN
6924,Da un paso atrás.,,SHIWILU es NaN
6925,"Abran paso, por favor.",,SHIWILU es NaN
6926,Es un paso importante.,,SHIWILU es NaN
6927,Caminaba a paso rápido.,,SHIWILU es NaN
6928,Tengo sentimientos por ti.,,SHIWILU es NaN
6929,Tom hirió mis sentimientos.,,SHIWILU es NaN
6930,No enseñes tus sentimientos.,,SHIWILU es NaN
6931,Intentó ocultar sus sentimientos.,,SHIWILU es NaN
6932,Tom despertó a Mary.,,SHIWILU es NaN
6933,El ruido me despertó.,,SHIWILU es NaN
6934,¿Se despertó el bebé?,,SHIWILU es NaN
6935,Ella se despertó sola.,,SHIWILU es NaN
6936,Ese ruido me despertó.,,SHIWILU es NaN
6937,Tom se despertó malhumorado.,,SHIWILU es NaN
6938,Tom vende su casa.,,SHIWILU es NaN
6939,¿Me vende su casa?,,SHIWILU es NaN
6940,Él nos vende papel.,,SHIWILU es NaN
6941,El niño resultó herido.,,SHIWILU es NaN
6942,Nadie más resultó herido.,,SHIWILU es NaN
6943,¿Alguien más resultó herido?,,SHIWILU es NaN
6944,Ningún canadiense resultó herido.,,SHIWILU es NaN
6945,"Afortunadamente, nadie resultó herido.",,SHIWILU es NaN
6946,Tendremos algo para ti.,,SHIWILU es NaN
6947,Hoy tendremos una prueba.,,SHIWILU es NaN
6948,De seguro tendremos problemas.,,SHIWILU es NaN
6949,Tendremos unos invitados mañana.,,SHIWILU es NaN
6950,"Hey, no olvide esto.",,SHIWILU es NaN
6951,Olvide que dije eso.,,SHIWILU es NaN
6952,Tom sacó la basura.,,SHIWILU es NaN
6953,No tires basura aquí.,,SHIWILU es NaN
6954,Lleva afuera la basura.,,SHIWILU es NaN
6955,No arrojes basura aquí.,,SHIWILU es NaN
6956,Los visitantes son bienvenidos.,,SHIWILU es NaN
6957,No se lo des.,,SHIWILU es NaN
6958,No me des nada.,,SHIWILU es NaN
6959,No le des ideas.,,SHIWILU es NaN
6960,¡No des tantos rodeos!,,SHIWILU es NaN
6961,Puedo ir allá caminando.,,SHIWILU es NaN
6962,Está caminando muy despacio.,,SHIWILU es NaN
6963,Están caminando sin zapatos.,,SHIWILU es NaN
6964,¿Cuánto tiempo llevan caminando?,,SHIWILU es NaN
6965,No hagas movimientos bruscos.,,SHIWILU es NaN
6966,Corrija eso por favor.,,SHIWILU es NaN
6967,!Pónganse algo de ropa!,,SHIWILU es NaN
6968,Esto sería un error.,,SHIWILU es NaN
6969,Eso no sería mentira.,,SHIWILU es NaN
6970,Eso sería muy triste.,,SHIWILU es NaN
6971,Sabía que sería duro.,,SHIWILU es NaN
6972,Eso sería un problema.,,SHIWILU es NaN
6973,Sería mejor que comenzaras.,,SHIWILU es NaN
6974,Pensaba que sería divertido.,,SHIWILU es NaN
6975,Confío plenamente en él.,,SHIWILU es NaN
6976,Tom no veía nada.,,SHIWILU es NaN
6977,Él veía que venía.,,SHIWILU es NaN
6978,¿Cómo se veía Tom?,,SHIWILU es NaN
6979,Él se veía enfermo.,,SHIWILU es NaN
6980,Ella se veía triste.,,SHIWILU es NaN
6981,Tom se veía asustado.,,SHIWILU es NaN
6982,Se veía tan delicioso.,,SHIWILU es NaN
6983,Tom se veía desanimado.,,SHIWILU es NaN
6984,Él se ve triste.,,SHIWILU es NaN
6985,Ella se veía triste.,,SHIWILU es NaN
6986,Estoy triste sin ti.,,SHIWILU es NaN
6987,Tom está muy triste.,,SHIWILU es NaN
6988,Eso sería muy triste.,,SHIWILU es NaN
6989,Hoy estoy muy triste.,,SHIWILU es NaN
6990,Tom se sintió triste.,,SHIWILU es NaN
6991,¿Por qué está triste?,,SHIWILU es NaN
6992,¿Por qué estás triste?,,SHIWILU es NaN
6993,Tom parecía muy triste.,,SHIWILU es NaN
6994,Realmente es muy triste.,,SHIWILU es NaN
6995,El anciano parece triste.,,SHIWILU es NaN
6996,Me puso realmente triste.,,SHIWILU es NaN
6997,Esta canción suena triste.,,SHIWILU es NaN
6998,Me pone triste escucharlo.,,SHIWILU es NaN
6999,Tom estaba realmente triste.,,SHIWILU es NaN
7000,Eso es verdaderamente triste.,,SHIWILU es NaN
7001,Es bajo y gordo.,,SHIWILU es NaN
7002,Es un golpe bajo.,,SHIWILU es NaN
7003,Está bajo la mesa.,,SHIWILU es NaN
7004,Está bajo la silla.,,SHIWILU es NaN
7005,Mi pulso está bajo.,,SHIWILU es NaN
7006,Mantené un perfil bajo.,,SHIWILU es NaN
7007,Todo está bajo control.,,SHIWILU es NaN
7008,Tom está bajo sospecha.,,SHIWILU es NaN
7009,Lo tenemos bajo control.,,SHIWILU es NaN
7010,Tú estás bajo juramento.,,SHIWILU es NaN
7011,Usted está bajo arresto.,,SHIWILU es NaN
7012,Ellos están bajo arresto.,,SHIWILU es NaN
7013,Estamos bajo sus órdenes.,,SHIWILU es NaN
7014,Marchamos bajo la lluvia.,,SHIWILU es NaN
7015,Siempre estoy bajo estrés.,,SHIWILU es NaN
7016,Tenemos todo bajo control.,,SHIWILU es NaN
7017,Dormimos bajo las estrellas.,,SHIWILU es NaN
7018,Era una zona agrícola.,,SHIWILU es NaN
7019,Nos encanta esta zona.,,SHIWILU es NaN
7020,Tom no fue allá.,,SHIWILU es NaN
7021,Fui allá a verla.,,SHIWILU es NaN
7022,Ya nadie va allá.,,SHIWILU es NaN
7023,Yo vivo allá sola.,,SHIWILU es NaN
7024,Ella fue allá ayer.,,SHIWILU es NaN
7025,No me conocen allá.,,SHIWILU es NaN
7026,Yo vivo justo allá.,,SHIWILU es NaN
7027,¿Acaso él fue allá?,,SHIWILU es NaN
7028,Ahora voy para allá.,,SHIWILU es NaN
7029,Él puede estar allá.,,SHIWILU es NaN
7030,Estuve allá una vez.,,SHIWILU es NaN
7031,Ya estará ella allá.,,SHIWILU es NaN
7032,¿Es allá donde pasó?,,SHIWILU es NaN
7033,¿Hace calor por allá?,,SHIWILU es NaN
7034,¿Qué pasó allá abajo?,,SHIWILU es NaN
7035,¿Qué pasó allá atrás?,,SHIWILU es NaN
7036,Ellos no estaban allá.,,SHIWILU es NaN
7037,¿Para qué fuiste allá?,,SHIWILU es NaN
7038,Había mucha gente allá.,,SHIWILU es NaN
7039,Ellos irán allá conmigo.,,SHIWILU es NaN
7040,Puedo ir allá caminando.,,SHIWILU es NaN
7041,Está allá arriba esperándole.,,SHIWILU es NaN
7042,Llegué allá demasiado temprano.,,SHIWILU es NaN
7043,Mary tendrá un bebé.,,SHIWILU es NaN
7044,Tom no tendrá éxito.,,SHIWILU es NaN
7045,No tendrá ese problema.,,SHIWILU es NaN
7046,Tom tendrá que esperar.,,SHIWILU es NaN
7047,Ella tendrá que esperarlo.,,SHIWILU es NaN
7048,Mañana tendrá mi respuesta.,,SHIWILU es NaN
7049,Tom probablemente tendrá éxito.,,SHIWILU es NaN
7050,La puerta no abre.,,SHIWILU es NaN
7051,No abra la puerta.,,SHIWILU es NaN
7052,Él azotó su puerta.,,SHIWILU es NaN
7053,La puerta se abrió.,,SHIWILU es NaN
7054,Llaman a la puerta.,,SHIWILU es NaN
7055,No azote la puerta.,,SHIWILU es NaN
7056,No cerré la puerta.,,SHIWILU es NaN
7057,Esta puerta no abre.,,SHIWILU es NaN
7058,Fui hasta la puerta.,,SHIWILU es NaN
7059,Golpean a la puerta.,,SHIWILU es NaN
7060,Tom abrió la puerta.,,SHIWILU es NaN
7061,Tom cerró la puerta.,,SHIWILU es NaN
7062,Ella azotó la puerta.,,SHIWILU es NaN
7063,Ella pateó la puerta.,,SHIWILU es NaN
7064,No cierres la puerta.,,SHIWILU es NaN
7065,Tom golpeó la puerta.,,SHIWILU es NaN
7066,Corrí hacia la puerta.,,SHIWILU es NaN
7067,He trancado la puerta.,,SHIWILU es NaN
7068,Oí cerrarse la puerta.,,SHIWILU es NaN
7069,Corrió hacia la puerta.,,SHIWILU es NaN
7070,Deja la puerta abierta.,,SHIWILU es NaN
7071,Deja la puerta cerrada.,,SHIWILU es NaN
7072,Deje la puerta abierta.,,SHIWILU es NaN
7073,He bloqueado la puerta.,,SHIWILU es NaN
7074,La puerta está abierta.,,SHIWILU es NaN
7075,Me equivoqué de puerta.,,SHIWILU es NaN
7076,¿Puedo abrir la puerta?,,SHIWILU es NaN
7077,Alguien abrió la puerta.,,SHIWILU es NaN
7078,Esa puerta está cerrada.,,SHIWILU es NaN
7079,¿Puede abrir esta puerta?,,SHIWILU es NaN
7080,¿Puedes cerrar la puerta?,,SHIWILU es NaN
7081,Abrí lentamente la puerta.,,SHIWILU es NaN
7082,Dejamos la puerta abierta.,,SHIWILU es NaN
7083,Dejaste la puerta abierta.,,SHIWILU es NaN
7084,Pintarán la puerta mañana.,,SHIWILU es NaN
7085,¿Podrías cerrar la puerta?,,SHIWILU es NaN
7086,¿Puedes abrir esta puerta?,,SHIWILU es NaN
7087,Encontró la puerta cerrada.,,SHIWILU es NaN
7088,Oímos la puerta cerrándose.,,SHIWILU es NaN
7089,Cierra la puerta firmemente.,,SHIWILU es NaN
7090,Cierra la puerta rápidamente.,,SHIWILU es NaN
7091,Simplemente no parece probable.,,SHIWILU es NaN
7092,Esto te dará calor.,,SHIWILU es NaN
7093,Todos ellos lo respetan.,,SHIWILU es NaN
7094,Ahora es mi turno.,,SHIWILU es NaN
7095,Ahora es tu turno.,,SHIWILU es NaN
7096,Tom esperó su turno.,,SHIWILU es NaN
7097,Ahora sigue mi turno.,,SHIWILU es NaN
7098,Mi turno casi termina.,,SHIWILU es NaN
7099,Después viene su turno.,,SHIWILU es NaN
7100,Después viene tu turno.,,SHIWILU es NaN
7101,Estoy esperando mi turno.,,SHIWILU es NaN
7102,Tuvo un hijo sano.,,SHIWILU es NaN
7103,Eso no tuvo sentido.,,SHIWILU es NaN
7104,¿Tuvo un buen viaje?,,SHIWILU es NaN
7105,¿Tuvo un buen vuelo?,,SHIWILU es NaN
7106,Tom no tuvo elección.,,SHIWILU es NaN
7107,El tuvo que retirarse.,,SHIWILU es NaN
7108,¿Qué opinas del reggae?,,SHIWILU es NaN
7109,¿Qué opinas sobre esto?,,SHIWILU es NaN
7110,¿Qué opinas sobre Japón?,,SHIWILU es NaN
7111,Esa es la actitud.,,SHIWILU es NaN
7112,Me gusta su actitud.,,SHIWILU es NaN
7113,Su actitud me indigna.,,SHIWILU es NaN
7114,Voy a necesitar detalles.,,SHIWILU es NaN
7115,Podría necesitar tu ayuda.,,SHIWILU es NaN
7116,Vamos a necesitar refugio.,,SHIWILU es NaN
7117,Tom está recogiendo flores.,,SHIWILU es NaN
7118,Ellos están recogiendo nueces.,,SHIWILU es NaN
7119,El mar es azul.,,SHIWILU es NaN
7120,¿Te gusta la lluvia?,,SHIWILU es NaN
7121,La lluvia es maravillosa.,,SHIWILU es NaN
7122,Marchamos bajo la lluvia.,,SHIWILU es NaN
7123,Hemos tenido mucha lluvia.,,SHIWILU es NaN
7124,Anunciaban lluvia para hoy.,,SHIWILU es NaN
7125,Cayó una lluvia torrencial.,,SHIWILU es NaN
7126,Los cultivos necesitan lluvia.,,SHIWILU es NaN
7127,Algunos no sabían combatir.,,SHIWILU es NaN
7128,Me ofrecí de voluntario.,,SHIWILU es NaN
7129,Su error fue voluntario.,,SHIWILU es NaN
7130,Eso no es cierto.,,SHIWILU es NaN
7131,Esto no es cierto.,,SHIWILU es NaN
7132,Esto es muy cierto.,,SHIWILU es NaN
7133,"De hecho, es cierto.",,SHIWILU es NaN
7134,No puede ser cierto.,,SHIWILU es NaN
7135,Eso también es cierto.,,SHIWILU es NaN
7136,Es sin embargo cierto.,,SHIWILU es NaN
7137,"Sabes de eso, ¿cierto?",,SHIWILU es NaN
7138,Mi instinto era cierto.,,SHIWILU es NaN
7139,"Es extraño, pero cierto.",,SHIWILU es NaN
7140,"Hoy hace calor, ¿cierto?",,SHIWILU es NaN
7141,"Por cierto, ¿dónde vives?",,SHIWILU es NaN
7142,"Ellos no ganaron, ¿cierto?",,SHIWILU es NaN
7143,"Estamos seguros aquí, ¿cierto?",,SHIWILU es NaN
7144,Las abejas hacen miel.,,SHIWILU es NaN
7145,¿Qué comen las abejas?,,SHIWILU es NaN
7146,Cuidado con las abejas.,,SHIWILU es NaN
7147,La mesa es verde.,,SHIWILU es NaN
7148,El verde te queda.,,SHIWILU es NaN
7149,La falda es verde.,,SHIWILU es NaN
7150,Dame el libro verde.,,SHIWILU es NaN
7151,El vestido es verde.,,SHIWILU es NaN
7152,La montaña es verde.,,SHIWILU es NaN
7153,La pollera es verde.,,SHIWILU es NaN
7154,Tengo una camisa verde.,,SHIWILU es NaN
7155,Llega tarde a casa.,,SHIWILU es NaN
7156,El tren llega tarde.,,SHIWILU es NaN
7157,Ya llega el invierno.,,SHIWILU es NaN
7158,El mañana nunca llega.,,SHIWILU es NaN
7159,El tren llega temprano.,,SHIWILU es NaN
7160,Llega siempre a tiempo.,,SHIWILU es NaN
7161,Siempre llega a tiempo.,,SHIWILU es NaN
7162,Tom siempre llega tarde.,,SHIWILU es NaN
7163,Cumple con su deber.,,SHIWILU es NaN
7164,Nunca cumple sus promesas.,,SHIWILU es NaN
7165,Fui a la estación.,,SHIWILU es NaN
7166,Llegué a la estación.,,SHIWILU es NaN
7167,¿Dónde está la estación?,,SHIWILU es NaN
7168,¿Qué aspecto tenía Tom?,,SHIWILU es NaN
7169,Tienes muy buen aspecto.,,SHIWILU es NaN
7170,Tienes un aspecto horrible.,,SHIWILU es NaN
7171,¿Dónde queda el ingreso?,,SHIWILU es NaN
7172,La vida es cara.,,SHIWILU es NaN
7173,Tom cayó de cara.,,SHIWILU es NaN
7174,Ella es cara rota.,,SHIWILU es NaN
7175,No escondas tu cara.,,SHIWILU es NaN
7176,Tu cara está pálida.,,SHIWILU es NaN
7177,Tienes cara de sueño.,,SHIWILU es NaN
7178,Esa bolsa parece cara.,,SHIWILU es NaN
7179,Su cara mostraba fatiga.,,SHIWILU es NaN
7180,Tienes la cara enrojecida.,,SHIWILU es NaN
7181,¿Podría enviarme un catálogo?,,SHIWILU es NaN
7182,Es sólo un niño.,,SHIWILU es NaN
7183,Sólo es una niña.,,SHIWILU es NaN
7184,Sólo es un sueño.,,SHIWILU es NaN
7185,Tan sólo sé esto.,,SHIWILU es NaN
7186,Dame sólo un poco.,,SHIWILU es NaN
7187,Es sólo una broma.,,SHIWILU es NaN
7188,Sólo Dios lo sabe.,,SHIWILU es NaN
7189,Sólo pienso en ti.,,SHIWILU es NaN
7190,Sólo fue una broma.,,SHIWILU es NaN
7191,Sólo vives una vez.,,SHIWILU es NaN
7192,Yo sólo te escucho.,,SHIWILU es NaN
7193,Dame sólo un minuto.,,SHIWILU es NaN
7194,Sólo hay una toalla.,,SHIWILU es NaN
7195,Sólo quería un café.,,SHIWILU es NaN
7196,Sólo soy un cliente.,,SHIWILU es NaN
7197,Sólo es una expresión.,,SHIWILU es NaN
7198,Tom sólo quiere nadar.,,SHIWILU es NaN
7199,Espera sólo un momento.,,SHIWILU es NaN
7200,Es sólo tu imaginación.,,SHIWILU es NaN
7201,Necesito sólo la mitad.,,SHIWILU es NaN
7202,Sólo estoy viendo tele.,,SHIWILU es NaN
7203,Sólo quiero que vengas.,,SHIWILU es NaN
7204,Fue sólo un experimento.,,SHIWILU es NaN
7205,Sólo gasté tres dólares.,,SHIWILU es NaN
7206,Sólo me estoy asegurando.,,SHIWILU es NaN
7207,Sólo pongo una condición.,,SHIWILU es NaN
7208,Sólo quiero estar seguro.,,SHIWILU es NaN
7209,Sólo trato de protegerte.,,SHIWILU es NaN
7210,Tenemos sólo dos dólares.,,SHIWILU es NaN
7211,Sólo me estaba asegurando.,,SHIWILU es NaN
7212,Sólo queda una alternativa.,,SHIWILU es NaN
7213,"Sólo estoy mirando, gracias.",,SHIWILU es NaN
7214,Sólo necesitamos más tiempo.,,SHIWILU es NaN
7215,Sólo quería otra oportunidad.,,SHIWILU es NaN
7216,Siempre lleva gafas oscuras.,,SHIWILU es NaN
7217,Era una buena ocasión.,,SHIWILU es NaN
7218,Le hablé a ella.,,SHIWILU es NaN
7219,No hablé con Tom.,,SHIWILU es NaN
7220,Hablé con mis padres.,,SHIWILU es NaN
7221,Lo hice por él.,,SHIWILU es NaN
7222,Sé lo que hice.,,SHIWILU es NaN
7223,Hice lo que pude,,SHIWILU es NaN
7224,Lo hice por Tom.,,SHIWILU es NaN
7225,Lo hice yo solo.,,SHIWILU es NaN
7226,Hice esto por ti.,,SHIWILU es NaN
7227,Lo hice el lunes.,,SHIWILU es NaN
7228,Lo hice yo mismo.,,SHIWILU es NaN
7229,No hice mi tarea.,,SHIWILU es NaN
7230,Te hice un favor.,,SHIWILU es NaN
7231,Yo hice mi parte.,,SHIWILU es NaN
7232,Yo hice un trato.,,SHIWILU es NaN
7233,Hice lo que quise.,,SHIWILU es NaN
7234,No hice nada malo.,,SHIWILU es NaN
7235,No lo hice aposta.,,SHIWILU es NaN
7236,Le hice una muñeca.,,SHIWILU es NaN
7237,Lo hice desde cero.,,SHIWILU es NaN
7238,Me hice el dormido.,,SHIWILU es NaN
7239,Todavía no lo hice.,,SHIWILU es NaN
7240,Yo hice esta silla.,,SHIWILU es NaN
7241,Yo hice un negocio.,,SHIWILU es NaN
7242,Yo lo hice hacerlo.,,SHIWILU es NaN
7243,¿Sabes lo que hice?,,SHIWILU es NaN
7244,Lamento lo que hice.,,SHIWILU es NaN
7245,No hice esa promesa.,,SHIWILU es NaN
7246,No hice mis deberes.,,SHIWILU es NaN
7247,No hice nada ilegal.,,SHIWILU es NaN
7248,Hice todo el trabajo.,,SHIWILU es NaN
7249,Te hice una pregunta.,,SHIWILU es NaN
7250,¿Acaso hice algo mal?,,SHIWILU es NaN
7251,Hice andar la máquina.,,SHIWILU es NaN
7252,Cuando llegó hice café.,,SHIWILU es NaN
7253,Lo hice por curiosidad.,,SHIWILU es NaN
7254,¿Te hice esperar mucho?,,SHIWILU es NaN
7255,Anoche hice algo estúpido.,,SHIWILU es NaN
7256,Hice algo estúpido anoche.,,SHIWILU es NaN
7257,Hice una amable inclinación.,,SHIWILU es NaN
7258,¿La manzana es roja?,,SHIWILU es NaN
7259,Compré una corbata roja.,,SHIWILU es NaN
7260,Tengo una bicicleta roja.,,SHIWILU es NaN
7261,¡Qué gasto de energía!,,SHIWILU es NaN
