CODIGO,TEXTO_SPA,TEXTO_SHI,AUDIO?,,,,,,
FL_0542.5,Hablen en castellano”.,Lunku’ lawer’ la’la’kla”.,FALSE,X,Diferente frecuencia,,,,
FL_0543,Por eso los niños de ayer y hoy se han olvidado.,"Nanamalek wilalusa’ napikla, ipa’lakla pinanerllina’.",TRUE,,,,,,
FL_0544,Con eso nuestra lengua shiwilu más se está agravando.,Nanalek shiwilu la’la’mapu’wa’ a’pinta’ tekki’ker’apilalli.,TRUE,,,,,,
FL_0545,"Ahora recién quieren curarle, recién se acuerdan, recién encuentran su remedio.","Ipa’la yanalulenñina’, nalli’inutullina’, nakanañina’ ilulennanen.",FALSE,X,"Pronuncia como ""inutulliña"" en lugar de ""inutuniña""","Ipa’la yanalulenñina’, nalli’inutuñina’, nakanañina’ ilulennanen.",,,
FL_0546,Dicen que su remedio es enseñar la lengua shiwilu en las escuelas.,Ilulennanen ima nuka’a a’lektanna’ shiwilu la’la’ ñinchituna-pideklusak.,TRUE,,,,,,
FL_0547,Pero los profesores tampoco la hablan.,Ku’li’na a’lektuteklusa’nta’ ñinchilui’ñina’.,TRUE,,,,,,
FL_0548,"Si hubiesen hecho esto antes, ahí los niños rápido hubieran aprendido.",Napi’ a’ka nu’tuwinanta’ser’ nanek wilalusa’ wiuksu’ ñinchitupiner’kek.,TRUE,,,,,,
FL_0549,Pero a la lengua shiwilu desde antes no le curaron;,Shiwilu la’la’ napiklanek lulen’i’ñina’;,TRUE,,,,,,
FL_0550," por eso, agravándose, de a poquito va muriendo."," nanamalek, tekki’ker’an uti’lakla chimianpilalli.",TRUE,,,,,,
FL_0551,"Antes, cuando la lengua shiwilu estaba un poco sana, el ILV le estaba curando.","Napi’ shiwilu la’la’ a’pimudinupasik, ILVler lulen’apawiñi.",TRUE,,,,,,
FL_0552,Yo digo que no pudiendo le dejó. ,Kua tulek yennichinpu’ ta’itula’lli. ,TRUE,,Verificar,,,,
FL_0553,Desde ese tiempo nadie le curó.,Naneklanek ñi denler lulen’i’ñi.,FALSE,X,Falta,,,,
FL_0554,Olvidada ha vivido por los Ministerios (del Estado).,Pinaner’pi nanpilli Ministeriolusa’malek.,TRUE,,,,,,
FL_0555,Ahora recién se acuerdan. ,Ipa’la nalli’inutullina’. ,TRUE,,,,,,
FL_0556,"Por eso, siquiera de mentira están curándole.",Nanamalek da’pinanklata’la lulen’apallina’.,TRUE,,,,,,
FL_0557,"Los hablantes del shiwilu ya nos vamos acabando,","Shiwilu la’la’ lunlusa’ ipa’ ta’wantapilalekwa’,",TRUE,,,,,,
FL_0558, cuando nosotros muramos nuestra lengua se perderá., kuda chimia’nsekudek’ la’la’mapu’wa’ wer’etchu.,TRUE,,,,,,
FL_0559,Por eso estoy escribiendo. ,Nanamalek llinserchapalek.,TRUE,,,,,,
FL_0560,"Siquiera mis relatos que vivan, para que otros vean."," Llinserwekta’la nanpii, ali’ladaper lli’erkek.",TRUE,,,,,,
FL_0561,Tal vez aprendan la lengua shiwilu leyendo este libro.,Ma’allipa’ ñinchitunanta’ser’ shiwilu la’la’ luntanna’ asu’ kirka’.,TRUE,,,,,,
FL_0562,Gracias.,Yuspainek’etchu.,FALSE,X,"Pronuncia como ""Yuspeinek""",,,,
